school,real_size,size,state,setting,status,meanprob,lowprob,highprob,meaNActive,lowactive,highactive,meanincub,lowincub,highincub,meantot,lowtot,hightot,instate,outstate
Emory University,6938,6794,Georgia,Large City,NA,99.99,99.1,100.0,6,3,15,3,2,8,9,5,23,0.5710670686899554,9.144630375363485
Emporia State University,3605,3340,Kansas,Town,NA,58.69,27.79,89.64,1,0,1,0,0,1,1,0,2,0.1632988616531817,0.7189143718021629
Endicott College,3348,2946,Massachusetts,Suburb,NA,94.03,77.05,99.61,2,1,4,1,0,2,3,1,6,2.033666804976306,0.7830044061697267
Erskine College,573,568,South CaroliNA,Rural,NA,55.71,25.34,85.41,1,0,1,0,0,1,1,0,2,0.6770850468622233,0.13649258885534338
Eureka College,615,593,Illinois,Town,private,19.47,14.87,28.97,0,0,0,0,0,0,0,0,0,0.21074746257323862,0.005799811078014665
Evangel University,1632,1461,Missouri,Midsize City,NA,78.04,49.78,97.97,1,0,3,1,0,1,2,0,4,0.13539864974146013,1.3776616883372514
Everglades University,2101,2099,Florida,Small City,NA,99.96,98.67,100.0,5,3,11,3,1,6,8,4,17,7.3069640702775205,0.6279459843936007
Fairfield University,4118,3879,Connecticut,Suburb,private,96.56,84.64,99.85,2,1,4,1,1,2,3,2,6,0.3140180891067746,3.052960425207247
Fairleigh Dickinson University - Florham Campus,2747,2640,New Jersey,Suburb,NA,95.11,77.78,99.82,2,1,4,1,0,2,3,1,6,2.5041777749237015,0.5119938094897943
Fairleigh Dickinson University - Metropolitan Campus,5471,2374,New Jersey,Suburb,NA,99.76,95.03,100.0,4,2,9,2,1,4,6,3,13,5.26605617098049,0.7788114093944919
Fairmont State University,3661,3108,West Virginia,Town,public,33.84,16.41,60.24,0,0,1,0,0,0,0,0,1,0.07399366643413958,0.33865793327997074
Farmingdale State College,9552,7407,New York,Suburb,NA,99.91,98.61,100.0,5,3,8,2,1,4,7,4,12,6.9596796545342885,0.020705020147363196
Faulkner University,2673,1744,Alabama,Midsize City,NA,91.8,64.5,99.75,2,1,4,1,0,2,3,1,6,1.2182726645265067,1.279898054284048
Fayetteville State University,5394,3905,North CaroliNA,Midsize City,NA,79.44,55.02,96.34,1,1,2,1,0,1,2,1,3,1.286657775030736,0.2948136975752822
Felician University,1626,1430,New Jersey,Suburb,NA,83.89,59.34,97.87,1,1,3,1,0,1,2,1,4,1.708667161860691,0.1160186216597208
Ferris State University,12513,8469,Michigan,Town,public,99.98,99.22,100.0,6,3,12,3,2,6,9,5,18,8.148126857790835,0.4044536888227824
Ferrum College,1137,1118,Virginia,Rural,NA,77.09,38.21,95.74,1,0,2,0,0,1,1,0,3,1.3142453077972618,0.15806666211459103
Finlandia University,399,336,Michigan,Town,NA,29.94,16.64,59.89,0,0,1,0,0,0,0,0,1,0.21869073015999446,0.13682848992779237
Fisk University,663,639,Tennessee,Large City,NA,47.26,24.68,78.85,0,0,1,0,0,1,0,0,2,0.05887886729208072,0.5798483513688083
Fitchburg State University,4119,3386,Massachusetts,Suburb,public,99.32,92.1,100.0,3,2,7,2,1,3,5,3,10,4.89371250213346,0.09787455506232465
Five Towns College,626,591,New York,Suburb,NA,37.36,24.48,57.04,0,0,1,0,0,0,0,0,1,0.40258979911588755,0.06495305637575088
Flagler College - St Augustine,2681,2591,Florida,Suburb,NA,99.97,98.8,100.0,5,3,11,3,1,6,8,4,17,7.190313941441672,0.9630073104326322
Florida Agricultural and Mechanical University,8027,6875,Florida,Midsize City,NA,100.0,100.0,100.0,21,11,44,11,6,22,32,17,66,30.319701487013617,1.3480617627937586
Florida Atlantic University,25033,16325,Florida,Small City,public,100.0,100.0,100.0,72,40,150,37,20,77,109,60,227,107.19213638983747,1.6401768357772912
Florida Gulf Coast University,13857,10973,Florida,Suburb,NA,100.0,100.0,100.0,40,22,83,20,11,42,60,33,125,59.3002594949917,0.91637890750495
Florida Institute of Technology,3634,3269,Florida,Small City,private,99.99,99.47,100.0,6,3,14,3,2,7,9,5,21,7.8575526783827225,1.914066192573288
Florida InterNAtioNAl University,47621,26655,Florida,Suburb,public,100.0,100.0,100.0,143,79,298,72,39,152,215,118,450,213.53039383659652,1.8499154775854585
Florida Memorial University,1173,1129,Florida,Suburb,private,99.13,92.59,100.0,3,2,7,2,1,3,5,3,10,4.619345101899582,0.11861557479678479
Florida Southern College,2615,2356,Florida,Midsize City,NA,99.97,98.84,100.0,5,3,11,3,1,6,8,4,17,7.4562762351874055,0.7105736561687738
Florida State University,33009,29286,Florida,Midsize City,NA,100.0,100.0,100.0,95,52,199,48,26,102,143,78,301,141.31463207689973,2.4893173737639995
Fontbonne University,892,765,Missouri,Suburb,NA,29.11,15.85,54.83,0,0,1,0,0,0,0,0,1,0.1809352260409136,0.1627764901325945
Fordham University,9595,9132,New York,Large City,NA,99.99,99.51,100.0,7,4,13,3,2,7,10,6,20,3.0142996231985903,6.717634420424007
Fort Hays State University,12499,5889,Kansas,Town,NA,92.38,66.17,99.78,2,1,4,1,0,2,3,1,6,0.4865162736680942,2.0849929095724327
Fort Lewis College,3303,2921,Colorado,Town,public,85.88,60.53,99.34,1,1,3,1,0,2,2,1,5,0.49118938549186586,1.4645858518175077
Fort Valley State University,2345,2115,Georgia,Town,NA,62.42,30.28,96.21,1,0,2,0,0,1,1,0,3,0.6695482660019976,0.3084536159582752
Framingham State University,4128,3558,Massachusetts,Small City,public,99.44,92.92,100.0,3,2,7,2,1,4,5,3,11,5.120966697483193,0.06741104188963624
Francis Marion University,3462,3006,South CaroliNA,Suburb,public,99.48,83.17,100.0,4,1,8,2,1,4,6,2,12,5.108213383161011,0.1374126653657679
Franciscan University of Steubenville,2201,2011,Ohio,Small City,NA,89.58,67.53,99.24,2,1,3,1,0,2,3,1,5,0.12081697843816708,2.137974305044332
Franklin and Marshall College,2281,2263,Pennsylvania,Small City,NA,86.6,67.56,97.98,1,1,3,1,0,1,2,1,4,0.4570114361064322,1.5516038033418424
Franklin College,1017,962,IndiaNA,Suburb,private,39.42,28.33,57.11,0,0,1,0,0,0,0,0,1,0.4154615067145165,0.08544171691169813
Franklin Pierce University,1712,1563,New Hampshire,Rural,NA,73.99,49.09,93.22,1,0,2,0,0,1,1,0,3,0.06825115518229395,1.2776588762713728
Welch College,344,222,Tennessee,Rural,private,14.15,6.09,31.65,0,0,0,0,0,0,0,0,0,0.037289949284984455,0.11519719428664595
Freed - Hardeman University,1469,1261,Tennessee,Town,NA,58.97,28.5,89.92,1,0,2,0,0,1,1,0,3,0.21490786561609462,0.6748731996394298
Fresno Pacific University,2803,2342,California,Large City,private,99.86,97.67,100.0,4,3,9,2,1,4,6,4,13,6.48248443896447,0.0738150632567142
Friends University,1149,906,Kansas,Large City,NA,48.35,23.8,80.55,0,0,1,0,0,1,0,0,2,0.044689703691388236,0.6144780899717828
Frostburg State University,4726,3849,Maryland,Suburb,public,95.55,84.27,99.67,2,1,4,1,1,2,3,2,6,2.858100810611142,0.25238949398605687
Full Sail University,16908,16908,Florida,Suburb,NA,100.0,100.0,100.0,23,12,51,12,6,26,35,18,77,19.55056159288813,15.097820973815256
Furman University,2732,2658,South CaroliNA,Suburb,NA,97.31,78.77,99.98,2,1,6,1,1,3,3,2,9,1.179886243393168,2.4290714311895814
Gallaudet University,1125,1074,District of Columbia,Large City,NA,79.78,54.55,97.02,1,1,2,1,0,1,2,1,3,0.0136697360383837,1.58206913360793
Gannon University,3074,2530,Pennsylvania,Small City,private,88.5,74.34,97.89,1,1,3,1,0,1,2,1,4,1.6077906252975112,0.5539541720571972
Gardner - Webb University,2218,1781,North CaroliNA,Town,NA,78.59,52.1,96.64,1,0,2,1,0,1,2,0,3,0.3816529050002831,1.1579708308025127
Geneva College,1412,1247,Pennsylvania,Suburb,NA,67.52,49.52,87.42,1,0,1,0,0,1,1,0,2,0.708116620780296,0.4157698624983542
George Fox University,2700,2494,Oregon,Town,private,90.3,71.12,99.7,2,1,4,1,0,2,3,1,6,0.8135662750513563,1.517392556415033
George Mason University,25006,20221,Virginia,Suburb,NA,100.0,100.0,100.0,23,8,48,12,4,25,35,12,73,28.492664775314232,5.7293150754619155
George Washington University,11996,10893,District of Columbia,Large City,NA,100.0,99.94,100.0,9,5,20,5,2,10,14,7,30,0.07803140988577362,14.108717356397076
Georgetown College,1059,976,Kentucky,Town,private,44.19,22.02,75.4,0,0,1,0,0,0,0,0,1,0.4710578006479405,0.11180220443903288
Georgetown University,7465,6987,District of Columbia,Large City,private,99.99,99.15,100.0,6,3,13,3,2,7,9,5,20,0.0632225291775246,9.152792815280632
Georgia College & State University,5987,5442,Georgia,Town,NA,84.5,44.16,99.92,1,0,5,1,0,2,2,0,7,1.8494644979481636,0.014476196288697177
Georgia Gwinnett College,12290,8289,Georgia,Suburb,public,98.08,71.77,100.0,3,1,10,1,0,5,4,1,15,3.7661315739363057,0.18506151602599125
Georgia Institute of Technology - Main Campus,15576,13974,Georgia,Large City,NA,100.0,99.58,100.0,8,4,22,4,2,11,12,6,33,3.3390700296177327,9.102488447646637
Georgia Southern University,17763,15755,Georgia,Town,NA,99.87,90.34,100.0,5,2,16,2,1,8,7,3,24,5.290112617875172,1.3848056715757382
Georgia Southwestern State University,2604,1779,Georgia,Town,public,57.15,24.01,95.85,1,0,2,0,0,1,1,0,3,0.7918755393927418,0.05539392313272129
Georgia State University,25771,19882,Georgia,Large City,NA,99.99,94.72,100.0,6,2,22,3,1,10,9,3,32,7.694850030227398,1.1466328376550392
Georgian Court University,1612,1343,New Jersey,Small City,private,82.33,57.64,97.36,1,1,2,1,0,1,2,1,3,1.608948225857018,0.12315119529181859
Gettysburg College,2411,2404,Pennsylvania,Small City,NA,85.29,65.71,97.5,1,1,2,1,0,1,2,1,3,0.4763824074955589,1.4394220045372785
Glenville State College,1655,1037,West Virginia,Town,NA,19.96,8.29,38.01,0,0,0,0,0,0,0,0,0,0.032136015153415805,0.19036312619909257
Goddard College,189,173,Vermont,Rural,NA,17.06,9.1,30.99,0,0,0,0,0,0,0,0,0,0.0,0.18688193241669515
Gonzaga University,5194,5106,Washington,Midsize City,private,99.88,96.15,100.0,4,2,15,2,1,9,6,3,24,2.496446155800744,4.260822307246657
Gordon College,1593,1528,Massachusetts,Suburb,NA,77.58,53.72,95.21,1,1,2,0,0,1,1,1,3,0.6636855477827436,0.8300828813339305
Goshen College,888,816,IndiaNA,Small City,private,39.89,26.44,61.29,0,0,1,0,0,0,0,0,1,0.2301287838460958,0.27847196098383464
Goucher College,1534,1447,Maryland,Small City,NA,79.78,57.18,96.16,1,1,2,1,0,1,2,1,3,0.18500084738227923,1.4117356779295835
Grace Bible College,873,822,Michigan,Small City,NA,50.03,31.43,76.26,0,0,1,0,0,0,0,0,1,0.4849829126261076,0.2082133272620764
Grace College and Theological SemiNAry,1761,1439,IndiaNA,Town,private,61.49,45.0,81.99,1,0,1,0,0,1,1,0,2,0.412826444304065,0.540928493221737
Graceland University - Lamoni,1405,1061,Iowa,Rural,private,89.25,63.14,99.48,1,1,3,1,0,2,2,1,5,0.12312217321380854,2.1028750057335452
Grambling State University,4075,3734,LouisiaNA,Town,NA,99.92,95.32,100.0,5,2,11,2,1,6,7,3,17,2.2683825117711263,4.794758678404659
Grand Canyon University,49564,15998,ArizoNA,Large City,NA,100.0,100.0,100.0,56,29,125,28,15,65,84,44,190,26.822730645302865,57.457181915534136
Grand Valley State University,21935,19373,Michigan,Suburb,NA,100.0,99.98,100.0,10,6,20,5,3,10,15,9,30,14.44531608460607,0.530462938299463
Grand View University,1787,1574,Iowa,Midsize City,NA,79.62,46.63,98.62,1,0,3,1,0,1,2,0,4,0.49727677736910453,1.0902672258580084
Granite State College,1758,807,New Hampshire,Town,NA,29.18,0.0,59.59,0,0,1,0,0,0,0,0,1,0.3450475067549305,1.2018791198208808e-05
Grantham University,7817,3296,Kansas,Suburb,NA,100.0,99.49,100.0,8,4,20,4,2,11,12,6,31,0.01033977571502642,12.355708002540274
Greensboro College,944,772,North CaroliNA,Large City,NA,60.49,36.94,86.06,1,0,1,0,0,1,1,0,2,0.13184832323636517,0.7952696954215194
Greenville University,988,887,Illinois,Town,NA,38.66,25.62,61.74,0,0,1,0,0,0,0,0,1,0.21777237799234658,0.27056963753898994
Grinnell College,1717,1662,Iowa,Town,private,81.48,57.44,98.26,1,1,3,1,0,1,2,1,4,0.09883974460775186,1.5852126440526395
Grove City College,2376,2315,Pennsylvania,Town,NA,83.45,62.73,97.72,1,1,2,1,0,1,2,1,3,0.7332271392476825,1.0645075435487976
Guilford College,1669,1429,North CaroliNA,Large City,NA,69.64,43.54,91.92,1,0,2,0,0,1,1,0,3,0.20459222571160113,0.9863382356680315
Gustavus Adolphus College,2184,2150,Minnesota,Town,private,44.93,25.69,85.32,0,0,1,0,0,1,0,0,2,0.20612120958368035,0.38970103735057643
Gwynedd Mercy University,2081,1934,Pennsylvania,Suburb,private,79.49,62.19,94.38,1,1,2,1,0,1,2,1,3,1.226110744593238,0.3576222084628815
Hamilton College,1894,1886,New York,Suburb,private,86.14,66.01,98.08,1,1,3,1,0,1,2,1,4,0.43772490885691046,1.5361960522486733
Hamline University,2166,2082,Minnesota,Large City,NA,46.26,29.5,71.85,0,0,1,0,0,0,0,0,1,0.19620824925544364,0.4241955923708337
Hampden - Sydney College,1044,1039,Virginia,Rural,NA,72.85,35.24,94.3,1,0,2,0,0,1,1,0,3,1.0308656814735397,0.27170667163283385
Hampshire College,1264,1268,Massachusetts,Suburb,private,75.33,51.11,95.75,1,0,2,0,0,1,1,0,3,0.2905238292823294,1.1075354668933424
Hampton University,3796,3651,Virginia,Midsize City,NA,98.76,86.66,99.99,3,1,6,1,1,3,4,2,9,1.3590655548178503,3.0298398406883846
Hannibal - LaGrange University,913,706,Missouri,Town,NA,31.53,18.6,55.58,0,0,1,0,0,0,0,0,1,0.14484506716528292,0.2335773206634029
Hanover College,1096,1081,IndiaNA,Town,NA,47.18,30.85,71.2,0,0,1,0,0,0,0,0,1,0.2920527504917056,0.34562381546419424
Hardin - Simmons University,1741,1585,Texas,Midsize City,NA,99.99,97.29,100.0,6,2,16,3,1,8,9,3,24,9.21947220475563,0.09084278720821252
Harding University,4187,3945,Arkansas,Town,NA,99.8,91.85,100.0,4,2,10,2,1,5,6,3,15,0.15654010771130888,6.035473353796389
Harris - Stowe State University,1441,1163,Missouri,Large City,NA,31.05,18.09,55.75,0,0,1,0,0,0,0,0,1,0.3088251850095915,0.06286319650433222
Harrisburg University of Science and Technology,509,463,Pennsylvania,Small City,NA,30.57,20.8,47.38,0,0,0,0,0,0,0,0,0,0.32141463638254575,0.04336716622079976
Hartwick College,1198,1180,New York,Town,private,59.41,41.34,80.71,1,0,1,0,0,1,1,0,2,0.6719589737970632,0.2293727283229961
Harvard University,9964,7147,Massachusetts,Midsize City,NA,100.0,99.91,100.0,9,5,21,5,2,11,14,7,32,1.9174572732633741,12.072457635199626
Harvey Mudd College,867,844,California,Suburb,NA,75.29,52.61,94.46,1,0,2,0,0,1,1,0,3,0.8649614672479022,0.5312980588870154
Hastings College,1156,1073,Nebraska,Town,NA,25.95,15.12,47.65,0,0,0,0,0,0,0,0,0,0.06426384956483613,0.23582422297397285
Haverford College,1293,1294,Pennsylvania,Suburb,private,72.01,50.2,92.0,1,0,2,0,0,1,1,0,3,0.12627003572171439,1.1459583460958986
Hawaii Pacific University,3565,2411,Hawaii,Large City,NA,91.43,71.14,99.67,2,1,4,1,0,2,3,1,6,0.000136328018074523,2.4531300319531453
Heidelberg University,1049,1031,Ohio,Town,NA,51.52,30.74,79.16,0,0,1,0,0,1,0,0,2,0.25763828389022125,0.4652864768298196
Henderson State University,2838,2565,Arkansas,Town,public,86.53,50.79,99.49,1,0,3,1,0,2,2,0,5,0.3525380794195105,1.6475696980788612
Hendrix College,1240,1228,Arkansas,Small City,NA,82.17,49.58,98.73,1,0,3,1,0,1,2,0,4,0.0856594356587089,1.634543846110386
Heritage University,812,734,Washington,Rural,private,56.2,37.98,75.31,1,0,1,0,0,0,1,0,1,0.8250363363899895,0.0
Herzing University - Atlanta,593,365,Georgia,Large City,NA,16.78,5.56,50.87,0,0,0,0,0,0,0,0,0,0.18364575473597805,0.0
High Point University,4467,4418,North CaroliNA,Midsize City,NA,96.68,82.79,99.9,2,1,5,1,1,2,3,2,7,0.26723280839860986,3.136671247624603
Hilbert College,744,680,New York,Suburb,private,41.77,28.18,61.71,0,0,1,0,0,0,0,0,1,0.5270266461153437,0.013602857023073869
Hiram College,1209,853,Ohio,Town,NA,47.23,28.39,73.86,0,0,1,0,0,0,0,0,1,0.32353845394740327,0.3149784154173486
Hobart and William Smith Colleges,2239,2220,New York,Town,private,84.6,64.96,97.19,1,1,2,1,0,1,2,1,3,0.6836706770440708,1.186247108118534
Hodges University,1076,573,Florida,Suburb,NA,99.15,92.63,100.0,3,2,7,2,1,3,5,3,10,4.68933517920109,0.06366386448802377
Hofstra University,6863,6494,New York,Suburb,NA,99.8,96.96,100.0,4,2,8,2,1,4,6,3,12,2.7119912831352058,3.4811295463597802
Hollins University,647,632,Virginia,Suburb,NA,63.36,30.92,94.07,1,0,2,0,0,1,1,0,3,0.46121479998605774,0.5413808168943971
Holy Cross College,555,526,IndiaNA,Suburb,NA,29.17,19.32,46.7,0,0,0,0,0,0,0,0,0,0.13219229759098253,0.212451378208745
Holy Family University,2095,1630,Pennsylvania,Large City,private,79.63,62.27,94.47,1,1,2,1,0,1,2,1,3,1.2160665372062835,0.37432350581182633
Holy Names University,591,543,California,Large City,private,71.58,51.11,91.82,1,0,2,0,0,1,1,0,3,1.2265437199498943,0.030047687625533743
Hood College,1132,1048,Maryland,Small City,NA,58.99,38.43,86.86,1,0,1,0,0,1,1,0,2,0.5303357624958671,0.3604393935174567
Hope College,3150,3019,Michigan,Small City,private,88.5,70.67,98.7,1,1,3,1,0,1,2,1,4,1.4701260125266504,0.6912663165922082
Hope InterNAtioNAl University,866,579,California,Suburb,NA,83.49,64.2,97.2,1,1,2,1,0,1,2,1,3,1.6802939978504332,0.11851503103232898
Houghton College,1036,971,New York,Rural,private,58.03,38.35,81.71,1,0,1,0,0,1,1,0,2,0.4450447233862902,0.4225534751384929
Houston Baptist University,2320,2098,Texas,Large City,NA,100.0,99.25,100.0,8,3,21,4,2,12,12,5,33,12.587697255406088,0.0774578264255199
Howard Payne University,980,860,Texas,Town,private,99.5,87.04,100.0,3,1,9,2,1,5,5,2,14,5.238842599441455,0.04032611351356001
Howard University,6354,6090,District of Columbia,Large City,NA,99.98,98.26,100.0,6,3,12,3,1,6,9,4,18,0.039300491110353136,8.29926625443164
Humboldt State University,7860,7270,California,Town,NA,100.0,99.99,100.0,12,7,24,6,3,12,18,10,36,16.533525751000887,0.7033240977268052
Humphreys University - Stockton and Modesto Campuses,324,208,California,Large City,NA,53.54,35.68,77.72,1,0,1,0,0,0,1,0,1,0.7657035939571594,0.0
Huntingdon College,1101,878,Alabama,Midsize City,private,72.13,45.58,94.18,1,0,2,0,0,1,1,0,3,0.4899827558186284,0.7857718925533747
Huntington University,1075,859,IndiaNA,Town,NA,43.54,30.1,64.13,0,0,1,0,0,0,0,0,1,0.30742394788600585,0.2639729788900026
Huston - Tillotson University,1052,1003,Texas,Large City,NA,99.68,89.07,100.0,4,1,10,2,1,5,6,2,15,5.678660415972671,0.03631530574549503
Idaho State University,10565,6279,Idaho,Small City,public,100.0,74.49,100.0,7,1,26,3,0,14,10,1,40,8.72861681309738,1.1718216722448525
Illinois College,956,950,Illinois,Town,NA,35.91,24.98,56.5,0,0,1,0,0,0,0,0,1,0.2876702864124707,0.156947511761415
Illinois Institute of Technology,2895,2631,Illinois,Large City,NA,80.05,62.19,95.55,1,1,2,1,0,1,2,1,3,0.7428848055706662,0.8675358624655919
Illinois State University,18336,17165,Illinois,Suburb,NA,99.86,99.21,100.0,4,3,7,2,2,3,6,5,10,6.367734581650405,0.19949316612679474
Illinois Wesleyan University,1650,1646,Illinois,Small City,NA,46.67,35.32,66.29,0,0,1,0,0,0,0,0,1,0.504388927091951,0.12402151033644725
Immaculata University,1481,885,Pennsylvania,Suburb,NA,68.22,49.68,88.06,1,0,1,0,0,1,1,0,2,0.7188782715520331,0.42682978697127044
IndiaNA State University,11578,9369,IndiaNA,Small City,public,99.45,97.29,99.98,3,2,6,2,1,3,5,3,9,4.459843129689128,0.7342653104194404
IndiaNA University - Bloomington,33427,32212,IndiaNA,Small City,public,100.0,100.0,100.0,12,8,22,6,4,11,18,12,33,10.10019421926052,8.213414471044128
IndiaNA University - East,3292,1887,IndiaNA,Rural,public,74.85,60.99,89.27,1,1,1,0,0,1,1,1,2,1.215642125354949,0.16437067826723387
IndiaNA University - Kokomo,2877,2215,IndiaNA,Small City,NA,71.62,58.87,85.85,1,1,1,0,0,1,1,1,2,1.256485592716947,0.002849263232947397
IndiaNA University - Northwest,3700,2608,IndiaNA,Small City,NA,80.29,68.21,91.95,1,1,2,1,0,1,2,1,3,1.617928320017208,0.005619932335286363
IndiaNA University of Pennsylvania - Main Campus,10255,9526,Pennsylvania,Town,NA,99.95,99.15,100.0,5,3,9,3,2,5,8,5,14,6.719574741872597,0.8969304858207993
IndiaNA University - Purdue University - Fort Wayne,9952,5913,IndiaNA,Large City,public,98.82,95.5,99.91,3,2,5,1,1,2,4,3,7,4.236302001869161,0.2019364123622693
IndiaNA University - Purdue University - IndiaNApolis,21615,17521,IndiaNA,Large City,NA,99.99,99.89,100.0,7,5,11,3,2,5,10,7,16,9.15376763684003,0.696747369980553
IndiaNA University - South Bend,4877,3767,IndiaNA,Midsize City,NA,88.37,77.9,96.56,1,1,2,1,1,1,2,2,3,2.098388032856194,0.052875881059354916
IndiaNA University - Southeast,4824,3218,IndiaNA,Suburb,NA,89.05,75.17,98.04,1,1,3,1,0,1,2,1,4,1.637691288095594,0.5733469564027958
IndiaNA Wesleyan University,2803,2634,IndiaNA,Town,private,73.47,56.18,90.92,1,1,2,0,0,1,1,1,3,0.7154194444375765,0.6109244108824693
Institute of American Indian and Alaska Native Culture and Arts Development,612,264,New Mexico,Rural,NA,48.2,21.62,97.77,0,0,2,0,0,1,0,0,3,0.1781555176450115,0.4788619616554542
IoNA College,3177,2949,New York,Suburb,private,91.63,76.98,98.96,2,1,3,1,0,2,3,1,5,1.745043783804138,0.7346893975216751
Iowa State University,30573,28743,Iowa,Small City,public,100.0,99.5,100.0,8,4,21,4,2,11,12,6,32,7.030276090508468,4.862179898069947
Iowa Wesleyan University,625,550,Iowa,Town,private,28.95,15.76,55.35,0,0,1,0,0,0,0,0,1,0.07011123752452987,0.27125050388496014
Ithaca College,6062,5936,New York,Suburb,NA,99.46,94.47,100.0,4,2,7,2,1,3,6,3,10,1.8599648719154003,3.365224155228387
Jackson State University,6498,5935,Mississippi,Midsize City,NA,100.0,98.9,100.0,7,3,16,3,1,8,10,4,24,7.809291286325807,2.5149892262744884
Jacksonville State University,7492,5523,Alabama,Small City,NA,98.78,82.41,100.0,3,1,7,1,1,3,4,2,10,3.4258106320225337,0.9743125611384927
Jacksonville University,2878,2180,Florida,Large City,NA,99.99,99.5,100.0,6,4,14,3,2,7,9,6,21,8.884073812138185,0.86665291115392
James Madison University,19972,18905,Virginia,Small City,NA,100.0,99.99,100.0,17,6,35,9,3,18,26,9,53,20.302126085906654,5.128030169541406
University of Jamestown,916,871,North Dakota,Town,NA,68.46,26.19,99.86,1,0,4,0,0,2,1,0,6,0.513886905289808,0.6383997107761823
Jarvis Christian College,908,835,Texas,Rural,NA,99.02,83.29,100.0,3,1,8,2,1,4,5,2,12,4.5540629610447505,0.06035020594709148
John Brown University,1972,1489,Arkansas,Town,NA,92.28,64.49,99.84,2,1,4,1,0,2,3,1,6,0.09269010960724615,2.4627912498386464
John Carroll University,3079,2987,Ohio,Suburb,private,76.94,55.87,94.29,1,1,2,0,0,1,1,1,3,0.6429973735579334,0.8235784738848564
Johns Hopkins University,6106,5668,Maryland,Large City,NA,99.93,97.73,100.0,5,3,10,2,1,5,7,4,15,0.46801968758815204,6.728968404063671
Johnson & Wales University - Providence,7717,7267,Rhode Island,Midsize City,private,99.88,97.29,100.0,4,2,9,2,1,5,6,3,14,0.28562295377354696,6.440704496055502
Johnson C Smith University,1395,1329,North CaroliNA,Large City,NA,66.69,38.83,91.07,1,0,2,0,0,1,1,0,3,0.14195164302459237,0.9563859446431437
Johnson State College,1377,882,Vermont,Rural,NA,31.09,17.88,52.03,0,0,0,0,0,0,0,0,0,0.00037424029144767423,0.37166265281378763
Judson College,313,230,Alabama,Rural,NA,22.89,10.04,56.13,0,0,1,0,0,0,0,0,1,0.14356552869181638,0.11619000566585028
Judson University,1078,761,Illinois,Midsize City,private,35.3,25.29,53.74,0,0,1,0,0,0,0,0,1,0.3034763461054636,0.1317989668166494
Juniata College,1487,1400,Pennsylvania,Town,NA,70.95,51.54,90.35,1,0,2,0,0,1,1,0,3,0.663635130923783,0.5718246573438044
Kalamazoo College,1434,1427,Michigan,Small City,NA,67.2,46.52,89.46,1,0,2,0,0,1,1,0,3,0.6843571114155031,0.4297861699238538
Kansas State University,18484,16770,Kansas,Small City,NA,99.12,85.61,100.0,3,1,8,2,1,4,5,2,12,0.7647954296907764,3.9592194881689915
Kansas Wesleyan University,693,631,Kansas,Town,NA,68.6,37.36,94.72,1,0,2,0,0,1,1,0,3,0.01953621084617973,1.1358110377333597
Kaplan University - Davenport Campus,25486,3127,Iowa,Midsize City,NA,100.0,100.0,100.0,25,12,61,13,6,32,38,18,93,0.2541104852718326,37.28935826297852
Kean University,11985,9516,New Jersey,Suburb,NA,100.0,99.85,100.0,9,4,19,4,2,9,13,6,28,12.918644181150011,0.3690761275343674
Keene State College,3778,3624,New Hampshire,Town,NA,83.7,55.89,97.51,1,1,2,1,0,1,2,1,3,0.3426527293801132,1.4706669052239667
Kent State University at Kent,23179,19108,Ohio,Suburb,public,99.99,99.07,100.0,6,3,12,3,2,6,9,5,18,6.281541447783871,2.567838466719228
Kentucky Christian University,589,439,Kentucky,Town,NA,33.98,18.43,59.94,0,0,1,0,0,0,0,0,1,0.15789646949092978,0.2569226872754423
Kentucky State University,1762,1122,Kentucky,Town,public,63.49,41.22,88.1,1,0,1,0,0,1,1,0,2,0.32158247619652697,0.6854355924590759
Kentucky Wesleyan College,716,673,Kentucky,Small City,private,36.51,19.16,64.6,0,0,1,0,0,0,0,0,1,0.256318602140276,0.19767588408962677
Kenyon College,1678,1661,Ohio,Town,NA,78.37,55.02,95.87,1,1,2,1,0,1,2,1,3,0.07908020406861845,1.4503604446653617
Kettering University,1891,1807,Michigan,Small City,NA,77.24,55.32,95.34,1,1,2,0,0,1,1,1,3,0.8754527967603564,0.6035153342001545
Keuka College,1645,1312,New York,Town,private,69.54,51.37,87.98,1,0,1,0,0,1,1,0,2,1.1016320866716558,0.0865632795062164
Keystone College,1454,1065,Pennsylvania,Suburb,private,65.72,48.81,85.15,1,0,1,0,0,1,1,0,2,0.867389052202004,0.20285295873595016
King University,1798,1608,Tennessee,Small City,NA,73.09,35.7,95.94,1,0,2,0,0,1,1,0,3,0.2620109594497592,1.0495325567601776
King's College,2198,2025,Pennsylvania,Small City,NA,83.04,65.14,96.38,1,1,2,1,0,1,2,1,3,1.0230742666997996,0.7500805535944647
Knox College,1354,1334,Illinois,Town,private,51.61,34.6,76.71,0,0,1,0,0,0,0,0,1,0.2637855739875037,0.4616620687595026
Kutztown University of Pennsylvania,7489,7053,Pennsylvania,Town,NA,99.66,97.07,100.0,4,2,7,2,1,3,6,3,10,4.645445916466481,1.0484706323144284
Kuyper College,182,146,Michigan,Suburb,NA,11.35,6.53,21.7,0,0,0,0,0,0,0,0,0,0.11038017926056504,0.010064938437779914
