school,real_size,size,state,setting,status,meanprob,lowprob,highprob,meaNActive,lowactive,highactive,meanincub,lowincub,highincub,meantot,lowtot,hightot,instate,outstate
North Dakota State University - Main Campus,11981,10782,North Dakota,Midsize City,NA,99.99,98.47,100.0,7,3,16,3,1,8,10,4,24,7.709199547481064,2.1746846395497146
North Greenville University,2359,2080,South CaroliNA,Rural,NA,99.87,95.06,100.0,5,2,9,2,1,4,7,3,13,5.98122708333912,0.6378766262207963
North Park University,2033,1812,Illinois,Large City,NA,80.55,62.04,95.25,1,1,2,0,0,1,1,1,3,0.676590561129389,0.9593448908142537
Northcentral University,90,14,California,Large City,NA,15.91,8.11,31.65,0,0,0,0,0,0,0,0,0,0.0,0.1728896441545429
Northeastern Illinois University,7113,4164,Illinois,Large City,NA,97.77,91.86,99.86,3,2,5,1,1,2,4,3,7,3.7976718225793347,0.004874405167998991
Northeastern State University,6830,4753,Oklahoma,Town,NA,99.86,94.48,100.0,5,2,10,2,1,4,7,3,14,5.505825009921043,1.035315411278849
Northeastern University,13824,13786,Massachusetts,Large City,private,100.0,100.0,100.0,17,10,31,7,4,14,24,14,45,8.615885963258386,15.726274542237666
Northern ArizoNA University,27092,21990,ArizoNA,Small City,NA,100.0,100.0,100.0,56,33,100,23,13,41,79,46,141,53.84945481740123,25.328505411362606
Northern Illinois University,13456,11788,Illinois,Suburb,public,99.95,99.26,100.0,5,3,9,2,1,4,7,4,13,6.977540573542893,0.5710350522540635
Northern Kentucky University,12326,8962,Kentucky,Suburb,public,100.0,99.55,100.0,8,4,17,3,2,7,11,6,24,8.300823885033218,2.9266743330180867
Northern Michigan University,7018,6207,Michigan,Town,NA,99.91,98.02,100.0,5,3,10,2,1,4,7,4,14,5.905141229182317,1.084409811525271
Northern State University,3164,1346,South Dakota,Town,NA,94.01,78.87,99.51,2,1,4,1,0,2,3,1,6,1.6460168017652295,1.1669939449033322
Northland College,631,594,Wisconsin,Town,private,32.09,20.13,51.27,0,0,1,0,0,0,0,0,1,0.05196702011940974,0.3345586892069558
Northwest Christian University,604,444,Oregon,Midsize City,NA,53.61,34.79,77.47,1,0,1,0,0,0,1,0,1,0.28868318331456627,0.47824083267331685
Northwest Missouri State University,5478,4806,Missouri,Town,NA,95.52,74.6,99.93,2,1,5,1,0,2,3,1,7,2.3074379192771675,0.7960598677472202
Northwest Nazarene University,1482,1125,Idaho,Suburb,NA,82.81,55.62,98.75,1,1,3,1,0,1,2,1,4,0.7560893447548163,1.0034394496283638
Northwest University,946,929,Washington,Suburb,NA,69.84,50.9,92.95,1,0,2,0,0,1,1,0,3,0.8727408904848978,0.3248544211366764
Northwestern College - 2,1039,997,Iowa,Town,private,64.64,40.06,89.41,1,0,2,0,0,1,1,0,3,0.38159376634186526,0.6566120561001951
University of Northwestern - St Paul,3325,2033,Minnesota,Suburb,NA,71.75,49.78,92.86,1,0,2,0,0,1,1,0,3,0.4424139413937338,0.8205373613412215
Northwestern Oklahoma State University,1881,1329,Oklahoma,Town,NA,91.57,67.79,99.57,2,1,4,1,0,2,3,1,6,1.2441250483885575,1.2249076347637617
Northwestern State University of LouisiaNA,9440,5471,LouisiaNA,Town,public,100.0,100.0,100.0,18,8,38,7,3,16,25,11,54,19.127133233181247,5.810412597226013
Northwestern University,8699,8205,Illinois,Small City,NA,100.0,99.97,100.0,10,6,19,4,2,8,14,8,27,1.3152364699363557,13.084213231373019
Norwich University,3229,2542,Vermont,Town,private,99.33,93.23,99.99,4,2,7,1,1,3,5,3,10,0.0008365466381496269,5.00158581813379
Notre Dame College,1736,1216,Ohio,Suburb,NA,70.68,48.87,89.86,1,0,2,0,0,1,1,0,3,1.1678971208570772,0.05830378288255547
Notre Dame de Namur University,922,718,California,Suburb,private,95.51,82.96,99.71,2,1,4,1,1,2,3,2,6,2.9696867491014713,0.1269910870233581
Nova Southeastern University,4501,3154,Florida,Suburb,NA,100.0,100.0,100.0,17,9,32,7,4,14,24,13,46,20.99516876211361,2.6641176741038026
Nyack College,1397,1131,New York,Suburb,NA,86.4,69.54,96.93,1,1,2,1,0,1,2,1,3,1.1115092647659297,0.8816160007224415
Oakland City University,1112,572,IndiaNA,Town,NA,54.64,39.33,73.25,1,0,1,0,0,0,1,0,1,0.7116631545278527,0.07866835931131885
Oakland University,15902,12549,Michigan,Suburb,NA,100.0,99.99,100.0,12,7,24,5,3,10,17,10,34,16.922404539240215,0.35415286449431915
Oakwood University,1648,1521,Alabama,Midsize City,private,97.16,85.2,99.91,3,1,5,1,1,2,4,2,7,0.3876775010988461,3.1658211603492146
Oberlin College,2828,2790,Ohio,Town,NA,99.06,92.53,99.99,3,2,6,1,1,3,4,3,9,0.14047819142384654,4.515483975987033
Occidental College,1976,1952,California,Large City,private,99.31,94.0,99.99,4,2,7,1,1,3,5,3,10,3.5019544606215125,1.4716108293808876
Oglethorpe University,1253,1166,Georgia,Suburb,NA,80.79,50.47,98.29,1,1,3,0,0,1,1,1,4,0.7183581297739273,0.9290393069368273
Ohio Christian University,3988,2429,Ohio,Town,NA,98.35,89.18,99.96,3,2,6,1,1,2,4,3,8,2.125765573163796,1.9709989275281974
Ohio Dominican University,1176,957,Ohio,Large City,NA,63.01,42.16,84.81,1,0,1,0,0,1,1,0,2,0.7333787934627284,0.26036169139142157
Ohio Northern University,2315,2092,Ohio,Town,private,87.04,67.62,97.88,1,1,3,1,0,1,2,1,4,1.267058197156263,0.7742855427698727
Ohio State University - Lima Campus,1007,844,Ohio,Rural,public,50.09,31.81,72.35,1,0,1,0,0,0,1,0,1,0.6906844411672456,0.004050998069539314
Ohio State University - Main Campus,45943,42003,Ohio,Large City,NA,100.0,100.0,100.0,28,16,53,11,6,22,39,22,75,26.681215710335092,12.962226191965096
Ohio State University - Newark Campus,2605,2218,Ohio,Suburb,NA,83.59,63.02,96.49,1,1,2,0,0,1,1,1,3,1.7807676618728785,0.025971265156621737
Ohio University - Main Campus,23167,17695,Ohio,Town,public,100.0,99.99,100.0,12,7,23,5,3,9,17,10,32,14.45272687060633,2.766521487327091
Ohio Valley University,528,435,West Virginia,Small City,NA,41.22,24.64,65.58,0,0,1,0,0,0,0,0,1,0.01608091457196614,0.5142343159619294
Ohio Wesleyan University,1557,1545,Ohio,Suburb,private,84.22,63.48,97.15,1,1,2,1,0,1,2,1,3,0.5267932178394246,1.317115831236689
Oklahoma Baptist University,1962,1835,Oklahoma,Town,NA,98.4,85.3,99.99,3,1,6,1,1,3,4,2,9,1.0476396765531966,3.0790505581018968
Oklahoma Christian University,1976,1846,Oklahoma,Large City,NA,99.12,89.49,100.0,3,2,7,1,1,3,4,3,10,0.6690665678876517,4.049518757552237
Oklahoma City University,1715,1579,Oklahoma,Large City,NA,96.97,80.73,99.95,2,1,5,1,0,2,3,1,7,0.718187910846492,2.7714443373627033
Oklahoma Panhandle State University,1136,852,Oklahoma,Rural,public,92.84,71.74,99.66,2,1,4,1,0,2,3,1,6,0.4412451669233754,2.1887209164649843
Oklahoma State University - Main Campus,20992,18221,Oklahoma,Town,NA,100.0,100.0,100.0,30,14,66,13,6,29,43,20,95,12.452260440066004,31.24389950890926
Oklahoma Wesleyan University,1005,609,Oklahoma,Town,NA,85.82,60.79,98.47,1,1,3,1,0,1,2,1,4,0.4471736048666837,1.5012488754681874
Old Dominion University,19543,15036,Virginia,Midsize City,public,100.0,100.0,100.0,25,12,45,11,5,20,36,17,65,33.68984103335173,1.9987703357338773
Olivet College,1178,1032,Michigan,Rural,private,72.4,51.19,92.46,1,1,2,0,0,1,1,1,3,1.2460192316678431,0.04042451436268102
Olivet Nazarene University,3377,3113,Illinois,Suburb,NA,92.31,78.37,99.16,2,1,3,1,0,1,3,1,4,1.0832931022190138,1.4797612110285667
Oral Roberts University,3384,2866,Oklahoma,Large City,private,99.92,96.74,100.0,5,2,11,2,1,5,7,3,16,0.8985818082643019,6.206354346526422
Oregon Institute of Technology,5380,2284,Oregon,Town,NA,98.77,93.09,99.97,3,2,5,1,1,3,4,3,8,3.180811955603615,1.2113622421535675
Oregon State University,25835,18829,Oregon,Small City,NA,100.0,100.0,100.0,19,12,34,8,5,15,27,17,49,13.001337127442254,14.723585169186792
Ottawa University - Online,156,85,Kansas,Town,NA,31.7,16.88,55.58,0,0,1,0,0,0,0,0,1,0.009089682721709704,0.3708872086070403
Ottawa University - Ottawa,669,646,Kansas,Town,NA,40.36,22.12,66.17,0,0,1,0,0,0,0,0,1,0.07970952540576202,0.43597834297611315
Otterbein University,2483,2294,Ohio,Suburb,private,87.12,67.5,97.9,1,1,3,1,0,1,2,1,4,1.5445714870769012,0.5031579847870203
Ouachita Baptist University,1542,1500,Arkansas,Town,private,98.7,86.57,99.99,3,1,7,1,1,3,4,2,10,0.4422191406997497,3.8845998851879857
University of Holy Cross,912,457,LouisiaNA,Large City,private,87.02,61.43,98.82,1,1,3,1,0,1,2,1,4,2.0202808495349758,0.019368174585510517
Our Lady of the Lake University,1344,1221,Texas,Large City,NA,99.99,98.57,100.0,6,3,13,3,1,6,9,4,19,8.894314662884511,0.06378707786519708
Pace University - New York,8670,7878,New York,Large City,NA,100.0,99.96,100.0,9,6,16,4,2,7,13,8,23,6.569572438931446,6.404244482414476
Pacific Lutheran University,2764,2655,Washington,Suburb,NA,97.25,88.63,99.93,2,2,5,1,1,2,3,3,7,2.599931694708004,0.9897044653248328
Pacific Union College,1227,1077,California,Rural,NA,98.46,90.56,99.96,3,2,5,1,1,2,4,3,7,3.83966914655147,0.3243066346798232
Pacific University,1876,1818,Oregon,Suburb,NA,86.56,68.77,98.15,1,1,3,1,0,1,2,1,4,0.5104925099438775,1.4941998391146458
Paine College,425,328,Georgia,Midsize City,NA,40.91,20.22,72.05,0,0,1,0,0,0,0,0,1,0.24982899402137695,0.27564593651394453
Palm Beach Atlantic University,3005,2350,Florida,Midsize City,NA,100.0,99.92,100.0,9,5,17,4,2,8,13,7,25,10.945143844524384,1.6784906412770277
Park University,9864,4134,Missouri,Suburb,NA,99.83,94.87,100.0,5,2,10,2,1,4,7,3,14,4.635966550761167,1.7358671607135294
Paul Quinn College,518,492,Texas,Large City,private,94.89,75.81,99.84,2,1,4,1,0,2,3,1,6,2.6968978610277694,0.26778159816625846
Paul Smiths College of Arts and Science,768,760,New York,Rural,private,57.83,40.59,76.91,1,0,1,0,0,0,1,0,1,0.588301588754564,0.2745684665176199
William Peace University,932,814,North CaroliNA,Large City,NA,43.47,24.71,68.64,0,0,1,0,0,0,0,0,1,0.44133783691534917,0.12874427677521538
Peirce College,1388,307,Pennsylvania,Large City,NA,77.58,59.14,93.09,1,1,2,0,0,1,1,1,3,1.3033134095055767,0.1908506477205204
Pennsylvania State University - Brandywine,1439,1245,Pennsylvania,Suburb,NA,78.96,61.05,93.69,1,1,2,0,0,1,1,1,3,1.3684790799808557,0.18918083338097946
Pennsylvania State University - University Park,40833,39785,Pennsylvania,Small City,NA,100.0,100.0,100.0,38,22,68,16,9,29,54,31,97,26.759671652512548,27.15932252238602
Pennsylvania State University - Abington,3891,3312,Pennsylvania,Suburb,NA,98.69,92.61,99.95,3,2,5,1,1,2,4,3,7,3.6431682650085575,0.6865164751954772
Pennsylvania State University - AltooNA,3478,3374,Pennsylvania,Small City,NA,98.44,91.59,99.94,3,2,5,1,1,2,4,3,7,2.8805262777275598,1.2783602064133475
Pennsylvania State University - Beaver,652,563,Pennsylvania,Suburb,NA,52.3,35.76,73.41,1,0,1,0,0,0,1,0,1,0.5824181798728046,0.15731126936552514
Pennsylvania State University - Berks,2718,2411,Pennsylvania,Suburb,public,95.07,83.62,99.52,2,1,4,1,1,2,3,2,6,2.4946233228817682,0.5139845899529647
Pennsylvania State University - Erie - Behrend College,4341,4138,Pennsylvania,Suburb,NA,99.18,94.43,99.98,3,2,6,1,1,3,4,3,9,3.907903801314378,0.8958842593102854
Pennsylvania State University - Greater Allegheny,497,453,Pennsylvania,Suburb,public,42.82,28.4,63.06,0,0,1,0,0,0,0,0,1,0.4531050525234232,0.10550090854680368
Pennsylvania State University - Harrisburg,4288,3960,Pennsylvania,Suburb,public,99.49,95.43,99.99,4,2,7,2,1,3,6,3,10,3.1248975420098555,2.1493697288407385
Pennsylvania State University - Lehigh Valley,899,739,Pennsylvania,Suburb,public,63.08,45.25,82.98,1,0,1,0,0,1,1,0,2,0.8797365514162643,0.11605289857186202
Pennsylvania State University - New Kensington,597,484,Pennsylvania,Rural,NA,46.49,31.37,67.08,0,0,1,0,0,0,0,0,1,0.592600315884567,0.03234453072184949
Pennsylvania State University - Schuylkill,733,595,Pennsylvania,Town,NA,57.97,40.59,78.32,1,0,1,0,0,0,1,0,1,0.56205390784928,0.3041486535504034
Pennsylvania State University - SheNAngo,490,241,Pennsylvania,Suburb,NA,38.08,25.16,57.1,0,0,1,0,0,0,0,0,1,0.4378318485057797,0.04131711512466075
Pennsylvania State University - Wilkes - Barre,456,387,Pennsylvania,Rural,NA,38.93,25.74,58.24,0,0,1,0,0,0,0,0,1,0.43986827570813214,0.052906536372722066
Pennsylvania State University - Worthington Scranton,1030,904,Pennsylvania,Suburb,public,65.16,47.35,84.33,1,0,1,0,0,1,1,0,2,1.0334868051938753,0.020441116073238102
Pennsylvania State University - York,966,793,Pennsylvania,Suburb,NA,64.22,46.08,83.86,1,0,1,0,0,1,1,0,2,0.8705726290056782,0.1564627100009932
Pepperdine University,3603,3300,California,Suburb,NA,100.0,99.75,100.0,8,4,15,3,2,6,11,6,21,7.282890618315599,3.6400102824728062
Peru State College,2046,1105,Nebraska,Rural,public,48.92,31.45,72.83,0,0,1,0,0,0,0,0,1,0.14306907336497893,0.5280348819333988
Pfeiffer University,812,733,North CaroliNA,Rural,NA,59.56,36.43,84.27,1,0,1,0,0,1,1,0,2,0.30361176019814623,0.6003174363876387
Cairn University,770,727,Pennsylvania,Suburb,private,62.54,43.49,82.87,1,0,1,0,0,1,1,0,2,0.44801398451754204,0.5330345865596859
Thomas Jefferson University,2690,2279,Pennsylvania,Large City,private,98.03,89.52,99.92,3,2,5,1,1,2,4,3,7,1.2554573702502938,2.6673765640439617
Philander Smith College,893,845,Arkansas,Midsize City,private,63.58,38.34,88.33,1,0,2,0,0,1,1,0,3,0.17709975179102685,0.8309783269983452
Piedmont College,1281,1160,Georgia,Town,NA,68.32,33.07,96.17,1,0,2,0,0,1,1,0,3,0.9777652321922901,0.17088626555536887
University of Pikeville,1562,1049,Kentucky,Town,NA,82.26,55.06,97.91,1,1,3,1,0,1,2,1,4,1.1928487408754411,0.5347671916232701
Pine Manor College,419,417,Massachusetts,Suburb,NA,52.39,34.88,73.89,1,0,1,0,0,0,1,0,1,0.6434773938195266,0.09793984143004401
Pittsburg State University,5709,5109,Kansas,Town,NA,83.9,57.59,97.69,1,1,3,0,0,1,1,1,4,0.7310202527344227,1.094391783101604
Pitzer College,1070,1046,California,Suburb,NA,90.38,73.83,98.71,2,1,3,1,0,1,3,1,4,1.5674366401314317,0.7697183489340962
Platt College - Aurora,236,236,Colorado,Large City,private,9.46,4.11,22.47,0,0,0,0,0,0,0,0,0,0.09937183680760969,0.0
Plymouth State University,4148,3971,New Hampshire,Town,NA,97.55,79.52,99.91,3,1,5,1,0,2,4,1,7,0.9705275046128804,2.733846464305274
Point Loma Nazarene University,3097,2571,California,Large City,private,100.0,99.69,100.0,7,4,13,3,2,6,10,6,19,9.232091686020025,0.8925396083438559
Point Park University,3282,2758,Pennsylvania,Large City,private,98.56,91.17,99.96,3,2,6,1,1,2,4,3,8,2.1728678249100786,2.0656082336123793
PomoNA College,1600,1578,California,Suburb,private,97.27,86.29,99.9,3,1,5,1,1,2,4,2,7,1.9051513260613888,1.6901765716141908
Portland State University,21163,13990,Oregon,Large City,NA,100.0,100.0,100.0,13,8,24,6,3,11,19,11,35,11.067954340106168,8.041861347667147
Post University,7845,2617,Connecticut,Suburb,private,100.0,99.74,100.0,8,4,15,3,2,7,11,6,22,1.042309728140957,10.072632718614296
University of the Potomac - VA Campus,37,37,Virginia,Suburb,NA,6.66,3.08,11.82,0,0,0,0,0,0,0,0,0,0.0688155083490126,0.0
Prairie View A & M University,7977,7341,Texas,Town,NA,100.0,100.0,100.0,35,17,76,16,7,35,51,24,111,49.74278277006775,1.3278067225948995
Pratt Institute - Main,3642,3537,New York,Large City,NA,99.9,97.89,100.0,5,3,9,2,1,4,7,4,13,1.2060796662985005,5.678948480881095
Presbyterian College,1014,975,South CaroliNA,Town,NA,93.55,71.58,99.65,2,1,4,1,0,2,3,1,6,2.1864420817605748,0.5498900839869879
Prescott College,386,291,ArizoNA,Small City,NA,48.7,30.47,73.55,0,0,1,0,0,0,0,0,1,0.12255755404415583,0.5439473852297371
Presentation College,762,475,South Dakota,Town,private,36.98,22.64,56.37,0,0,1,0,0,0,0,0,1,0.31512815729757127,0.14635788274434597
Princeton University,5397,5260,New Jersey,Suburb,private,100.0,99.81,100.0,8,4,15,3,2,7,11,6,22,2.0469877731092976,9.371998066552074
Principia College,456,441,Illinois,Rural,private,58.71,38.25,82.39,1,0,1,0,0,1,1,0,2,0.01923954202263665,0.8634415352429127
Providence Christian College,165,161,California,Midsize City,private,36.32,22.72,57.03,0,0,1,0,0,0,0,0,1,0.38176442757299506,0.06881090233990782
Providence College,4076,3826,Rhode Island,Midsize City,private,99.65,96.19,100.0,4,2,7,2,1,3,6,3,10,0.20068173510909007,5.440875988418276
Purdue University - Main Campus,32130,30277,IndiaNA,Small City,NA,100.0,100.0,100.0,22,13,39,9,5,16,31,18,55,15.488770593114507,15.168385854449385
Queens University of Charlotte,1717,1449,North CaroliNA,Large City,private,84.45,61.32,97.64,1,1,3,1,0,1,2,1,4,0.5365685070618167,1.322229425316317
Quincy University,992,874,Illinois,Town,NA,74.44,54.27,93.05,1,1,2,0,0,1,1,1,3,0.33562312195043936,1.0255873695851743
Quinnipiac University,7311,6959,Connecticut,Suburb,private,100.0,99.7,100.0,7,4,13,3,2,5,10,6,18,0.5304957114487504,9.47084429741116
Radford University,8419,8049,Virginia,Small City,NA,100.0,99.91,100.0,11,5,19,5,2,9,16,7,28,14.618645827655108,0.6920969309109131
Ramapo College of New Jersey,5616,4910,New Jersey,Suburb,NA,100.0,99.94,100.0,10,5,18,4,2,7,14,7,25,13.288443138466636,0.13878627072649943
Randolph College,666,645,Virginia,Small City,NA,66.82,41.17,87.16,1,0,1,0,0,1,1,0,2,0.7513909560270564,0.3507586849280928
Randolph - Macon College,1452,1428,Virginia,Suburb,private,91.14,68.51,98.82,2,1,3,1,0,1,3,1,4,1.9510126556247083,0.4702997078167934
Reed College,1446,1408,Oregon,Large City,NA,96.16,83.51,99.83,2,1,4,1,1,2,3,2,6,0.0662117392923317,3.187412250606238
Regent University,4280,2263,Virginia,Large City,NA,99.96,97.94,100.0,6,3,11,2,1,5,8,4,16,3.5374891048600525,4.3760427360692775
Regis University,4084,2378,Colorado,Large City,NA,97.8,84.8,99.98,3,1,6,1,1,3,4,2,9,1.0930902048837066,2.719397686548991
Reinhardt University,1408,1260,Georgia,Rural,NA,71.45,35.49,97.18,1,0,3,0,0,1,1,0,4,1.0871153030578768,0.1653749389841047
Rensselaer Polytechnic Institute,6366,6340,New York,Small City,NA,99.99,99.54,100.0,7,4,12,3,2,5,10,6,17,2.5963873875305805,6.824780680933316
Rhode Island College,7079,5461,Rhode Island,Suburb,public,99.06,94.18,99.96,3,2,6,1,1,2,4,3,8,2.7244934609334086,1.9361479864396633
Rhodes College,1984,1979,Tennessee,Large City,NA,98.69,87.14,99.99,3,1,6,1,1,3,4,2,9,0.5200924582815778,3.8052833696621615
Rice University,4004,3916,Texas,Large City,NA,100.0,99.99,100.0,13,6,27,6,3,12,19,9,39,14.38345525881477,3.868255912836428
Rider University,4092,3711,New Jersey,Suburb,private,99.98,99.15,100.0,6,3,11,2,1,5,8,4,16,7.273597549235525,1.347666010312105
Ripon College,759,739,Wisconsin,Town,NA,29.85,18.8,48.16,0,0,0,0,0,0,0,0,0,0.10100632079547245,0.25310269975591376
Rivier University,1427,908,New Hampshire,Small City,private,78.8,50.91,94.64,1,1,2,0,0,1,1,1,3,0.3232082294431732,1.2267963715265473
Roanoke College,2036,1973,Virginia,Suburb,NA,96.09,80.22,99.73,2,1,4,1,0,2,3,1,6,1.9063755691280515,1.3324490473935902
Robert Morris University,4245,3840,Pennsylvania,Suburb,NA,98.81,93.07,99.96,3,2,5,1,1,2,4,3,7,3.6910243042638404,0.7366056016705715
Roberts Wesleyan College,1322,1248,New York,Suburb,NA,80.44,63.99,93.27,1,1,2,0,0,1,1,1,3,1.3546902972782546,0.2757085530981734
Rochester College,1152,762,Michigan,Suburb,NA,71.45,50.33,91.87,1,0,2,0,0,1,1,0,3,1.1685465333258012,0.08413293604265215
Rochester Institute of Technology,13510,12447,New York,Suburb,private,100.0,100.0,100.0,13,8,23,5,3,10,18,11,33,8.605906539463945,9.916900567257006
Rockford University,1059,918,Illinois,Midsize City,NA,54.62,36.35,78.89,1,0,1,0,0,0,1,0,1,0.4366307175692818,0.35256395700404813
Rockhurst University,2208,1445,Missouri,Large City,NA,72.34,44.94,94.28,1,0,2,0,0,1,1,0,3,0.853888834752272,0.4303416512731517
Rocky Mountain College,898,868,MontaNA,Midsize City,private,72.34,29.09,99.98,1,0,5,0,0,4,1,0,9,0.6248792496997413,0.6586626389212146
Roger Williams University,4704,4042,Rhode Island,Suburb,private,99.75,96.85,100.0,4,2,8,2,1,3,6,3,11,0.18825858007852736,5.79241686214044
Rollins College,2614,2453,Florida,Suburb,private,100.0,99.61,100.0,7,4,14,3,2,6,10,6,20,8.315346169528677,1.6051526403437448
Roosevelt University,2576,2117,Illinois,Large City,NA,88.9,72.42,98.44,2,1,3,1,0,1,3,1,4,0.9389965370492388,1.2567545453051037
Rosemont College,634,520,Pennsylvania,Suburb,NA,55.32,37.88,76.43,1,0,1,0,0,0,1,0,1,0.4989246645763536,0.3061559229507012
Rowan University,15399,13634,New Jersey,Suburb,NA,100.0,100.0,100.0,26,15,49,10,5,20,36,20,69,36.18608717392265,0.5156872173978759
Rust College,862,792,Mississippi,Town,NA,84.5,59.45,97.71,1,1,3,1,0,1,2,1,4,1.2114288689603692,0.6496690488557377
Rutgers University - Camden,5489,4493,New Jersey,Small City,NA,100.0,99.92,100.0,9,5,18,4,2,7,13,7,25,12.682107897616726,0.4553520751617464
Rutgers University - New Brunswick,35638,33677,New Jersey,Small City,NA,100.0,100.0,100.0,61,34,113,24,13,46,85,47,159,79.98289429099337,4.710197343736221
Rutgers University - Newark,8549,7162,New Jersey,Large City,NA,100.0,100.0,100.0,15,8,27,6,3,11,21,11,38,19.83443839868227,0.6894681522525788
Sacred Heart University,5605,4982,Connecticut,Suburb,NA,99.92,98.53,100.0,5,3,9,2,1,4,7,4,13,0.5021510711284771,6.595617603630614
SagiNAw Valley State University,7850,6559,Michigan,Suburb,public,99.98,99.08,100.0,6,3,12,2,1,5,8,4,17,8.345531226956643,0.07182586971767344
Saint Ambrose University,2369,2215,Iowa,Midsize City,private,77.6,55.95,95.47,1,1,2,0,0,1,1,1,3,0.5605848543465326,0.9349453857191646
Saint Anselm College,1965,1926,New Hampshire,Suburb,NA,92.52,74.96,99.14,2,1,3,1,0,1,3,1,4,0.2004252149061018,2.39050240934406
Saint Augustine's University,972,961,North CaroliNA,Large City,private,65.83,42.73,87.3,1,0,1,0,0,1,1,0,2,0.2580443965259118,0.8148074001282355
St. BoNAventure University,1621,1586,New York,Town,NA,87.97,72.97,97.16,2,1,2,1,0,1,3,1,3,1.5597975317709731,0.5560361507691843
Saint Cloud State University,13133,8373,Minnesota,Small City,NA,96.53,85.83,99.79,2,1,4,1,1,2,3,2,6,2.241615804987934,1.1178326384927302
Saint Edward's University,3941,3528,Texas,Large City,NA,100.0,100.0,100.0,17,8,37,8,4,17,25,12,54,24.680701637284436,0.5030555184672587
Saint Francis University,2119,1526,Pennsylvania,Town,private,90.24,75.18,98.42,2,1,3,1,0,1,3,1,4,1.879622307771324,0.44562725682575777
St. John Fisher College,2746,2624,New York,Suburb,NA,96.69,88.55,99.6,2,2,4,1,1,2,3,3,6,3.2952258092452924,0.10971642471801649
Saint Johns University,1724,1703,Minnesota,Rural,NA,48.8,31.07,73.25,0,0,1,0,0,0,0,0,1,0.2861306334497259,0.3825833915699983
University of Saint Joseph,808,654,Connecticut,Small City,NA,33.88,24.03,49.03,0,0,0,0,0,0,0,0,0,0.22482453344944006,0.18859776077310722
St. Joseph's College - New York,928,798,New York,Large City,NA,69.64,53.0,85.77,1,1,1,0,0,1,1,1,2,1.1164220128974918,0.07458975767767573
Saint Joseph's College of Maine,1537,960,Maine,Rural,private,70.08,44.99,89.78,1,0,2,0,0,1,1,0,3,0.27966892887645883,0.9258605262732403
Saint Joseph's University,5143,4481,Pennsylvania,Large City,NA,99.95,98.76,100.0,5,3,10,2,1,4,7,4,14,1.949879046252484,5.744560482488562
Saint Leo University,9672,6732,Florida,Suburb,private,100.0,100.0,100.0,32,18,63,14,8,28,46,26,91,42.490369476515134,3.9354332611089453
Saint Louis University,9900,6625,Missouri,Large City,NA,99.98,98.76,100.0,6,3,12,2,1,5,8,4,17,1.9449056770191935,6.340349875419851
Saint Martin's University,1318,1121,Washington,Suburb,NA,81.02,65.69,93.75,1,1,2,1,0,1,2,1,3,1.4449871629884685,0.2154744912571098
Saint Mary - of - the - Woods College,662,491,IndiaNA,Rural,private,43.19,28.57,63.84,0,0,1,0,0,0,0,0,1,0.3419047053553578,0.22305571803666294
Saint Mary's College,1533,1486,IndiaNA,Suburb,NA,83.3,63.57,96.67,1,1,2,1,0,1,2,1,3,0.30290946401136587,1.4842403754893951
Saint Mary's College of California,2776,2614,California,Suburb,NA,99.99,99.56,100.0,7,4,13,3,2,5,10,6,18,9.01918460141201,0.5184319232480168
Saint Mary's University of Minnesota,1501,1129,Minnesota,Town,NA,41.45,27.19,62.56,0,0,1,0,0,0,0,0,1,0.19341031269190032,0.3413922081506426
Saint Michael's College,1790,1766,Vermont,Suburb,private,83.67,63.47,96.18,1,1,2,1,0,1,2,1,3,0.0009018625918790271,1.8098378275192297
Saint Norbert College,2068,2021,Wisconsin,Suburb,private,59.81,42.59,81.1,1,0,1,0,0,0,1,0,1,0.2567243986884925,0.6536588266067518
Saint Peter's University,2633,2387,New Jersey,Large City,NA,99.64,95.61,100.0,4,2,7,2,1,3,6,3,10,4.7391162424829,0.8799416302910512
St. Thomas AquiNAs College,1777,1091,New York,Suburb,NA,93.19,80.2,99.01,2,1,3,1,0,1,3,1,4,1.6187505093497188,1.065371702550484
St. Thomas University,2907,935,Florida,Suburb,NA,100.0,99.99,100.0,12,7,23,5,3,10,17,10,33,16.334377108071923,0.47218953240548384
Saint Vincent College,1667,1617,Pennsylvania,Suburb,NA,87.14,70.12,97.57,1,1,3,1,0,1,2,1,4,1.3684790799808557,0.6803125717385448
Saint Xavier University,2942,2638,Illinois,Large City,NA,80.27,65.1,94.14,1,1,2,0,0,1,1,1,3,1.4664806475031937,0.15605656242500376
Salem College,817,673,North CaroliNA,Midsize City,private,63.3,38.6,87.71,1,0,1,0,0,1,1,0,2,0.2754521534344059,0.72528513517035
Salem InterNAtioNAl University,892,892,West Virginia,Rural,private,79.21,56.13,95.62,1,1,2,0,0,1,1,1,3,0.010816758680694713,1.5566502316371853
Salem State University,7110,5792,Massachusetts,Suburb,NA,100.0,99.96,100.0,10,6,17,4,2,7,14,8,24,13.382750705817148,0.32105082702519805
Salisbury University,7783,7191,Maryland,Suburb,public,99.98,99.44,100.0,6,4,11,3,1,4,9,5,15,6.706041073789844,2.0641370011103906
Salve RegiNA University,2180,2087,Rhode Island,Suburb,NA,91.89,76.73,98.86,2,1,3,1,0,1,3,1,4,0.14716660574666607,2.3629498973329435
