school,real_size,size,state,setting,status,meanprob,lowprob,highprob,meaNActive,lowactive,highactive,meanincub,lowincub,highincub,meantot,lowtot,hightot,instate,outstate
Elmira College,936,833,New York,Small City,NA,67.93,49.13,86.07,1,0,1,0,0,1,1,0,2,0.5674224091954249,0.5687623729581603
Elon University,6049,5885,North CaroliNA,Suburb,NA,99.98,98.95,100.0,6,3,11,2,1,5,8,4,16,0.784373046582732,7.666246990228763
Embry Riddle AeroNAutical University - DaytoNA Beach,5733,5378,Florida,Small City,NA,100.0,99.99,100.0,12,6,23,5,3,10,17,9,33,10.1549698952299,6.438891873940068
Embry Riddle AeroNAutical University - Prescott,2607,2471,ArizoNA,Rural,NA,99.83,96.94,100.0,4,2,9,2,1,4,6,3,13,1.3160346874741495,5.023630957616904
Emerson College,3814,3748,Massachusetts,Large City,NA,99.94,98.32,100.0,5,3,10,2,1,4,7,4,14,1.3816999253793516,5.9568149567019555
Emmanuel College Georgia,954,822,Georgia,Town,NA,73.41,43.3,95.85,1,0,2,0,0,1,1,0,3,0.54914488142718,0.773596858855081
Emmanuel College Massachusetts,1947,1804,Massachusetts,Large City,NA,95.6,83.11,99.66,2,1,4,1,1,2,3,2,6,2.4831121516103205,0.6373242634617384
Emory and Henry College,999,966,Virginia,Rural,NA,79.41,51.53,95.4,1,1,2,0,0,1,1,1,3,1.0452517754633803,0.5333395973188514
Emory University,6938,6794,Georgia,Large City,NA,100.0,99.95,100.0,10,5,21,4,2,9,14,7,30,1.4718359903368023,13.311985010534917
Emporia State University,3605,3340,Kansas,Town,NA,78.05,51.88,95.33,1,1,2,0,0,1,1,1,3,0.5742232257849303,0.9394248901515247
Endicott College,3348,2946,Massachusetts,Suburb,NA,98.72,91.44,99.96,3,2,6,1,1,2,4,3,8,3.1088248321035414,1.2437039587772192
Erskine College,573,568,South CaroliNA,Rural,NA,80.57,52.76,96.42,1,1,2,0,0,1,1,1,3,1.4177962686748777,0.2177438482896047
Eureka College,615,593,Illinois,Town,private,28.16,19.54,43.51,0,0,0,0,0,0,0,0,0,0.3206590337106109,0.00993985654504587
Evangel University,1632,1461,Missouri,Midsize City,NA,89.56,67.48,99.19,2,1,3,1,0,1,3,1,4,0.31864076009781045,1.9362650730877213
Everglades University,2101,2099,Florida,Small City,NA,100.0,99.75,100.0,7,4,14,3,2,7,10,6,21,9.66728441089971,0.9619644028830575
Fairfield University,4118,3879,Connecticut,Suburb,private,99.61,96.14,100.0,4,2,7,2,1,3,6,3,10,0.3691245205344675,5.183265496478762
Fairleigh Dickinson University - Florham Campus,2747,2640,New Jersey,Suburb,NA,99.8,96.69,100.0,4,2,8,2,1,3,6,3,11,5.420637053198199,0.766035387002483
Fairleigh Dickinson University - Metropolitan Campus,5471,2374,New Jersey,Suburb,NA,100.0,99.9,100.0,9,5,17,4,2,7,13,7,24,11.399102527978314,1.1857219250099562
Fairmont State University,3661,3108,West Virginia,Town,public,52.47,31.17,75.61,1,0,1,0,0,0,1,0,1,0.24424241101008662,0.49866054123489467
Farmingdale State College,9552,7407,New York,Suburb,NA,100.0,99.94,100.0,8,5,13,3,2,6,11,7,19,11.67760230872316,0.046056094205865525
Faulkner University,2673,1744,Alabama,Midsize City,NA,99.29,90.32,100.0,4,2,7,1,1,3,5,3,10,3.125277085781467,1.8150446326423828
Fayetteville State University,5394,3905,North CaroliNA,Midsize City,NA,95.58,78.69,99.84,2,1,5,1,0,2,3,1,7,2.608091579172609,0.5089149732827666
Felician University,1626,1430,New Jersey,Suburb,NA,97.93,88.05,99.93,3,2,5,1,1,2,4,3,7,3.6986449691844534,0.17480351859753934
Ferris State University,12513,8469,Michigan,Town,public,100.0,99.94,100.0,9,5,19,4,2,8,13,7,27,12.708750557192483,0.6184436384688863
Ferrum College,1137,1118,Virginia,Rural,NA,85.86,59.79,97.27,1,1,2,1,0,1,2,1,3,1.690629651060877,0.26373693224164657
Finlandia University,399,336,Michigan,Town,NA,40.52,24.53,65.63,0,0,1,0,0,0,0,0,1,0.3410950746448241,0.1778691541461067
Fisk University,663,639,Tennessee,Large City,NA,65.92,40.27,90.21,1,0,2,0,0,1,1,0,3,0.2355135660142994,0.838918969579457
Fitchburg State University,4119,3386,Massachusetts,Suburb,public,99.95,98.77,100.0,5,3,10,2,1,4,7,4,14,7.480918167411061,0.16997588394319543
Five Towns College,626,591,New York,Suburb,NA,55.36,39.58,73.61,1,0,1,0,0,0,1,0,1,0.6755028680897915,0.13046736571961295
Flagler College - St Augustine,2681,2591,Florida,Suburb,NA,100.0,99.81,100.0,8,4,15,3,2,7,11,6,22,9.51295356142813,1.6424559327506827
Florida Agricultural and Mechanical University,8027,6875,Florida,Midsize City,NA,100.0,100.0,100.0,30,17,58,13,7,26,43,24,84,40.11367439465282,2.265061728365889
Florida Atlantic University,25033,16325,Florida,Small City,public,100.0,100.0,100.0,101,57,196,44,25,89,145,82,285,141.8177041964234,2.868315007830413
Florida Gulf Coast University,13857,10973,Florida,Suburb,NA,100.0,100.0,100.0,56,32,109,24,14,49,80,46,158,78.45563063737191,1.5079153068695916
Florida Institute of Technology,3634,3269,Florida,Small City,private,100.0,99.94,100.0,9,5,18,4,2,8,13,7,26,10.395726020405563,2.9789883839416818
Florida InterNAtioNAl University,47621,26655,Florida,Suburb,public,100.0,100.0,100.0,199,113,388,87,49,176,286,162,564,282.50570657471485,3.016825169089871
Florida Memorial University,1173,1129,Florida,Suburb,private,99.83,97.22,100.0,4,2,9,2,1,4,6,3,13,6.111501639074529,0.2268490713355053
Florida Southern College,2615,2356,Florida,Midsize City,NA,100.0,99.8,100.0,8,4,15,3,2,7,11,6,22,9.86482789822333,1.1635757115240395
Florida State University,33009,29286,Florida,Midsize City,NA,100.0,100.0,100.0,133,75,260,58,32,118,191,107,378,186.9625642838497,3.9703682527653643
Fontbonne University,892,765,Missouri,Suburb,NA,48.63,26.88,77.54,0,0,1,0,0,0,0,0,1,0.4258043788784694,0.23972093688420124
Fordham University,9595,9132,New York,Large City,NA,100.0,99.99,100.0,11,7,20,5,3,9,16,10,29,5.057674201443203,10.955122243287109
Fort Hays State University,12499,5889,Kansas,Town,NA,99.36,91.9,100.0,4,2,7,1,1,3,5,3,10,1.7107831691802475,3.3371713024728478
Fort Lewis College,3303,2921,Colorado,Town,public,96.2,79.01,99.93,2,1,5,1,0,2,3,1,7,0.8989782694247741,2.367252436654943
Fort Valley State University,2345,2115,Georgia,Town,NA,88.78,54.77,99.77,2,1,4,1,0,2,3,1,6,1.7256558628569234,0.46050370492543113
Framingham State University,4128,3558,Massachusetts,Small City,public,99.96,98.98,100.0,6,3,10,2,1,4,8,4,14,7.828317005792155,0.10565311751993026
Francis Marion University,3462,3006,South CaroliNA,Suburb,public,100.0,99.29,100.0,8,4,15,3,1,7,11,5,22,10.696449298066504,0.21943260660978156
Franciscan University of Steubenville,2201,2011,Ohio,Small City,NA,96.65,83.81,99.87,2,1,5,1,1,2,3,2,7,0.2651181553832398,3.1242312540692545
Franklin and Marshall College,2281,2263,Pennsylvania,Small City,NA,96.34,85.28,99.75,2,1,4,1,1,2,3,2,6,0.6486020639492597,2.65602281033939
Franklin College,1017,962,IndiaNA,Suburb,private,54.29,38.63,73.5,1,0,1,0,0,0,1,0,1,0.6587410412752922,0.12352305263414587
Franklin Pierce University,1712,1563,New Hampshire,Rural,NA,88.08,68.33,97.93,2,1,3,1,0,1,3,1,4,0.15438158445470004,1.9710389673141275
Welch College,344,222,Tennessee,Rural,private,30.05,14.55,55.18,0,0,1,0,0,0,0,0,1,0.14915859180905627,0.20792125530008795
Freed - Hardeman University,1469,1261,Tennessee,Town,NA,87.34,59.45,98.99,1,1,3,1,0,1,2,1,4,0.8596245159521928,1.2046813869052397
Fresno Pacific University,2803,2342,California,Large City,private,100.0,99.7,100.0,7,4,13,3,2,6,10,6,19,10.069036777237745,0.11132964898134595
Friends University,1149,906,Kansas,Large City,NA,61.91,37.82,86.4,1,0,1,0,0,1,1,0,2,0.15714663013109662,0.8056862018514103
Frostburg State University,4726,3849,Maryland,Suburb,public,99.3,94.85,99.98,4,2,6,1,1,3,5,3,9,4.594879995004153,0.3702961373628436
Full Sail University,16908,16908,Florida,Suburb,NA,100.0,100.0,100.0,34,18,68,15,8,30,49,26,98,25.865850371436643,22.918691354958003
Furman University,2732,2658,South CaroliNA,Suburb,NA,99.79,95.0,100.0,4,2,9,2,1,4,6,3,13,2.470647256346883,3.705432206076587
Gallaudet University,1125,1074,District of Columbia,Large City,NA,90.44,71.44,99.03,2,1,3,1,0,1,3,1,4,0.025900200510324767,2.3171612712894896
Gannon University,3074,2530,Pennsylvania,Small City,private,96.03,85.78,99.66,2,1,4,1,1,2,3,2,6,2.2818166802359356,0.9418000966410323
Gardner - Webb University,2218,1781,North CaroliNA,Town,NA,93.05,73.56,99.58,2,1,4,1,0,2,3,1,6,0.7736211967274856,1.8892202732267211
Geneva College,1412,1247,Pennsylvania,Suburb,NA,81.02,62.71,94.96,1,1,2,0,0,1,1,1,3,1.004976824360941,0.6554675693058749
George Fox University,2700,2494,Oregon,Town,private,95.48,84.74,99.63,2,1,4,1,1,2,3,2,6,1.0401864242825312,2.054236433184872
George Mason University,25006,20221,Virginia,Suburb,NA,100.0,100.0,100.0,32,16,58,14,6,26,46,22,84,36.65262764956733,9.047381826297913
George Washington University,11996,10893,District of Columbia,Large City,NA,100.0,100.0,100.0,16,9,29,7,4,13,23,13,42,0.14784697791310386,22.089573244638665
Georgetown College,1059,976,Kentucky,Town,private,66.23,39.52,91.51,1,0,2,0,0,1,1,0,3,0.8971425404063191,0.18781018072927788
Georgetown University,7465,6987,District of Columbia,Large City,private,100.0,99.96,100.0,10,6,19,4,2,8,14,8,27,0.11978842736025204,14.04535643257105
Georgia College & State University,5987,5442,Georgia,Town,NA,99.17,78.22,100.0,4,1,10,1,0,4,5,1,14,4.766705278899883,0.020531396190470647
Georgia Gwinnett College,12290,8289,Georgia,Suburb,public,100.0,96.09,100.0,7,2,21,3,1,8,10,3,29,9.706614684645256,0.30256189299744435
Georgia Institute of Technology - Main Campus,15576,13974,Georgia,Large City,NA,100.0,99.99,100.0,16,7,37,6,3,15,22,10,52,8.60593039469165,13.303952260177486
Georgia Southern University,17763,15755,Georgia,Town,NA,100.0,99.55,100.0,11,4,32,4,1,13,15,5,45,13.634437303109141,2.014010193256334
Georgia Southwestern State University,2604,1779,Georgia,Town,public,88.22,50.32,99.81,2,1,4,1,0,2,3,1,6,2.0409352642577026,0.09679495568249621
Georgia State University,25771,19882,Georgia,Large City,NA,100.0,99.93,100.0,16,5,45,6,2,18,22,7,63,19.832271611658637,1.7860252155399803
Georgian Court University,1612,1343,New Jersey,Small City,private,97.49,86.8,99.9,3,1,5,1,1,2,4,2,7,3.482789623441885,0.19781623756956895
Gettysburg College,2411,2404,Pennsylvania,Small City,NA,95.86,84.08,99.68,2,1,4,1,1,2,3,2,6,0.676093831181018,2.5055911004318645
Glenville State College,1655,1037,West Virginia,Town,NA,31.97,17.36,50.71,0,0,0,0,0,0,0,0,0,0.10607634679534615,0.27877518808470836
Goddard College,189,173,Vermont,Rural,NA,24.63,14.59,40.2,0,0,0,0,0,0,0,0,0,0.0,0.28243809354835514
Gonzaga University,5194,5106,Washington,Midsize City,private,99.98,99.32,100.0,6,4,12,3,1,6,9,5,18,3.210066419044003,5.429020859046457
Gordon College,1593,1528,Massachusetts,Suburb,NA,90.35,72.51,98.68,2,1,3,1,0,1,3,1,4,1.0145625166356953,1.3204508714751535
Goshen College,888,816,IndiaNA,Small City,private,54.8,37.39,76.0,1,0,1,0,0,0,1,0,1,0.36488404400449587,0.42850906642822567
Goucher College,1534,1447,Maryland,Small City,NA,91.62,75.2,98.99,2,1,3,1,0,1,3,1,4,0.29742012232027787,2.1779156876631114
Grace Bible College,873,822,Michigan,Small City,NA,65.2,44.26,87.73,1,0,1,0,0,1,1,0,2,0.7564348185341051,0.2980352104447844
Grace College and Theological SemiNAry,1761,1439,IndiaNA,Town,private,78.09,59.86,93.25,1,1,2,0,0,1,1,1,3,0.6545629797027216,0.8623745346364395
Graceland University - Lamoni,1405,1061,Iowa,Rural,private,97.44,84.0,99.94,3,1,5,1,1,2,4,2,7,0.27419911353906484,3.3842684236007643
Grambling State University,4075,3734,LouisiaNA,Town,NA,100.0,99.61,100.0,8,4,17,3,2,7,11,6,24,5.021324438105947,6.4396641546172235
Grand Canyon University,49564,15998,ArizoNA,Large City,NA,100.0,100.0,100.0,91,49,177,37,20,75,128,69,252,44.59052341306536,83.74509909082832
Grand Valley State University,21935,19373,Michigan,Suburb,NA,100.0,100.0,100.0,16,9,33,7,4,14,23,13,47,22.530567091444706,0.7961584254984476
Grand View University,1787,1574,Iowa,Midsize City,NA,91.69,66.92,99.69,2,1,4,1,0,2,3,1,6,1.1074597530161119,1.3759028615715743
Granite State College,1758,807,New Hampshire,Town,NA,54.19,0.0,81.97,1,0,1,0,0,0,1,0,1,0.780484676965428,7.285240992894649e-05
Grantham University,7817,3296,Kansas,Suburb,NA,100.0,99.99,100.0,13,6,26,5,3,12,18,9,38,0.036358730886838816,18.041836026394733
Greensboro College,944,772,North CaroliNA,Large City,NA,75.16,52.06,93.64,1,1,2,0,0,1,1,1,3,0.2672602678304087,1.1227147552355246
Greenville University,988,887,Illinois,Town,NA,53.58,35.61,77.18,1,0,1,0,0,0,1,0,1,0.3313476681676312,0.43528686449763204
Grinnell College,1717,1662,Iowa,Town,private,92.14,74.68,99.38,2,1,4,1,0,2,3,1,6,0.22012095503552706,2.3186095679546046
Grove City College,2376,2315,Pennsylvania,Town,NA,93.62,79.1,99.36,2,1,4,1,0,2,3,1,6,1.040614300402109,1.7096592509786654
Guilford College,1669,1429,North CaroliNA,Large City,NA,84.9,62.81,97.45,1,1,3,1,0,1,2,1,4,0.41471420870235826,1.473382849879915
Gustavus Adolphus College,2184,2150,Minnesota,Town,private,58.24,37.45,83.61,1,0,1,0,0,1,1,0,2,0.35163744287401777,0.5206077545344163
Gwynedd Mercy University,2081,1934,Pennsylvania,Suburb,private,91.64,76.99,98.82,2,1,3,1,0,1,3,1,4,1.7401270444101802,0.7403624484283411
Hamilton College,1894,1886,New York,Suburb,private,95.6,83.42,99.67,2,1,4,1,1,2,3,2,6,0.7344558456685369,2.384061213540017
Hamline University,2166,2082,Minnesota,Large City,NA,61.6,41.54,83.85,1,0,1,0,0,1,1,0,2,0.3347261894024647,0.6211432905575219
Hampden - Sydney College,1044,1039,Virginia,Rural,NA,83.04,55.96,96.57,1,1,2,1,0,1,2,1,3,1.326093444671513,0.4460451747092186
Hampshire College,1264,1268,Massachusetts,Suburb,private,88.2,69.45,98.28,2,1,3,1,0,1,3,1,4,0.44411783315764874,1.6899079091179896
Hampton University,3796,3651,Virginia,Midsize City,NA,99.87,96.89,100.0,5,2,9,2,1,4,7,3,13,1.7482858877857252,4.8672683954261
Hannibal - LaGrange University,913,706,Missouri,Town,NA,50.71,29.82,78.0,1,0,1,0,0,0,1,0,1,0.3408715108023088,0.36602592084929786
Hanover College,1096,1081,IndiaNA,Town,NA,64.24,44.11,85.82,1,0,1,0,0,1,1,0,2,0.4630684909599041,0.5642505741355279
Hardin - Simmons University,1741,1585,Texas,Midsize City,NA,100.0,99.56,100.0,8,4,17,4,2,8,12,6,25,11.27793650975249,0.15537262442979874
Harding University,4187,3945,Arkansas,Town,NA,99.99,98.63,100.0,6,3,14,3,1,6,9,4,20,0.5784905065988333,8.47864034792148
Harris - Stowe State University,1441,1163,Missouri,Large City,NA,56.09,31.65,84.5,1,0,1,0,0,1,1,0,2,0.7267745422624478,0.0959259780984723
Harrisburg University of Science and Technology,509,463,Pennsylvania,Small City,NA,41.21,27.53,60.7,0,0,1,0,0,0,0,0,1,0.4561596933269519,0.07471243466500319
Hartwick College,1198,1180,New York,Town,private,77.53,60.34,91.72,1,1,2,0,0,1,1,1,3,1.1274756961935066,0.3644865848437207
Harvard University,9964,7147,Massachusetts,Midsize City,NA,100.0,100.0,100.0,15,8,29,6,3,12,21,11,41,2.931177698840482,18.16275720284771
Harvey Mudd College,867,844,California,Suburb,NA,87.88,69.08,98.21,1,1,3,1,0,1,2,1,4,1.3435171201126557,0.7627262114888538
Hastings College,1156,1073,Nebraska,Town,NA,35.5,20.67,59.64,0,0,1,0,0,0,0,0,1,0.07502632805089594,0.36287980338771264
Haverford College,1293,1294,Pennsylvania,Suburb,private,86.98,68.68,97.65,1,1,3,1,0,1,2,1,4,0.1792055938070168,1.8566690038419238
Hawaii Pacific University,3565,2411,Hawaii,Large City,NA,97.41,86.24,99.92,3,1,5,1,1,2,4,2,7,0.003383583024651294,3.6454196294552954
Heidelberg University,1049,1031,Ohio,Town,NA,69.76,47.84,90.22,1,0,2,0,0,1,1,0,3,0.5653558586224413,0.6288513656764757
Henderson State University,2838,2565,Arkansas,Town,public,96.61,77.24,99.94,2,1,5,1,0,2,3,1,7,1.3027966770974642,2.0754326001617103
Hendrix College,1240,1228,Arkansas,Small City,NA,92.05,69.53,99.57,2,1,4,1,0,2,3,1,6,0.3165525503570151,2.2093410537268645
Heritage University,812,734,Washington,Rural,private,65.41,50.27,81.44,1,0,1,0,0,1,1,0,2,1.0608766513079895,0.0
Herzing University - Atlanta,593,365,Georgia,Large City,NA,37.72,13.95,75.62,0,0,1,0,0,0,0,0,1,0.47331818995104324,0.0
High Point University,4467,4418,North CaroliNA,Midsize City,NA,99.61,95.26,100.0,4,2,7,2,1,3,6,3,10,0.5416884355643149,5.00739816791048
Hilbert College,744,680,New York,Suburb,private,59.65,43.89,77.02,1,0,1,0,0,0,1,0,1,0.8842946636811817,0.022811513668998324
Hiram College,1209,853,Ohio,Town,NA,68.57,47.17,88.96,1,0,2,0,0,1,1,0,3,0.7099657615587539,0.44618857478899976
Hobart and William Smith Colleges,2239,2220,New York,Town,private,95.23,83.49,99.52,2,1,4,1,1,2,3,2,6,1.147126688719755,1.8935643353194314
Hodges University,1076,573,Florida,Suburb,NA,99.82,97.16,100.0,4,2,9,2,1,4,6,3,13,6.204100148757477,0.09899820081768144
Hofstra University,6863,6494,New York,Suburb,NA,100.0,99.76,100.0,7,4,13,3,2,5,10,6,18,4.550432956859414,5.6088686639584
Hollins University,647,632,Virginia,Suburb,NA,73.59,47.29,93.21,1,0,2,0,0,1,1,0,3,0.5933012746847302,0.7356963896347712
Holy Cross College,555,526,IndiaNA,Suburb,NA,41.95,27.63,62.64,0,0,1,0,0,0,0,0,1,0.2095994222239566,0.33363213297319805
Holy Family University,2095,1630,Pennsylvania,Large City,private,91.85,77.3,98.87,2,1,3,1,0,1,3,1,4,1.725872053993713,0.7792725605499747
Holy Names University,591,543,California,Large City,private,85.81,67.05,97.49,1,1,3,1,0,1,2,1,4,1.9051513260613888,0.043836129290667956
Hood College,1132,1048,Maryland,Small City,NA,74.99,55.06,91.78,1,1,2,0,0,1,1,1,3,0.8526043506514632,0.5323361420420267
Hope College,3150,3019,Michigan,Small City,private,96.57,84.95,99.87,2,1,5,1,1,2,3,2,7,2.292976668984606,1.0759166399827136
Hope InterNAtioNAl University,866,579,California,Suburb,NA,93.92,79.65,99.49,2,1,4,1,0,2,3,1,6,2.609947192349995,0.1854432439544581
Houghton College,1036,971,New York,Rural,private,74.9,55.87,91.22,1,1,2,0,0,1,1,1,3,0.7467377159974423,0.6341659468715595
Houston Baptist University,2320,2098,Texas,Large City,NA,100.0,99.94,100.0,11,5,23,5,2,11,16,7,34,15.398197130767137,0.12754144125190017
Howard Payne University,980,860,Texas,Town,private,99.85,95.37,100.0,4,2,10,2,1,4,6,3,14,6.408537594007906,0.07236094541116839
Howard University,6354,6090,District of Columbia,Large City,NA,100.0,99.87,100.0,9,5,17,4,2,8,13,7,25,0.0744630764671837,12.48389399838149
Humboldt State University,7860,7270,California,Town,NA,100.0,100.0,100.0,19,11,35,8,4,15,27,15,50,25.68099937789109,0.9405290658734096
Humphreys University - Stockton and Modesto Campuses,324,208,California,Large City,NA,69.62,49.45,89.24,1,0,2,0,0,1,1,0,3,1.189343024362023,0.0
Huntingdon College,1101,878,Alabama,Midsize City,private,90.62,69.42,99.19,2,1,3,1,0,1,3,1,4,1.2569697439474123,1.1055498352206847
Huntington University,1075,859,IndiaNA,Town,NA,59.45,41.97,79.64,1,0,1,0,0,0,1,0,1,0.4874405167998991,0.4144836383880329
Huston - Tillotson University,1052,1003,Texas,Large City,NA,99.91,96.41,100.0,5,2,10,2,1,5,7,3,15,6.946555096586678,0.06208454018120164
Idaho State University,10565,6279,Idaho,Small City,public,100.0,98.14,100.0,8,3,22,4,1,11,12,4,33,10.876901010497598,1.371058119696332
Illinois College,956,950,Illinois,Town,NA,49.68,33.78,72.42,0,0,1,0,0,0,0,0,1,0.43769958101498385,0.24854503177156864
Illinois Institute of Technology,2895,2631,Illinois,Large City,NA,91.3,76.1,98.96,2,1,3,1,0,1,3,1,4,1.1303230938299034,1.308782987204438
Illinois State University,18336,17165,Illinois,Suburb,NA,100.0,99.86,100.0,7,5,12,3,2,5,10,7,17,9.688712703566107,0.2922691617543942
Illinois Wesleyan University,1650,1646,Illinois,Small City,NA,61.91,45.43,82.5,1,0,1,0,0,1,1,0,2,0.7674439540140621,0.19720934365989656
Immaculata University,1481,885,Pennsylvania,Suburb,NA,84.68,66.64,96.58,1,1,2,1,0,1,2,1,3,1.0202500283785843,0.854036149508231
IndiaNA State University,11578,9369,IndiaNA,Small City,public,99.97,99.46,100.0,6,4,10,2,2,4,8,6,14,7.0713692115756785,1.1065430076979386
IndiaNA University - Bloomington,33427,32212,IndiaNA,Small City,public,100.0,100.0,100.0,20,12,36,8,5,15,28,17,51,16.01451000766297,12.792469333272207
IndiaNA University - East,3292,1887,IndiaNA,Rural,public,89.88,76.33,97.78,2,1,3,1,0,1,3,1,4,1.9274790721458865,0.3625890525847753
IndiaNA University - Kokomo,2877,2215,IndiaNA,Small City,NA,86.45,72.44,96.09,1,1,2,1,0,1,2,1,3,1.9922390265207304,0.00611521178115398
IndiaNA University - Northwest,3700,2608,IndiaNA,Small City,NA,92.38,81.01,98.46,2,1,3,1,0,1,3,1,4,2.565329805558326,0.00855090756561629
IndiaNA University of Pennsylvania - Main Campus,10255,9526,Pennsylvania,Town,NA,100.0,99.86,100.0,8,5,14,3,2,6,11,7,20,9.536588588616588,1.4242050291144475
IndiaNA University - Purdue University - Fort Wayne,9952,5913,IndiaNA,Large City,public,99.91,98.91,100.0,5,3,8,2,1,3,7,4,11,6.716930321502609,0.3288492022992215
IndiaNA University - Purdue University - IndiaNApolis,21615,17521,IndiaNA,Large City,NA,100.0,100.0,100.0,11,7,18,4,3,7,15,10,25,14.513889559514709,1.062550421758402
IndiaNA University - South Bend,4877,3767,IndiaNA,Midsize City,NA,96.7,88.84,99.61,2,2,4,1,1,2,3,3,6,3.3271296989570254,0.08333889999503559
IndiaNA University - Southeast,4824,3218,IndiaNA,Suburb,NA,97.51,88.6,99.88,3,2,5,1,1,2,4,3,7,2.596665267352605,1.0932284659826044
IndiaNA Wesleyan University,2803,2634,IndiaNA,Town,private,89.02,72.98,98.12,2,1,3,1,0,1,3,1,4,1.134343716952908,1.073339804478798
Institute of American Indian and Alaska Native Culture and Arts Development,612,264,New Mexico,Rural,NA,63.24,36.39,91.96,1,0,2,0,0,1,1,0,3,0.4521239939993288,0.5476170046787081
IoNA College,3177,2949,New York,Suburb,private,98.47,92.39,99.91,3,2,5,1,1,2,4,3,7,2.9279978864110237,1.2464381371192157
Iowa State University,30573,28743,Iowa,Small City,public,100.0,100.0,100.0,16,7,38,6,3,16,22,10,54,15.656769383080603,7.0063820656596665
Iowa Wesleyan University,625,550,Iowa,Town,private,44.07,24.9,72.11,0,0,1,0,0,0,0,0,1,0.15614116187641192,0.42417043489967887
Ithaca College,6062,5936,New York,Suburb,NA,99.98,99.37,100.0,6,4,11,3,1,5,9,5,16,3.120823250574837,5.540801252287483
Jackson State University,6498,5935,Mississippi,Midsize City,NA,100.0,100.0,100.0,15,8,30,6,3,12,21,11,42,17.30554595692715,3.949568495278003
Jacksonville State University,7492,5523,Alabama,Small City,NA,100.0,99.2,100.0,8,4,16,3,1,6,11,5,22,8.788350736448457,1.853551267489762
Jacksonville University,2878,2180,Florida,Large City,NA,100.0,99.94,100.0,9,5,18,4,2,8,13,7,26,11.753837495755459,1.3817030309035605
James Madison University,19972,18905,Virginia,Small City,NA,100.0,100.0,100.0,25,12,44,11,5,20,36,17,64,26.11641535775229,9.051253727565806
University of Jamestown,916,871,North Dakota,Town,NA,74.49,43.89,97.42,1,0,2,0,0,1,1,0,3,0.7162537375029212,0.6479285416777055
Jarvis Christian College,908,835,Texas,Rural,NA,99.67,93.27,100.0,4,2,8,2,1,4,6,3,12,5.57086477353716,0.11538350697807373
John Brown University,1972,1489,Arkansas,Town,NA,97.39,82.14,99.96,3,1,5,1,0,2,4,1,7,0.3425342504700699,3.295764426321459
John Carroll University,3079,2987,Ohio,Suburb,private,93.14,78.4,99.23,2,1,3,1,0,1,3,1,4,1.4109794815071646,1.2672947928572937
Johns Hopkins University,6106,5668,Maryland,Large City,NA,100.0,99.82,100.0,8,4,15,3,2,6,11,6,21,0.7524207305014748,10.47454099645433
Johnson & Wales University - Providence,7717,7267,Rhode Island,Midsize City,private,100.0,99.8,100.0,8,4,14,3,2,6,11,6,20,0.43003228951947875,10.459041617537443
Johnson C Smith University,1395,1329,North CaroliNA,Large City,NA,85.72,62.1,97.93,1,1,3,1,0,1,2,1,4,0.28773998184040167,1.6562164915052469
Johnson State College,1377,882,Vermont,Rural,NA,43.88,27.19,65.28,0,0,1,0,0,0,0,0,1,0.0022684733160634025,0.5748035134358719
Judson College,313,230,Alabama,Rural,NA,41.92,22.98,67.74,0,0,1,0,0,0,0,0,1,0.36829362604390375,0.17448150407639806
Judson University,1078,761,Illinois,Midsize City,private,49.11,34.01,70.5,0,0,1,0,0,0,0,0,1,0.46174900854327966,0.21339608466192733
Juniata College,1487,1400,Pennsylvania,Town,NA,84.3,66.17,96.46,1,1,2,1,0,1,2,1,3,0.9418475810880145,0.9077418145061527
Kalamazoo College,1434,1427,Michigan,Small City,NA,82.42,62.13,96.73,1,1,2,1,0,1,2,1,3,1.0674016216014683,0.6693270277096429
Kansas State University,18484,16770,Kansas,Small City,NA,99.97,98.29,100.0,6,3,11,2,1,5,8,4,16,2.689322474490458,5.458165793244047
Kansas Wesleyan University,693,631,Kansas,Town,NA,78.32,52.27,96.12,1,1,2,0,0,1,1,1,3,0.0686970251852291,1.4556381704872665
Kaplan University - Davenport Campus,25486,3127,Iowa,Midsize City,NA,100.0,100.0,100.0,38,20,78,16,8,34,54,28,112,0.5659165037764589,53.968656345635374
Kean University,11985,9516,New Jersey,Suburb,NA,100.0,100.0,100.0,21,11,38,8,4,15,29,15,53,27.964181307997865,0.5862116225849654
Keene State College,3778,3624,New Hampshire,Town,NA,95.22,74.08,99.66,2,1,4,1,0,2,3,1,6,0.775067779265263,2.262639355731894
Kent State University at Kent,23179,19108,Ohio,Suburb,public,100.0,99.99,100.0,13,7,23,5,3,9,18,10,32,13.784078224172237,3.8486994177824245
Kentucky Christian University,589,439,Kentucky,Town,NA,50.11,29.85,76.82,0,0,1,0,0,0,0,0,1,0.3007181699685986,0.39377239572532974
Kentucky State University,1762,1122,Kentucky,Town,public,82.38,60.05,97.16,1,1,3,1,0,1,2,1,4,0.6124626728360458,1.122398189900875
Kentucky Wesleyan College,716,673,Kentucky,Small City,private,55.19,32.43,82.58,1,0,1,0,0,1,1,0,2,0.4881658292490251,0.3139090764995244
Kenyon College,1678,1661,Ohio,Town,NA,91.05,73.79,98.95,2,1,3,1,0,1,3,1,4,0.17353188352357515,2.2365971744495803
