school,real_size,size,state,setting,status,meanprob,lowprob,highprob,meaNActive,lowactive,highactive,meanincub,lowincub,highincub,meantot,lowtot,hightot,instate,outstate
New York University,26418,25347,New York,Large City,NA,100.0,100.0,100.0,91,48,181,43,21,90,134,69,271,22.645334629363088,111.17792549661915
Newberry College,1177,1158,South CaroliNA,Town,private,100.0,99.97,100.0,11,5,21,6,3,11,17,8,32,15.028611820336438,1.1970976739214996
Newman University,2811,1013,Kansas,Large City,private,99.35,89.89,100.0,3,2,7,2,1,4,5,3,11,1.5945301434449883,3.414637876665479
Niagara University,2998,2827,New York,Suburb,private,99.99,99.58,100.0,6,4,11,3,2,5,9,6,16,7.784333778843562,1.4629638533371643
Nicholls State University,5684,4662,LouisiaNA,Small City,public,100.0,100.0,100.0,28,13,62,13,6,30,41,19,92,39.182441967756574,2.0730960405723406
Nichols College,1339,1232,Massachusetts,Suburb,private,99.27,93.38,99.99,3,2,6,2,1,3,5,3,9,3.53083551971901,1.3702688666253995
Norfolk State University,4684,4011,Virginia,Midsize City,NA,100.0,100.0,100.0,15,7,28,8,3,15,23,10,43,18.948562303357836,3.8364658623705843
North CaroliNA A & T State University,10339,9347,North CaroliNA,Large City,NA,100.0,99.99,100.0,14,6,29,6,3,14,20,9,43,11.974442640409402,7.765168995729645
North CaroliNA Central University,6355,5363,North CaroliNA,Large City,NA,100.0,99.65,100.0,8,4,17,4,2,8,12,6,25,7.102573516407279,4.704200735963331
North CaroliNA State University,24149,21384,North CaroliNA,Large City,NA,100.0,100.0,100.0,29,14,62,13,6,29,42,20,91,29.26877320642244,12.364742552440468
North CaroliNA Wesleyan College,2090,1754,North CaroliNA,Small City,NA,99.87,95.5,100.0,4,2,9,2,1,5,6,3,14,1.6565964669996203,4.982116318894922
North Central College,2772,2634,Illinois,Midsize City,NA,98.97,91.43,99.99,3,2,6,1,1,3,4,3,9,3.983832837839306,0.5836021853099929
North Central University,1081,912,Minnesota,Large City,NA,79.92,52.58,97.17,1,1,2,1,0,1,2,1,3,0.3226435015605997,1.2792636356789386
North Dakota State University - Main Campus,11981,10782,North Dakota,Midsize City,NA,100.0,100.0,100.0,26,11,66,15,5,42,41,16,108,34.96584962840492,6.340794840252311
North Greenville University,2359,2080,South CaroliNA,Rural,NA,100.0,100.0,100.0,20,10,40,10,5,22,30,15,62,28.902377041810055,1.752441880620197
North Park University,2033,1812,Illinois,Large City,NA,98.98,90.33,99.99,3,2,6,1,1,3,4,3,9,1.983300185884609,2.59454127415947
Northcentral University,90,14,California,Large City,NA,38.61,18.68,69.15,0,0,1,0,0,0,0,0,1,0.0,0.4854532725452225
Northeastern Illinois University,7113,4164,Illinois,Large City,NA,100.0,99.77,100.0,8,4,15,3,2,7,11,6,22,11.132173081276488,0.020001138157735333
Northeastern State University,6830,4753,Oklahoma,Town,NA,100.0,99.98,100.0,14,6,34,7,3,18,21,9,52,18.378134683973077,2.9200270288589456
Northeastern University,13824,13786,Massachusetts,Large City,private,100.0,100.0,100.0,39,21,75,18,9,37,57,30,112,18.54644650249516,38.187721608166385
Northern ArizoNA University,27092,21990,ArizoNA,Small City,NA,100.0,100.0,100.0,129,69,250,57,30,115,186,99,365,128.6025624094884,57.24394371449427
Northern Illinois University,13456,11788,Illinois,Suburb,public,100.0,100.0,100.0,15,8,31,7,4,14,22,12,45,20.45337063736924,1.5428467155413488
Northern Kentucky University,12326,8962,Kentucky,Suburb,public,100.0,100.0,100.0,22,10,49,10,5,24,32,15,73,21.78211019785671,9.96490058834532
Northern Michigan University,7018,6207,Michigan,Town,NA,100.0,99.99,100.0,14,7,31,7,3,16,21,10,47,17.98764191973419,2.944335497940576
Northern State University,3164,1346,South Dakota,Town,NA,100.0,99.54,100.0,7,4,13,3,2,7,10,6,20,6.321963450709509,3.6178952748122155
Northland College,631,594,Wisconsin,Town,private,63.42,40.08,87.63,1,0,1,0,0,1,1,0,2,0.14292317237875177,0.8595780585441581
Northwest Christian University,604,444,Oregon,Midsize City,NA,85.19,63.21,98.29,1,1,3,1,0,1,2,1,4,0.642664616995588,1.25883828731325
Northwest Missouri State University,5478,4806,Missouri,Town,NA,99.99,97.37,100.0,7,3,17,3,1,8,10,4,25,7.002372276809185,2.805663124091668
Northwest Nazarene University,1482,1125,Idaho,Suburb,NA,99.5,89.27,100.0,3,2,9,2,1,6,5,3,15,2.5351146772588065,2.759697787801767
Northwest University,946,929,Washington,Suburb,NA,96.84,85.13,99.99,2,1,6,1,1,4,3,2,10,2.4407060341228655,1.0057970020586093
Northwestern College - 2,1039,997,Iowa,Town,private,95.87,73.69,99.96,2,1,5,1,0,3,3,1,8,1.4960204191059787,1.6821728963705125
University of Northwestern - St Paul,3325,2033,Minnesota,Suburb,NA,97.84,82.81,99.99,3,1,6,1,1,3,4,2,9,1.236256918437584,2.5892942537123815
Northwestern Oklahoma State University,1881,1329,Oklahoma,Town,NA,99.95,95.75,100.0,5,2,12,3,1,6,8,3,18,4.152819543263567,3.498081680840742
Northwestern State University of LouisiaNA,9440,5471,LouisiaNA,Town,public,100.0,100.0,100.0,53,24,117,25,10,58,78,34,175,60.45209420617784,16.84183884930872
Northwestern University,8699,8205,Illinois,Small City,NA,100.0,100.0,100.0,25,13,52,12,6,26,37,19,78,3.8553726362259266,33.12585709525187
Norwich University,3229,2542,Vermont,Town,private,100.0,99.79,100.0,8,4,17,4,2,8,12,6,25,0.0022053499771077212,12.259909630977422
Notre Dame College,1736,1216,Ohio,Suburb,NA,98.41,88.64,99.96,3,2,5,1,1,3,4,3,8,3.9628922548695313,0.1728204298493688
Notre Dame de Namur University,922,718,California,Suburb,private,99.82,96.11,100.0,4,2,9,2,1,4,6,3,13,5.920618672230646,0.35950938853868214
Nova Southeastern University,4501,3154,Florida,Suburb,NA,100.0,100.0,100.0,37,19,74,18,9,37,55,28,111,46.29638650093389,8.457090233823703
Nyack College,1397,1131,New York,Suburb,NA,99.31,93.94,99.99,3,2,6,2,1,3,5,3,9,2.624747417978176,2.336277541066749
Oakland City University,1112,572,IndiaNA,Town,NA,95.66,83.09,99.72,2,1,4,1,1,2,3,2,6,2.9201661710293587,0.21250947311986768
Oakland University,15902,12549,Michigan,Suburb,NA,100.0,100.0,100.0,35,17,78,17,8,40,52,25,118,51.54731131043361,0.8977084698947863
Oakwood University,1648,1521,Alabama,Midsize City,private,99.99,98.94,100.0,6,3,13,3,1,7,9,4,20,1.3472010051506973,7.943266429116565
Oberlin College,2828,2790,Ohio,Town,NA,100.0,99.75,100.0,8,4,16,4,2,8,12,6,24,0.4766686438640238,11.21576403587667
Occidental College,1976,1952,California,Large City,private,100.0,99.63,100.0,7,4,15,3,2,7,10,6,22,6.981792599886325,3.8892132929495493
Oglethorpe University,1253,1166,Georgia,Suburb,NA,99.49,85.8,100.0,4,1,9,2,1,5,6,2,14,2.6934224350329856,2.5654367419626944
Ohio Christian University,3988,2429,Ohio,Town,NA,100.0,99.81,100.0,8,4,16,4,2,8,12,6,24,7.21311815494236,5.036438063115484
Ohio Dominican University,1176,957,Ohio,Large City,NA,95.65,80.57,99.77,2,1,4,1,0,2,3,1,6,2.4884907142901245,0.6400126778671048
Ohio Northern University,2315,2092,Ohio,Town,private,99.84,96.39,100.0,4,2,8,2,1,4,6,3,12,4.299364238773548,2.09947266046873
Ohio State University - Lima Campus,1007,844,Ohio,Rural,public,90.56,71.38,98.82,2,1,3,1,0,1,3,1,4,2.3436208323314505,0.013496260304112172
Ohio State University - Main Campus,45943,42003,Ohio,Large City,NA,100.0,100.0,100.0,85,45,162,39,20,79,124,65,241,90.53432978017385,33.647307112051614
Ohio State University - Newark Campus,2605,2218,Ohio,Suburb,NA,99.78,96.09,100.0,4,2,8,2,1,4,6,3,12,6.0424760442763015,0.07175066865191831
Ohio University - Main Campus,23167,17695,Ohio,Town,public,100.0,100.0,100.0,38,21,71,18,9,34,56,30,105,49.04079165401045,6.79514326000794
Ohio Valley University,528,435,West Virginia,Small City,NA,75.91,50.0,95.1,1,0,2,0,0,1,1,0,3,0.050266601392205026,1.3657622708772996
Ohio Wesleyan University,1557,1545,Ohio,Suburb,private,99.37,92.23,100.0,3,2,7,2,1,3,5,3,10,1.7875074144900893,3.2716323020008886
Oklahoma Baptist University,1962,1835,Oklahoma,Town,NA,100.0,99.39,100.0,8,3,19,4,2,10,12,5,29,3.496962406410505,8.817452255414258
Oklahoma Christian University,1976,1846,Oklahoma,Large City,NA,100.0,99.69,100.0,9,4,21,5,2,12,14,6,33,2.2333066298013735,11.388701884580243
Oklahoma City University,1715,1579,Oklahoma,Large City,NA,100.0,98.77,100.0,7,3,16,3,1,9,10,4,25,2.397270914014639,7.967267325111399
Oklahoma Panhandle State University,1136,852,Oklahoma,Rural,public,99.95,96.06,100.0,5,2,11,3,1,6,8,3,17,1.4728515875019186,6.064851448465229
Oklahoma State University - Main Campus,20992,18221,Oklahoma,Town,NA,100.0,100.0,100.0,86,37,202,44,17,110,130,54,312,41.56494604806278,89.20229032303438
Oklahoma Wesleyan University,1005,609,Oklahoma,Town,NA,99.69,91.56,100.0,4,2,9,2,1,5,6,3,14,1.4926403804242092,4.240130165561318
Old Dominion University,19543,15036,Virginia,Midsize City,public,100.0,100.0,100.0,66,29,121,35,14,66,101,43,187,94.97350790343769,5.218651920924463
Olivet College,1178,1032,Michigan,Rural,private,97.98,83.84,99.98,3,1,6,1,1,3,4,2,9,3.795497329273359,0.09926195194017368
Olivet Nazarene University,3377,3113,Illinois,Suburb,NA,99.96,98.11,100.0,5,3,11,2,1,5,7,4,16,3.1754735203697493,4.521127302592307
Oral Roberts University,3384,2866,Oklahoma,Large City,private,100.0,99.99,100.0,14,6,32,7,3,18,21,9,50,2.9994156129357687,17.792813607695816
Oregon Institute of Technology,5380,2284,Oregon,Town,NA,100.0,99.75,100.0,7,4,13,3,2,8,10,6,21,7.081102798272488,3.0829618221732744
Oregon State University,25835,18829,Oregon,Small City,NA,100.0,100.0,100.0,42,25,80,21,12,42,63,37,122,28.9434917874435,33.878665798344
Ottawa University - Online,156,85,Kansas,Town,NA,66.28,37.06,92.31,1,0,2,0,0,1,1,0,3,0.03683499220752527,1.0401865268465222
Ottawa University - Ottawa,669,646,Kansas,Town,NA,79.16,50.31,96.97,1,0,2,1,0,1,2,0,3,0.3230145470506062,1.2361829807913098
Otterbein University,2483,2294,Ohio,Suburb,private,99.85,96.58,100.0,4,2,8,2,1,4,6,3,12,5.241018471504928,1.2305325803021854
Ouachita Baptist University,1542,1500,Arkansas,Town,private,100.0,99.5,100.0,8,4,19,4,2,10,12,6,29,1.483439967577436,11.157721697628643
University of Holy Cross,912,457,LouisiaNA,Large City,private,99.84,94.58,100.0,4,2,10,2,1,5,6,3,15,6.385181027920958,0.05899736781253926
Our Lady of the Lake University,1344,1221,Texas,Large City,NA,100.0,100.0,100.0,17,7,39,9,3,22,26,10,61,25.52083063975984,0.20640622332758446
Pace University - New York,8670,7878,New York,Large City,NA,100.0,100.0,100.0,22,12,40,10,5,19,32,17,59,15.513562363276533,16.192373049848477
Pacific Lutheran University,2764,2655,Washington,Suburb,NA,100.0,99.69,100.0,7,4,15,4,2,9,11,6,24,7.270965580695362,2.823585032609078
Pacific Union College,1227,1077,California,Rural,NA,99.98,98.74,100.0,6,3,12,3,1,6,9,4,18,7.655089160881652,0.9029928839390027
Pacific University,1876,1818,Oregon,Suburb,NA,99.16,92.37,100.0,3,2,7,2,1,4,5,3,11,1.136455091063299,3.625759369292713
Paine College,425,328,Georgia,Midsize City,NA,83.63,50.37,99.09,1,0,3,1,0,2,2,0,5,0.9367124690725828,0.8666686661260717
Palm Beach Atlantic University,3005,2350,Florida,Midsize City,NA,100.0,100.0,100.0,19,10,39,9,5,20,28,15,59,24.13510534141599,4.5992551983859435
Park University,9864,4134,Missouri,Suburb,NA,100.0,99.94,100.0,13,5,31,6,2,15,19,7,46,14.068748450417267,4.544534418998108
Paul Quinn College,518,492,Texas,Large City,private,99.98,97.21,100.0,6,2,13,3,1,7,9,3,20,7.738322307308497,0.6873421986164262
Paul Smiths College of Arts and Science,768,760,New York,Rural,private,87.11,69.21,97.46,1,1,2,1,0,1,2,1,3,1.3892309538249128,0.655391189106801
William Peace University,932,814,North CaroliNA,Large City,NA,78.41,51.48,96.48,1,1,2,0,0,1,1,1,3,1.1562640927560104,0.3742560839746714
Peirce College,1388,307,Pennsylvania,Large City,NA,95.82,82.31,99.82,2,1,4,1,1,2,3,2,6,2.645477615487863,0.5233581186559803
Pennsylvania State University - Brandywine,1439,1245,Pennsylvania,Suburb,NA,96.04,83.3,99.82,2,1,4,1,1,2,3,2,6,2.777751496262256,0.4469837493429928
Pennsylvania State University - University Park,40833,39785,Pennsylvania,Small City,NA,100.0,100.0,100.0,86,47,167,40,21,81,126,68,248,54.317029072372286,71.32365660795503
Pennsylvania State University - Abington,3891,3312,Pennsylvania,Suburb,NA,99.99,99.37,100.0,6,3,12,3,2,6,9,5,18,7.394936647043417,1.754071680080696
Pennsylvania State University - AltooNA,3478,3374,Pennsylvania,Small City,NA,99.99,99.4,100.0,6,4,12,3,2,6,9,6,18,5.8469188861055965,3.398082580699238
Pennsylvania State University - Beaver,652,563,Pennsylvania,Suburb,NA,79.48,57.88,95.58,1,1,2,1,0,1,2,1,3,1.1821978094211387,0.39841472135737027
Pennsylvania State University - Berks,2718,2411,Pennsylvania,Suburb,public,99.84,97.22,100.0,4,2,9,2,1,4,6,3,13,5.0636094983947375,1.3836152533706447
Pennsylvania State University - Erie - Behrend College,4341,4138,Pennsylvania,Suburb,NA,100.0,99.64,100.0,7,4,13,3,2,6,10,6,19,7.932299287689389,2.2568842808157665
Pennsylvania State University - Greater Allegheny,497,453,Pennsylvania,Suburb,public,69.7,47.83,90.44,1,0,2,0,0,1,1,0,3,0.9197168272594524,0.2721783763915952
Pennsylvania State University - Harrisburg,4288,3960,Pennsylvania,Suburb,public,100.0,99.85,100.0,8,5,16,4,2,8,12,7,24,6.342945939009571,5.710792631844344
Pennsylvania State University - Lehigh Valley,899,739,Pennsylvania,Suburb,public,87.28,68.13,98.21,1,1,3,1,0,1,2,1,4,1.7856973904543074,0.27324610345294936
Pennsylvania State University - New Kensington,597,484,Pennsylvania,Rural,NA,72.71,50.92,92.23,1,0,2,0,0,1,1,0,3,1.2028656032921377,0.09382026302158361
Pennsylvania State University - Schuylkill,733,595,Pennsylvania,Town,NA,85.35,65.65,97.5,1,1,2,1,0,1,2,1,3,1.1408622216791409,0.7760638588296146
Pennsylvania State University - SheNAngo,490,241,Pennsylvania,Suburb,NA,64.3,43.52,86.33,1,0,1,0,0,1,1,0,2,0.888715136452954,0.140196659960007
Pennsylvania State University - Wilkes - Barre,456,387,Pennsylvania,Rural,NA,64.51,43.63,86.79,1,0,1,0,0,1,1,0,2,0.8928486952271537,0.14137490729841762
Pennsylvania State University - Worthington Scranton,1030,904,Pennsylvania,Suburb,public,88.4,69.92,98.46,1,1,3,1,0,1,2,1,4,2.0977810779063915,0.0544377267448548
Pennsylvania State University - York,966,793,Pennsylvania,Suburb,NA,88.95,70.16,98.65,2,1,3,1,0,1,3,1,4,1.7670963759704084,0.4318500037831176
Pepperdine University,3603,3300,California,Suburb,NA,100.0,100.0,100.0,17,8,36,8,4,18,25,12,54,14.519786706681833,10.319933332330653
Peru State College,2046,1105,Nebraska,Rural,public,81.49,54.64,97.64,1,1,3,1,0,1,2,1,4,0.25329895696046,1.4296999042111977
Pfeiffer University,812,733,North CaroliNA,Rural,NA,92.95,71.53,99.67,2,1,4,1,0,2,3,1,6,0.7954345788913156,1.8436405616064895
Cairn University,770,727,Pennsylvania,Suburb,private,90.24,71.83,98.95,2,1,3,1,0,1,3,1,4,0.9093829303239529,1.4125118036596596
Thomas Jefferson University,2690,2279,Pennsylvania,Large City,private,99.99,99.48,100.0,7,4,13,3,2,6,10,6,19,2.5483389842941677,7.10831968798211
Philander Smith College,893,845,Arkansas,Midsize City,private,95.07,73.02,99.9,2,1,5,1,0,2,3,1,7,0.5940874690298125,2.4005244728422923
Piedmont College,1281,1160,Georgia,Town,NA,98.33,70.23,100.0,3,1,8,1,0,4,4,1,12,3.666047203239341,0.419598726422004
University of Pikeville,1562,1049,Kentucky,Town,NA,99.23,88.14,100.0,3,1,8,2,1,4,5,2,12,3.1301426319827903,1.7210702776380633
Pine Manor College,419,417,Massachusetts,Suburb,NA,80.05,59.43,95.07,1,1,2,1,0,1,2,1,3,1.3851412508163625,0.2233470518611589
Pittsburg State University,5709,5109,Kansas,Town,NA,99.82,94.68,100.0,4,2,9,2,1,4,6,3,13,2.9623834117667442,3.360546958690805
Pitzer College,1070,1046,California,Suburb,NA,99.42,93.22,100.0,3,2,7,2,1,3,5,3,10,3.1249742559239633,2.001500013551011
Platt College - Aurora,236,236,Colorado,Large City,private,20.67,8.03,49.0,0,0,0,0,0,0,0,0,0,0.23140312540387206,0.0
Plymouth State University,4148,3971,New Hampshire,Town,NA,99.96,96.47,100.0,5,2,10,2,1,5,7,3,15,1.7634023954525782,5.98266046159546
Point Loma Nazarene University,3097,2571,California,Large City,private,100.0,100.0,100.0,14,7,29,7,3,14,21,10,43,18.40587881416573,2.413849519042767
Point Park University,3282,2758,Pennsylvania,Large City,private,100.0,99.47,100.0,7,4,14,3,2,7,10,6,21,4.410507212071171,5.613207279272603
PomoNA College,1600,1578,California,Suburb,private,99.98,98.57,100.0,6,3,12,3,1,6,9,4,18,3.79827081691929,4.6847401329799245
Portland State University,21163,13990,Oregon,Large City,NA,100.0,100.0,100.0,30,18,59,15,8,33,45,26,92,24.63940765527121,20.221952904983976
Post University,7845,2617,Connecticut,Suburb,private,100.0,100.0,100.0,20,10,42,10,4,22,30,14,64,1.4962264302263821,27.67028432449331
University of the Potomac - VA Campus,37,37,Virginia,Suburb,NA,17.68,7.96,30.47,0,0,0,0,0,0,0,0,0,0.19399468877261755,0.0
Prairie View A & M University,7977,7341,Texas,Town,NA,100.0,100.0,100.0,96,42,223,50,20,123,146,62,346,142.72905589035673,3.4411187876008986
Pratt Institute - Main,3642,3537,New York,Large City,NA,100.0,99.99,100.0,12,6,23,5,3,12,17,9,35,2.848068469010573,14.223081128387468
Presbyterian College,1014,975,South CaroliNA,Town,NA,100.0,99.72,100.0,8,4,16,4,2,9,12,6,25,10.565285776082835,1.5161277569285203
Prescott College,386,291,ArizoNA,Small City,NA,81.02,55.95,97.74,1,1,2,1,0,1,2,1,3,0.29269034470567423,1.3627046084995933
Presentation College,762,475,South Dakota,Town,private,82.88,61.62,96.28,1,1,2,1,0,1,2,1,3,1.2103331451952173,0.5509481594465993
Princeton University,5397,5260,New Jersey,Suburb,private,100.0,100.0,100.0,19,10,40,9,4,20,28,14,60,5.80406280927507,22.701028628883073
Principia College,456,441,Illinois,Rural,private,88.64,65.59,99.05,1,1,3,1,0,2,2,1,5,0.05639716168392254,2.107237664748404
Providence Christian College,165,161,California,Midsize City,private,61.18,38.57,85.63,1,0,1,0,0,1,1,0,2,0.7611178515599348,0.18190422466733372
Providence College,4076,3826,Rhode Island,Midsize City,private,100.0,99.92,100.0,9,5,17,4,2,8,13,7,25,0.331875598034129,12.575074199129151
Purdue University - Main Campus,32130,30277,IndiaNA,Small City,NA,100.0,100.0,100.0,70,38,134,33,17,66,103,55,200,63.55504514892957,39.162251070042515
Queens University of Charlotte,1717,1449,North CaroliNA,Large City,private,99.5,92.12,100.0,4,2,7,2,1,4,6,3,11,1.4057595930490705,3.877343252292096
Quincy University,992,874,Illinois,Town,NA,96.82,82.5,99.93,2,1,5,1,1,2,3,2,7,0.9838171538195376,2.448879789743881
Quinnipiac University,7311,6959,Connecticut,Suburb,private,100.0,100.0,100.0,16,9,30,7,4,15,23,13,45,0.7615219192159616,22.985212573810102
Radford University,8419,8049,Virginia,Small City,NA,100.0,100.0,100.0,28,12,52,15,6,28,43,18,80,41.210763614939836,1.8092730505816965
Ramapo College of New Jersey,5616,4910,New Jersey,Suburb,NA,100.0,100.0,100.0,26,14,52,12,6,25,38,20,77,37.67827029859966,0.32680370769920036
Randolph College,666,645,Virginia,Small City,NA,95.64,75.63,99.77,2,1,4,1,0,2,3,1,6,2.1182122774091217,1.0037260174524139
Randolph - Macon College,1452,1428,Virginia,Suburb,private,99.88,94.98,100.0,4,2,8,2,1,4,6,3,12,5.500011581688535,1.2238894456314569
Reed College,1446,1408,Oregon,Large City,NA,99.95,97.83,100.0,5,3,11,2,1,6,7,4,17,0.14740014151274952,7.491351339889369
Regent University,4280,2263,Virginia,Large City,NA,100.0,99.99,100.0,14,7,29,7,3,15,21,10,44,9.972375622851853,11.687590597299902
Regis University,4084,2378,Colorado,Large City,NA,99.99,98.29,100.0,6,3,15,3,1,8,9,4,23,2.5454343794425927,6.783402221858398
Reinhardt University,1408,1260,Georgia,Rural,NA,98.85,73.2,100.0,3,1,9,1,0,5,4,1,14,4.076045951683251,0.37850510018898087
Rensselaer Polytechnic Institute,6366,6340,New York,Small City,NA,100.0,100.0,100.0,15,8,30,7,4,15,22,12,45,6.131177946525816,16.633111716392484
Rhode Island College,7079,5461,Rhode Island,Suburb,public,99.98,99.19,100.0,6,3,11,3,1,5,9,4,16,4.505606333310961,4.198034580293209
Rhodes College,1984,1979,Tennessee,Large City,NA,100.0,99.67,100.0,9,4,20,4,2,10,13,6,30,1.8189845901349682,11.186113722065112
Rice University,4004,3916,Texas,Large City,NA,100.0,100.0,100.0,34,15,76,17,7,41,51,22,117,41.27105230564532,9.457268542913415
Rider University,4092,3711,New Jersey,Suburb,private,100.0,100.0,100.0,16,9,32,7,4,16,23,13,48,20.62367815760182,3.056058237608901
Ripon College,759,739,Wisconsin,Town,NA,61.39,38.38,86.33,1,0,1,0,0,1,1,0,2,0.2777943350460246,0.6706254773052216
Rivier University,1427,908,New Hampshire,Small City,private,96.03,77.37,99.81,2,1,4,1,0,2,3,1,6,0.5872540070437423,2.6321410140707795
Roanoke College,2036,1973,Virginia,Suburb,NA,99.98,98.34,100.0,6,3,11,3,1,6,9,4,17,5.374177188971162,3.368315797083959
Robert Morris University,4245,3840,Pennsylvania,Suburb,NA,99.99,99.48,100.0,7,4,13,3,2,6,10,6,19,7.492075278237111,2.0184705948773973
Roberts Wesleyan College,1322,1248,New York,Suburb,NA,97.87,89.83,99.88,3,2,5,1,1,2,4,3,7,3.19900154920434,0.6453741430443194
Rochester College,1152,762,Michigan,Suburb,NA,97.71,82.94,99.98,3,1,6,1,1,3,4,2,9,3.559507858023202,0.21157272252265016
Rochester Institute of Technology,13510,12447,New York,Suburb,private,100.0,100.0,100.0,31,17,57,14,8,28,45,25,85,20.32221564394815,24.909393211423815
Rockford University,1059,918,Illinois,Midsize City,NA,90.41,68.08,99.46,2,1,3,1,0,2,3,1,5,1.279902252660131,1.0562770455024415
Rockhurst University,2208,1445,Missouri,Large City,NA,97.94,78.94,99.99,3,1,6,1,0,3,4,1,9,2.591292902831067,1.2808392866459934
Rocky Mountain College,898,868,MontaNA,Midsize City,private,99.44,55.33,100.0,3,1,23,2,0,20,5,1,43,3.455447239528832,1.7027777496456098
Roger Williams University,4704,4042,Rhode Island,Suburb,private,100.0,99.94,100.0,9,5,17,4,2,8,13,7,25,0.3113309181558258,12.971993389310738
Rollins College,2614,2453,Florida,Suburb,private,100.0,100.0,100.0,15,8,31,7,4,16,22,12,47,18.336146020805042,4.341857054199271
Roosevelt University,2576,2117,Illinois,Large City,NA,99.8,95.62,100.0,4,2,9,2,1,4,6,3,13,2.7524948077403306,3.423549656641645
Rosemont College,634,520,Pennsylvania,Suburb,NA,84.18,63.82,97.32,1,1,2,1,0,1,2,1,3,1.0127218996789475,0.8273665805863128
Rowan University,15399,13634,New Jersey,Suburb,NA,100.0,100.0,100.0,71,39,141,33,17,68,104,56,209,102.60262691277731,1.2198727836359768
Rust College,862,792,Mississippi,Town,NA,99.84,95.32,100.0,4,2,9,2,1,4,6,3,13,4.366118746473439,2.010298695697017
Rutgers University - Camden,5489,4493,New Jersey,Small City,NA,100.0,100.0,100.0,25,14,50,12,6,24,37,20,74,35.959057381160356,1.1458153206257862
Rutgers University - New Brunswick,35638,33677,New Jersey,Small City,NA,100.0,100.0,100.0,164,90,324,75,39,157,239,129,481,226.78481436525269,11.552310622154408
Rutgers University - Newark,8549,7162,New Jersey,Large City,NA,100.0,100.0,100.0,40,22,79,18,9,38,58,31,117,56.238892955274316,1.686157073700967
Sacred Heart University,5605,4982,Connecticut,Suburb,NA,100.0,99.99,100.0,12,7,21,5,3,10,17,10,31,0.7208334378006582,16.16763511953449
SagiNAw Valley State University,7850,6559,Michigan,Suburb,public,100.0,100.0,100.0,17,8,38,8,4,20,25,12,58,25.421310264114137,0.20899354844353257
Saint Ambrose University,2369,2215,Iowa,Midsize City,private,99.28,88.73,100.0,3,2,8,2,1,4,5,3,12,2.1977465637964078,2.7341761846159414
Saint Anselm College,1965,1926,New Hampshire,Suburb,NA,99.62,94.58,100.0,4,2,7,2,1,3,6,3,10,0.3641630993399743,5.207964425026913
Saint Augustine's University,972,961,North CaroliNA,Large City,private,95.2,77.38,99.79,2,1,4,1,0,2,3,1,6,0.6760523233747439,2.3505984495262315
St. BoNAventure University,1621,1586,New York,Town,NA,99.37,94.83,99.99,3,2,6,2,1,3,5,3,9,3.6833472053395395,1.375843361788272
Saint Cloud State University,13133,8373,Minnesota,Small City,NA,99.99,99.17,100.0,7,3,14,3,1,7,10,4,21,6.263846565651238,3.542246810654485
Saint Edward's University,3941,3528,Texas,Large City,NA,100.0,100.0,100.0,48,21,110,25,10,61,73,31,171,70.8173738426414,1.3026895465734591
Saint Francis University,2119,1526,Pennsylvania,Town,private,99.33,93.61,99.99,3,2,7,2,1,3,5,3,10,3.8152747485864023,1.188285199080172
St. John Fisher College,2746,2624,New York,Suburb,NA,99.97,99.23,100.0,5,3,9,3,1,4,8,4,13,7.78143350545353,0.2518163155156736
Saint Johns University,1724,1703,Minnesota,Rural,NA,84.45,58.57,98.58,1,1,3,1,0,1,2,1,4,0.7995475324868733,1.0554651019632626
University of Saint Joseph,808,654,Connecticut,Small City,NA,52.79,36.34,73.76,1,0,1,0,0,0,1,0,1,0.3227336366804743,0.4269142979661842
St. Joseph's College - New York,928,798,New York,Large City,NA,94.01,81.62,99.19,2,1,3,1,1,2,3,2,5,2.6363485115383,0.17458232424273695
Saint Joseph's College of Maine,1537,960,Maine,Rural,private,92.94,72.29,99.39,2,1,3,1,0,2,3,1,5,0.6687398786181437,1.9767534838787426
Saint Joseph's University,5143,4481,Pennsylvania,Large City,NA,100.0,100.0,100.0,13,7,26,6,3,13,19,10,39,3.9578825262962947,15.563360187507467
Saint Leo University,9672,6732,Florida,Suburb,private,100.0,100.0,100.0,70,37,140,34,17,69,104,54,209,93.69539202761774,9.815539260621263
Saint Louis University,9900,6625,Missouri,Large City,NA,100.0,100.0,100.0,16,8,36,8,3,18,24,11,54,5.902197185887584,17.92994348251546
Saint Martin's University,1318,1121,Washington,Suburb,NA,98.96,94.36,99.97,3,2,5,2,1,3,5,3,8,4.041049212185463,0.5132566130812005
Saint Mary - of - the - Woods College,662,491,IndiaNA,Rural,private,87.0,66.67,98.22,1,1,3,1,0,1,2,1,4,1.4029369764925783,0.6324088497779663
Saint Mary's College,1533,1486,IndiaNA,Suburb,NA,99.54,93.47,100.0,4,2,7,2,1,4,6,3,11,1.2429278712306957,4.121730580548612
Saint Mary's College of California,2776,2614,California,Suburb,NA,100.0,100.0,100.0,13,7,27,6,3,13,19,10,40,17.98140924310346,1.4501397278356836
Saint Mary's University of Minnesota,1501,1129,Minnesota,Town,NA,78.06,53.3,95.81,1,1,2,0,0,1,1,1,3,0.5404550236579069,0.9731751742576203
