school,real_size,size,state,setting,status,meanprob,lowprob,highprob,meaNActive,lowactive,highactive,meanincub,lowincub,highincub,meantot,lowtot,hightot,instate,outstate
Abilene Christian University,3669,3508,Texas,Midsize City,private,100.0,100.0,100.0,42,18,97,22,9,54,64,27,151,61.76978993283373,1.883222169611346
Adams State University,1956,1514,Colorado,Town,NA,98.48,81.45,100.0,3,1,7,1,1,4,4,2,11,1.5345164883773719,2.634783992538524
Adelphi University,5269,4874,New York,Suburb,private,100.0,99.99,100.0,11,7,19,5,3,9,16,10,28,13.518174270935113,2.68431784304501
Adrian College,1673,1606,Michigan,Town,private,99.5,92.04,100.0,4,2,8,2,1,4,6,3,12,4.333028902676494,0.961599069887219
Agnes Scott College,923,913,Georgia,Suburb,private,98.36,78.95,100.0,3,1,7,1,0,4,4,1,11,1.8644468633617222,2.230319192177841
Alabama A & M University,5032,4714,Alabama,Midsize City,public,100.0,100.0,100.0,16,7,34,7,3,17,23,10,51,16.76747097179868,6.943058366087235
Alabama State University,4212,3866,Alabama,Midsize City,NA,100.0,99.99,100.0,15,7,31,7,3,15,22,10,46,13.79326567581214,7.615037459368974
Alaska Pacific University,298,203,Alaska,Large City,private,54.6,32.32,81.42,1,0,1,0,0,1,1,0,2,0.002119055323204234,0.7825696738162266
Albany State University,6266,3927,Georgia,Small City,NA,100.0,99.76,100.0,14,4,40,6,2,20,20,6,60,17.87534689383558,2.326649338813168
Albertus Magnus College,1130,1012,Connecticut,Midsize City,NA,66.74,47.37,86.94,1,0,1,0,0,1,1,0,2,0.43971302074947144,0.6585679025789837
Albion College,1565,1554,Michigan,Town,NA,99.32,90.53,100.0,3,2,7,2,1,4,5,3,11,4.454301269846714,0.5315156442584581
Albright College,2019,1993,Pennsylvania,Small City,NA,99.91,97.86,100.0,5,3,9,2,1,4,7,4,13,2.5214708522618694,4.48934485201368
Alcorn State University,3169,2893,Mississippi,Rural,NA,100.0,100.0,100.0,27,14,52,13,6,26,40,20,78,36.159668007706195,3.915296705449569
Alderson Broaddus University,950,903,West Virginia,Town,private,62.06,37.82,84.44,1,0,1,0,0,1,1,0,2,0.15598425185383802,0.8115467344584036
Alfred University,1704,1600,New York,Town,NA,99.41,95.1,99.99,3,2,6,2,1,3,5,3,9,3.8544633353513764,1.2654503246580397
Alice Lloyd College,598,584,Kentucky,Rural,private,79.5,48.98,97.81,1,0,3,1,0,1,2,0,4,1.2994037480668055,0.2829483691168116
Allegheny College,1800,1752,Pennsylvania,Town,NA,99.45,94.06,100.0,4,2,7,2,1,3,6,3,10,1.9200380506158006,3.2682705868976742
Allen University,590,563,South CaroliNA,Midsize City,private,99.96,97.93,100.0,5,3,10,3,1,6,8,4,16,7.553320997967639,0.312591068646785
Alma College,1427,1386,Michigan,Town,NA,99.12,89.04,100.0,3,2,7,2,1,4,5,3,11,4.454301269846714,0.2755969238492422
Alvernia University,2252,1670,Pennsylvania,Small City,NA,99.9,97.78,100.0,5,3,9,2,1,4,7,4,13,3.2345097408113324,3.6693659877135705
Alverno College,1312,1036,Wisconsin,Large City,NA,56.62,37.4,79.76,1,0,1,0,0,1,1,0,2,0.6250372538535554,0.20879417789979127
American InterContinental University - Atlanta,1905,932,Georgia,Midsize City,private,99.79,85.23,100.0,4,1,12,2,1,6,6,2,18,5.069619561050975,1.0817719260221992
American InterNAtioNAl College,1374,1254,Massachusetts,Midsize City,private,99.25,93.47,99.99,3,2,6,2,1,3,5,3,9,3.2674037480913585,1.6157233490005372
American Jewish University,68,63,California,Large City,NA,37.22,20.75,62.04,0,0,1,0,0,0,0,0,1,0.3659220440191994,0.0976001037010151
American Public University System,37910,2914,West Virginia,Town,NA,100.0,100.0,100.0,152,71,335,75,32,175,227,103,510,0.15057439340804019,226.4979100844613
American University,8124,7764,District of Columbia,Large City,NA,100.0,100.0,100.0,25,13,51,12,6,26,37,19,77,0.5174107791640913,36.46093264252573
Amherst College,1832,1836,Massachusetts,Suburb,private,99.99,99.04,100.0,6,3,12,3,1,6,9,4,18,0.9390067988663072,8.092238051131693
Amridge University,321,147,Alabama,Midsize City,NA,89.01,64.88,99.04,1,1,3,1,0,2,2,1,5,0.8342283147279318,1.3635701569036405
Anderson University IndiaNA,1565,1431,IndiaNA,Small City,NA,99.09,92.46,99.99,3,2,6,2,1,3,5,3,9,3.308759712379645,1.3797128279557167
Anderson University South CaroliNA,2984,2550,South CaroliNA,Small City,private,100.0,100.0,100.0,26,13,53,14,7,28,40,20,81,37.672968779119586,2.4230661482401987
Andrews University,1704,1344,Michigan,Town,NA,99.97,98.08,100.0,5,3,11,3,1,6,8,4,17,1.4683789322231993,6.558090436541614
Angelo State University,8721,5332,Texas,Midsize City,NA,100.0,100.0,100.0,111,48,256,57,22,142,168,70,398,167.60502633784085,0.5470196995559687
AnNA Maria College,1121,866,Massachusetts,Rural,NA,98.4,90.2,99.95,3,2,5,1,1,2,4,3,7,3.768773894092373,0.3574529392573124
Antioch University - Seattle,90,17,Washington,Large City,NA,33.86,18.69,57.64,0,0,1,0,0,0,0,0,1,0.010961254644264366,0.40082040558079657
Appalachian State University,17014,16071,North CaroliNA,Town,public,100.0,100.0,100.0,22,10,48,10,5,23,32,15,71,20.535089322507844,11.787407452699114
AquiNAs College Michigan,1553,1317,Michigan,Midsize City,NA,99.32,90.33,100.0,3,2,7,2,1,4,5,3,11,4.670624951826024,0.30898978828709656
Arcadia University,2387,2177,Pennsylvania,Suburb,NA,99.95,98.29,100.0,5,3,10,2,1,5,7,4,15,2.8893575831656504,4.616169439064706
ArizoNA Christian University,784,646,ArizoNA,Large City,NA,99.61,94.98,100.0,4,2,7,2,1,3,6,3,10,4.529731525206863,0.9937963067513207
ArizoNA State University - Tempe,42429,38814,ArizoNA,Midsize City,NA,100.0,100.0,100.0,192,104,370,86,45,170,278,149,540,198.2349891785145,79.28811285216356
Arkansas Baptist College,597,496,Arkansas,Midsize City,NA,94.65,73.29,99.85,2,1,4,1,0,2,3,1,6,0.6136532239978602,2.2988884685786615
Arkansas State University - Main Campus,9608,6894,Arkansas,Small City,public,100.0,99.98,100.0,14,6,32,6,2,15,20,8,47,15.250616645094647,5.0517504440634715
Arkansas Tech University,10780,6729,Arkansas,Town,public,100.0,99.99,100.0,15,6,34,7,3,16,22,9,50,18.395367079959044,3.4241816296308785
Armstrong State University,6283,4513,Georgia,Midsize City,public,100.0,99.76,100.0,14,4,41,6,2,20,20,6,61,18.024981473559635,2.2506358814332
Asbury University,1731,1325,Kentucky,Town,NA,99.83,94.41,100.0,4,2,10,2,1,5,6,3,15,2.288423604894981,4.039572417495508
Ashford University,31543,31545,California,Large City,private,100.0,100.0,100.0,132,62,289,65,28,151,197,90,440,10.926432234413294,185.76879741646562
Ashland University,4812,3380,Ohio,Town,NA,100.0,99.79,100.0,8,4,15,4,2,7,12,6,22,10.411938613029854,1.2312000902662732
Assumption College,2085,1937,Massachusetts,Midsize City,private,99.92,98.07,100.0,5,3,9,2,1,4,7,4,13,5.247390934841128,1.9290756258544877
Point University,1925,1119,Georgia,Town,NA,99.92,90.55,100.0,5,2,13,2,1,7,7,3,20,5.195312608019181,1.8873720937904686
Auburn University,23968,21762,Alabama,Small City,public,100.0,100.0,100.0,95,43,203,45,19,102,140,62,305,69.52075340810349,70.44599583202157
Auburn University at Montgomery,4312,3239,Alabama,Midsize City,NA,100.0,100.0,100.0,15,7,31,7,3,15,22,10,46,20.92306791845583,1.4356744772552812
Augsburg University,2428,2033,Minnesota,Large City,NA,89.87,67.65,99.16,2,1,3,1,0,2,3,1,5,1.1363134768767247,1.147986749165654
AugustaNA College,2650,2637,Illinois,Small City,NA,98.96,90.57,99.99,3,2,7,1,1,3,4,3,10,3.634483752963897,0.9276986840130576
AugustaNA University,1746,1679,South Dakota,Midsize City,NA,96.54,83.66,99.83,2,1,4,1,1,2,3,2,6,2.1263421012362627,1.2320187595890018
Aurora University,3935,3461,Illinois,Suburb,private,99.95,98.15,100.0,5,3,11,2,1,5,7,4,16,5.385928940814602,2.2151402423812523
Austin College,1218,1204,Texas,Small City,NA,100.0,99.99,100.0,14,6,33,7,3,19,21,9,52,21.37809243483711,0.5165405035946877
Austin Peay State University,9591,7065,Tennessee,Midsize City,NA,100.0,100.0,100.0,23,9,57,10,4,26,33,13,83,31.142389001669248,2.0164820747722443
Ave Maria University,1071,1035,Florida,Rural,NA,99.99,98.93,100.0,6,3,13,3,1,7,9,4,20,6.561263832240557,2.4977911850437677
Averett University,929,890,Virginia,Town,NA,99.23,89.47,99.99,3,2,6,2,1,3,5,3,9,2.626792947975173,2.2176698821639884
Averett University - Non - TraditioNAl Programs,344,87,Virginia,Town,NA,83.61,53.74,96.59,1,1,2,1,0,1,2,1,3,1.8036262956156877,0.0
Avila University,1274,1077,Missouri,Large City,NA,97.71,78.92,99.99,3,1,6,1,0,3,4,1,9,1.4496017707426128,2.310184803802774
Azusa Pacific University,5674,5075,California,Suburb,private,100.0,100.0,100.0,25,13,51,12,6,25,37,19,76,31.05946309634965,5.699292779716276
Bacone College,936,864,Oklahoma,Town,private,99.81,93.38,100.0,4,2,9,2,1,5,6,3,14,1.5406988775212007,4.680678415845915
Baker University,1774,1062,Kansas,Town,NA,98.74,85.88,100.0,3,1,6,1,1,3,4,2,9,0.8117865590350762,3.5406752846261864
Baldwin Wallace University,3191,2958,Ohio,Suburb,NA,99.98,98.72,100.0,6,3,11,3,1,5,9,4,16,6.238751368220312,2.0456186036157855
Ball State University,17000,15203,IndiaNA,Small City,NA,100.0,100.0,100.0,33,19,61,15,9,30,48,28,91,42.97101667916881,5.465429848584028
Bard College,1941,1862,New York,Town,NA,99.96,98.36,100.0,5,3,10,2,1,5,7,4,15,1.6473552855376838,6.109327526192393
BarNArd College,2549,2514,New York,Large City,NA,100.0,99.8,100.0,8,4,16,4,2,8,12,6,24,2.6189468711981134,9.12044053513437
Barry University,3504,2991,Florida,Suburb,NA,100.0,100.0,100.0,24,12,48,11,6,24,35,18,72,30.097415628804715,5.0498946623526635
Barton College,888,830,North CaroliNA,Town,private,82.71,55.67,97.77,1,1,3,1,0,1,2,1,4,0.9778613963098973,0.7736101639457212
Bates College,1788,1787,Maine,Small City,NA,99.69,95.18,100.0,4,2,8,2,1,4,6,3,12,0.14878662371169224,5.599262358656267
Bay Path University,1946,1367,Massachusetts,Suburb,NA,99.75,96.56,100.0,4,2,7,2,1,4,6,3,11,5.217648638044458,0.7771325595680848
Baylor University,14311,14100,Texas,Midsize City,private,100.0,100.0,100.0,155,67,357,80,31,197,235,98,554,223.39520357866348,11.141926618114594
Beacon College,349,344,Florida,Suburb,private,91.72,72.67,99.32,2,1,3,1,0,2,3,1,5,1.347645475916629,1.1296746502601638
Becker College,1885,1530,Massachusetts,Midsize City,private,99.83,96.99,100.0,4,2,8,2,1,4,6,3,12,5.238893135756365,1.1059018121773347
Belhaven University,2479,1248,Mississippi,Midsize City,private,100.0,100.0,100.0,15,8,32,7,3,16,22,11,48,10.578314546824908,12.356970872779492
Bellarmine University,2539,2410,Kentucky,Large City,NA,99.9,95.59,100.0,5,2,11,2,1,5,7,3,16,4.426916008089946,2.444917902512413
Bellevue University,5743,4919,Nebraska,Suburb,NA,99.99,98.25,100.0,6,3,13,3,1,7,9,4,20,0.7121109198980742,8.260768807428216
Belmont Abbey College,1552,1381,North CaroliNA,Suburb,private,99.52,92.41,100.0,4,2,7,2,1,4,6,3,11,1.207236291740614,4.1014546990547265
Belmont University,6496,6161,Tennessee,Large City,NA,100.0,100.0,100.0,23,10,51,11,5,26,34,15,77,6.699354565931053,27.03674887347224
Beloit College,1407,1346,Wisconsin,Small City,NA,96.41,81.27,99.91,2,1,5,1,1,2,3,2,7,0.1474524278414587,3.1683442124890715
Bemidji State University,4819,3333,Minnesota,Town,NA,97.91,83.93,99.98,3,1,6,1,1,3,4,2,9,2.4057038188752458,1.45398946030858
Benedict College,2089,2077,South CaroliNA,Midsize City,NA,100.0,99.99,100.0,13,7,27,7,3,14,20,10,41,16.02739806800158,3.9176717605499047
Benedictine College,2080,1821,Kansas,Town,NA,99.67,92.57,100.0,4,2,8,2,1,4,6,3,12,0.42431077562130076,5.248807021913974
Benedictine University,2883,2473,Illinois,Suburb,private,99.36,93.37,100.0,4,2,7,2,1,3,6,3,10,4.218821011522317,0.8323564945139877
Bennett College,490,400,North CaroliNA,Large City,private,76.16,51.93,94.25,1,1,2,0,0,1,1,1,3,0.23608176371816453,1.194588186370078
Bennington College,775,724,Vermont,Town,NA,96.38,82.05,99.88,2,1,4,1,1,2,3,2,6,0.00010596276166283344,3.306633485872145
Bentley University,4270,4171,Massachusetts,Small City,private,100.0,99.98,100.0,11,6,20,5,3,10,16,9,30,7.966686641965276,7.762731861639857
Berea College,1668,1615,Kentucky,Town,NA,99.6,91.29,100.0,4,2,8,2,1,4,6,3,12,2.059581244405483,3.441067791635562
Berry College,1976,1945,Georgia,Suburb,private,99.98,95.41,100.0,6,2,15,3,1,7,9,3,22,4.282541671702447,3.98434557087807
Bethany College Kansas,777,710,Kansas,Town,NA,91.39,65.44,99.65,2,1,4,1,0,2,3,1,6,0.370475017779533,2.0636334489903327
Bethany College West Virginia,598,594,West Virginia,Rural,private,79.0,55.6,95.29,1,1,2,1,0,1,2,1,3,0.03133209683191255,1.5246535734538866
Bethany Lutheran College,651,522,Minnesota,Small City,NA,53.67,30.27,82.01,1,0,1,0,0,1,1,0,2,0.26289470497530343,0.5037847167902201
Bethel College - Mishawaka,1330,1044,IndiaNA,Small City,NA,98.14,88.43,99.97,3,1,5,1,1,3,4,2,8,2.780158203925211,1.1975418420084756
Bethel College - North Newton,502,489,Kansas,Town,NA,65.56,38.03,90.59,1,0,2,0,0,1,1,0,3,0.2564282149831567,0.8035688262690809
Bethel University Minnesota,2898,2407,Minnesota,Suburb,NA,94.44,74.76,99.89,2,1,4,1,0,2,3,1,6,1.1879147102912988,1.6967823161907203
Bethel University Tennessee,4830,3454,Tennessee,Town,NA,100.0,99.97,100.0,14,6,34,6,2,16,20,8,50,14.301337334136628,5.679688990965585
Bethune - Cookman University,3988,3755,Florida,Small City,private,100.0,100.0,100.0,30,15,61,14,7,31,44,22,92,36.72674236386934,7.408914882864235
Biola University,4047,3882,California,Suburb,private,100.0,100.0,100.0,18,9,38,9,4,18,27,13,56,22.467613502778846,4.324958687367696
Birmingham Southern College,1287,1272,Alabama,Midsize City,NA,99.94,96.34,100.0,5,2,11,2,1,5,7,3,16,3.7410735604569365,3.7135425525776333
Black Hills State University,3951,2195,South Dakota,Town,NA,100.0,99.75,100.0,7,4,14,4,2,8,11,6,22,9.00692084972818,1.7166908837520731
Blackburn College,557,546,Illinois,Town,private,64.83,41.4,89.29,1,0,2,0,0,1,1,0,3,0.798959790522236,0.24370660048593001
Bloomfield College,1839,1700,New Jersey,Suburb,NA,100.0,99.89,100.0,9,5,17,4,2,8,13,7,25,12.598392258995176,0.020301913730217933
Bloomsburg University of Pennsylvania,8578,7863,Pennsylvania,Small City,public,100.0,100.0,100.0,15,9,30,7,4,14,22,13,44,15.310701699636006,7.233951971476015
Blue Mountain College,590,531,Mississippi,Rural,NA,99.87,96.13,100.0,4,2,9,2,1,4,6,3,13,5.714048023908191,0.8594028149192319
Bluefield College,949,829,Virginia,Town,NA,98.88,85.9,99.98,3,1,6,2,1,3,5,2,9,3.5653077936589175,0.915688550562218
Bluefield State College,1380,1099,West Virginia,Town,NA,59.23,32.03,81.34,1,0,1,0,0,1,1,0,2,0.28582085455298645,0.6095659401603577
Bluffton University,735,660,Ohio,Town,NA,83.92,61.69,97.07,1,1,2,1,0,1,2,1,3,1.3902835446034028,0.43464368017560223
Boise State University,20744,12477,Idaho,Midsize City,public,100.0,100.0,100.0,58,23,151,31,11,90,89,34,241,53.57689956203874,35.49484322351591
Boston College,9924,9681,Massachusetts,Small City,private,100.0,100.0,100.0,29,16,55,13,7,27,42,23,82,10.983405317056127,31.04740531855419
Boston University,18086,16840,Massachusetts,Large City,private,100.0,100.0,100.0,56,30,110,26,13,54,82,43,164,17.131562954882128,64.60605713915338
Bowdoin College,1819,1813,Maine,Town,private,99.92,97.41,100.0,5,3,10,2,1,5,7,4,15,0.16238540114770714,6.992023675631843
Bowie State University,5185,4389,Maryland,Suburb,NA,100.0,99.97,100.0,10,6,19,5,2,9,15,8,28,12.620552831766583,2.2102742489204075
Bowling Green State University - Main Campus,14679,13104,Ohio,Town,public,100.0,100.0,100.0,25,13,48,12,6,23,37,19,71,29.714682078523484,6.803347622762483
Bradley University,4645,4512,Illinois,Midsize City,NA,99.97,98.67,100.0,6,3,12,3,1,5,9,4,17,6.211520724354246,1.9768727885747546
Brandeis University,3630,3620,Massachusetts,Small City,NA,100.0,99.98,100.0,11,6,21,5,3,10,16,9,31,3.6540536064480733,11.927114260476422
BreNAu University,1737,1080,Georgia,Small City,NA,99.74,84.56,100.0,4,1,11,2,1,6,6,2,17,4.815240775520082,1.1040613010526015
Brescia University,1177,715,Kentucky,Small City,NA,95.88,75.24,99.95,2,1,5,1,0,3,3,1,8,2.4620281542318416,0.7234731300153814
Brevard College,673,656,North CaroliNA,Town,NA,96.46,79.37,99.93,2,1,5,1,1,2,3,2,7,0.48423589035373515,2.8381025888911697
Brewton - Parker College,782,438,Georgia,Rural,NA,97.43,76.07,99.99,2,1,6,1,0,3,3,1,9,1.8794103213341278,1.7686140950758877
Briar Cliff University,943,720,Iowa,Small City,NA,96.88,76.46,99.98,2,1,6,1,0,3,3,1,9,1.1645667933160313,2.287237796759374
Bridgewater College,1880,1876,Virginia,Suburb,private,99.99,97.97,100.0,6,3,11,3,1,6,9,4,17,7.85940644513929,0.9988937925086543
Bridgewater State University,9562,7858,Massachusetts,Suburb,NA,100.0,100.0,100.0,27,16,50,13,7,24,40,23,74,39.268329570689644,0.8650832884463754
Brigham Young University - Hawaii,3138,2702,Hawaii,Town,private,100.0,99.95,100.0,11,5,26,6,2,14,17,7,40,0.0008514305572542829,17.028971624727852
Brigham Young University - Idaho,51883,17230,Idaho,Town,NA,100.0,100.0,100.0,187,83,453,94,38,254,281,121,707,37.76472140766612,243.41306549418218
Brigham Young University - Provo,31232,28156,Utah,Midsize City,NA,100.0,100.0,100.0,127,54,309,63,25,167,190,79,476,59.65970915242625,130.71661782889743
Brown University,6986,6666,Rhode Island,Midsize City,NA,100.0,100.0,100.0,22,12,44,10,5,22,32,17,66,0.24100489857240323,32.35466029833803
Bryan College - Dayton,1238,833,Tennessee,Town,NA,99.54,89.05,100.0,4,2,9,2,1,4,6,3,13,2.563738658171361,2.800739597384923
Bryant University,3476,3418,Rhode Island,Suburb,private,100.0,99.72,100.0,7,4,14,3,2,7,10,6,21,0.20860751876430966,10.46005689075911
Bryn Athyn College of the New Church,329,313,Pennsylvania,Suburb,private,58.95,38.17,82.87,1,0,1,0,0,1,1,0,2,0.4712257002587756,0.417471308814827
Bryn Mawr College,1340,1325,Pennsylvania,Suburb,NA,99.87,96.62,100.0,4,2,9,2,1,5,6,3,14,0.38855452477477986,6.21728957677789
Bucknell University,3608,3585,Pennsylvania,Town,private,100.0,99.93,100.0,9,5,18,4,2,9,13,7,27,1.793964508002707,11.924944693170414
BueNA Vista University,1805,1522,Iowa,Town,private,99.37,84.17,100.0,3,1,9,2,1,5,5,2,14,3.9266803415655924,1.1342237246036422
Butler University,4288,4182,IndiaNA,Large City,NA,100.0,99.84,100.0,8,4,16,4,2,8,12,6,24,6.491797984910668,5.418735439081331
Cabrini University,1687,1479,Pennsylvania,Suburb,private,99.73,96.07,100.0,4,2,8,2,1,4,6,3,12,1.870435345325403,4.033619107880115
Caldwell University,1605,1440,New Jersey,Suburb,NA,100.0,99.63,100.0,7,4,14,3,2,7,10,6,21,9.710114557697155,0.5587704127548169
California Baptist University,7421,6367,California,Large City,NA,100.0,100.0,100.0,37,19,74,17,8,36,54,27,110,50.153275353271475,3.142504964221234
California Institute of Technology,962,961,California,Midsize City,NA,99.72,94.47,100.0,4,2,8,2,1,4,6,3,12,2.3565379634836443,3.5008264261298647
California Lutheran University,2968,2858,California,Midsize City,private,100.0,100.0,100.0,15,8,30,7,3,14,22,11,44,18.010683006624998,3.3390844246239144
California State University Maritime Academy,1050,1007,California,Midsize City,NA,99.88,96.99,100.0,5,2,9,2,1,4,7,3,13,6.425591092977142,0.27109212321623555
California Polytechnic State University - San Luis Obispo,21348,20584,California,Suburb,NA,100.0,100.0,100.0,104,54,212,48,24,102,152,78,314,139.73831017005188,11.727856408380656
California State Polytechnic University - PomoNA,24318,21668,California,Suburb,NA,100.0,100.0,100.0,122,64,246,56,28,117,178,92,363,176.73302882039295,1.6768164430950105
California State University - Bakersfield,8816,7502,California,Large City,NA,100.0,100.0,100.0,44,23,89,20,10,43,64,33,132,63.809486036067995,0.9411065400224404
California State University - Channel Islands,7054,5858,California,Suburb,NA,100.0,100.0,100.0,35,19,71,16,8,34,51,27,105,51.62428197022866,0.0
California State University - Chico,16709,15446,California,Small City,NA,100.0,100.0,100.0,83,44,168,38,19,80,121,63,248,119.96388291125434,1.4983716533728282
California State University - Dominguez Hills,13279,10084,California,Small City,NA,100.0,100.0,100.0,67,35,134,30,15,64,97,50,198,96.70587779339402,0.3274566417471897
California State University - East Bay,13473,11539,California,Midsize City,NA,100.0,100.0,100.0,67,35,135,31,15,64,98,50,199,97.02057075125053,0.6521202467016196
California State University - Fresno,22260,19432,California,Large City,NA,100.0,100.0,100.0,112,59,225,51,26,107,163,85,332,161.64240372504116,1.2783790850058503
California State University - Fullerton,35161,28475,California,Suburb,public,100.0,100.0,100.0,177,93,355,81,41,169,258,134,524,256.2698443084061,0.942930301132325
California State University - Long Beach,31564,27507,California,Large City,public,100.0,100.0,100.0,158,83,317,72,36,151,230,119,468,228.42317675854505,1.6155567064240115
California State University - Los Angeles,24820,21004,California,Large City,public,100.0,100.0,100.0,125,65,251,57,29,119,182,94,370,180.61912092787685,1.2572632151696328
California State University - Monterey Bay,6762,6109,California,Suburb,NA,100.0,100.0,100.0,34,18,68,16,8,33,50,26,101,48.543218359586994,0.8173199125842693
California State University - Northridge,35836,29739,California,Large City,NA,100.0,100.0,100.0,180,94,361,82,41,171,262,135,532,260.5730875460719,1.0829837868655867
California State University - Sacramento,28449,23491,California,Large City,public,100.0,100.0,100.0,143,75,287,65,33,137,208,108,424,206.47517255827347,1.3231348203013038
California State University - San BerNArdino,18324,16381,California,Midsize City,public,100.0,100.0,100.0,92,48,185,42,21,88,134,69,273,133.5176354217255,0.3662767851299238
California State University - San Marcos,14616,11634,California,Suburb,NA,100.0,100.0,100.0,73,38,147,34,17,70,107,55,217,106.52722545486934,0.5016730612965359
California State University - Stanislaus,9058,7621,California,Suburb,NA,100.0,100.0,100.0,45,24,91,21,10,43,66,34,134,66.02697362282434,0.19776013916178176
California University of Pennsylvania,5553,4534,Pennsylvania,Suburb,public,100.0,99.88,100.0,8,5,16,4,2,8,12,7,24,10.710050783951646,1.4534307456729072
Calumet College of Saint Joseph,624,427,IndiaNA,Suburb,private,79.37,59.36,94.71,1,1,2,1,0,1,2,1,3,1.3372189511171622,0.23896109558876344
Calvin College,3737,3524,Michigan,Midsize City,NA,100.0,99.78,100.0,8,4,18,4,2,9,12,6,27,6.974799928060197,5.4919671679904525
Cambridge College,750,221,Massachusetts,Large City,private,95.83,83.37,99.72,2,1,4,1,1,2,3,2,6,3.1696790586165844,0.001849476427968334
Cameron University,4149,2814,Oklahoma,Small City,NA,100.0,99.71,100.0,10,4,23,5,2,12,15,6,35,10.886663077677328,3.5319952545100874
Campbell University,4382,3634,North CaroliNA,Town,NA,100.0,99.04,100.0,7,3,14,3,1,7,10,4,21,4.960399785396434,4.940174301635249
Campbellsville University,3704,2128,Kentucky,Town,private,100.0,99.14,100.0,7,3,18,4,1,9,11,4,27,8.333018368169311,2.557833964480665
Canisius College,2397,2303,New York,Large City,private,99.92,98.62,100.0,5,3,8,2,1,4,7,4,12,6.5401164945202055,0.5944109134501079
Capella University,9208,1382,Minnesota,Large City,NA,100.0,100.0,100.0,30,14,66,15,6,34,45,20,100,0.16403760517054056,44.25074402242037
Capital University,2703,2493,Ohio,Suburb,NA,99.87,96.97,100.0,5,2,9,2,1,4,7,3,13,5.680301339379617,0.9901875714800467
CardiNAl Stritch University,1542,901,Wisconsin,Suburb,NA,67.48,45.68,89.1,1,0,1,0,0,1,1,0,2,0.6723428109084942,0.44892147793182663
Carleton College,2068,2055,Minnesota,Town,NA,99.92,97.1,100.0,5,2,10,2,1,5,7,3,15,0.2444268951216664,6.884105435977513
Carlos Albizu University - Miami,376,291,Florida,Suburb,NA,99.42,92.99,100.0,3,2,7,2,1,3,5,3,10,5.118330292370227,0.0
Carlow University,1365,1075,Pennsylvania,Large City,NA,94.62,80.24,99.66,2,1,4,1,1,2,3,2,6,2.6020752483587652,0.31632378472139283
Carnegie Mellon University,6530,6298,Pennsylvania,Large City,NA,100.0,100.0,100.0,21,11,42,10,5,21,31,16,63,2.657878291810462,28.258632427628697
Carroll College,1360,1287,MontaNA,Town,NA,99.91,74.14,100.0,4,1,29,3,0,26,7,1,55,4.36110881440534,2.6631280363904595
Carroll University,2983,2737,Wisconsin,Small City,NA,91.5,74.68,99.16,2,1,3,1,0,2,3,1,5,1.09909932561688,1.363994873606301
Carson - Newman University,1688,1608,Tennessee,Suburb,NA,99.93,94.91,100.0,5,2,12,2,1,6,7,3,18,4.104727490191363,3.129047017807918
Carthage College,2740,2596,Wisconsin,Suburb,NA,97.32,85.61,99.94,3,1,5,1,1,2,4,2,7,0.43430527381289713,3.181292481585017
Case Western Reserve University,5147,4978,Ohio,Large City,private,100.0,99.99,100.0,12,6,24,6,3,12,18,9,36,4.864824100612243,12.840731633054824
Castleton University,1857,1590,Vermont,Town,NA,88.39,69.45,98.24,1,1,3,1,0,1,2,1,4,0.007092882358805914,2.1410159915621616
Catawba College,1322,1268,North CaroliNA,Suburb,NA,95.56,77.16,99.88,2,1,4,1,0,2,3,1,6,1.5090453646757676,1.5949104407084465
Catholic University of America,3308,3194,District of Columbia,Large City,NA,100.0,99.92,100.0,9,5,18,4,2,9,13,7,27,0.08326150469307217,13.524214558390051
Cazenovia College,897,713,New York,Town,NA,94.6,81.38,99.59,2,1,4,1,1,2,3,2,6,1.9953880923414198,0.9173692573017955
Cedar Crest College,1432,931,Pennsylvania,Midsize City,NA,97.52,87.13,99.93,3,1,5,1,1,2,4,2,7,2.0502451520030935,1.641990269906803
Cedarville University,3536,3109,Ohio,Town,private,100.0,99.45,100.0,7,4,14,3,2,7,10,6,21,2.860011863184143,7.458559354753819
CenteNAry University,1366,1125,New Jersey,Suburb,private,99.98,99.07,100.0,6,3,12,3,1,6,9,4,18,7.798349793504656,0.8588915270336669
CenteNAry College of LouisiaNA,536,524,LouisiaNA,Midsize City,NA,99.55,90.41,100.0,4,2,8,2,1,4,6,3,12,2.4997912301703975,2.864596378952652
Central Baptist College,745,599,Arkansas,Small City,private,91.23,64.39,99.61,2,1,4,1,0,2,3,1,6,1.1276989681583867,1.2941846887770034
Central Christian College of Kansas,869,730,Kansas,Town,NA,99.42,89.22,100.0,3,2,8,2,1,4,5,3,12,0.21675976183659104,4.883384394156103
Central College,1232,1198,Iowa,Town,NA,98.17,77.1,100.0,3,1,7,1,0,4,4,1,11,2.9771104947079055,1.010865616588558
Central Connecticut State University,9550,7605,Connecticut,Suburb,NA,99.78,97.65,100.0,4,3,7,2,1,3,6,4,10,4.210795457376904,1.90608413766069
Central Methodist University - College of Liberal Arts & Sciences,1058,1034,Missouri,Town,NA,90.68,60.45,99.74,2,1,4,1,0,2,3,1,6,1.674480327063066,0.692232278980475
Central Michigan University,17801,15585,Michigan,Town,NA,100.0,100.0,100.0,39,19,86,19,8,44,58,27,130,55.90656126547123,1.8841452109892505
