school,real_size,size,state,setting,status,meanprob,lowprob,highprob,meaNActive,lowactive,highactive,meanincub,lowincub,highincub,meantot,lowtot,hightot,instate,outstate
Emmanuel College Georgia,954,822,Georgia,Town,NA,99.2,77.95,100.0,3,1,10,2,0,5,5,1,15,1.6833402710599221,3.110729735691729
Emmanuel College Massachusetts,1947,1804,Massachusetts,Large City,NA,99.83,94.74,100.0,4,2,9,2,1,5,6,3,14,5.2951971258003105,1.074744385243683
Emory and Henry College,999,966,Virginia,Rural,NA,99.8,84.49,100.0,4,1,9,2,1,5,6,2,14,4.7085274197836275,1.4944125538139816
Emory University,6938,6794,Georgia,Large City,NA,100.0,100.0,100.0,21,8,56,11,4,30,32,12,86,4.511743400922233,27.532037368472793
Emporia State University,3605,3340,Kansas,Town,NA,94.45,66.53,99.81,2,1,4,1,0,2,3,1,6,1.8795288434472535,1.0092971182400332
Endicott College,3348,2946,Massachusetts,Suburb,NA,99.99,98.37,100.0,6,3,13,3,1,7,9,4,20,6.629519454002773,2.3218673016820266
Erskine College,573,568,South CaroliNA,Rural,NA,99.99,97.46,100.0,6,3,14,3,1,7,9,4,21,8.592293251949211,0.5171969818380833
Eureka College,615,593,Illinois,Town,private,51.3,30.72,82.72,0,0,1,0,0,1,0,0,2,0.6843137176192787,0.03482948261146763
Evangel University,1632,1461,Missouri,Midsize City,NA,98.73,80.1,100.0,3,1,8,1,1,4,4,2,12,0.6443918051407196,3.7040042104387743
Everglades University,2101,2099,Florida,Small City,NA,100.0,100.0,100.0,16,7,38,9,4,21,25,11,59,23.239799769687046,1.8506617856668024
Fairfield University,4118,3879,Connecticut,Suburb,private,100.0,99.55,100.0,8,4,17,4,2,9,12,6,26,0.4203393403432859,11.004200358326303
Fairleigh Dickinson University - Florham Campus,2747,2640,New Jersey,Suburb,NA,100.0,99.79,100.0,9,4,22,5,2,12,14,6,34,12.37562163701666,1.4948256526230093
Fairleigh Dickinson University - Metropolitan Campus,5471,2374,New Jersey,Suburb,NA,100.0,100.0,100.0,19,8,46,10,4,24,29,12,70,26.024797178513783,2.4896232864044356
Fairmont State University,3661,3108,West Virginia,Town,public,83.25,45.16,98.42,1,0,3,1,0,1,2,0,4,0.5511130342407574,1.230792403394706
Farmingdale State College,9552,7407,New York,Suburb,NA,100.0,100.0,100.0,16,8,32,8,4,17,24,12,49,23.544080630016808,0.10405478354218965
Faulkner University,2673,1744,Alabama,Midsize City,NA,100.0,98.88,100.0,8,3,20,4,1,11,12,4,31,8.900318840383799,3.543928916499129
Fayetteville State University,5394,3905,North CaroliNA,Midsize City,NA,99.89,92.41,100.0,5,2,12,2,1,6,7,3,18,5.080537940741285,1.7096833845590733
Felician University,1626,1430,New Jersey,Suburb,NA,99.99,97.99,100.0,6,3,14,3,1,7,9,4,21,8.444216105794366,0.37027027802284396
Ferris State University,12513,8469,Michigan,Town,public,100.0,100.0,100.0,27,9,77,14,5,43,41,14,120,40.395529444319436,1.4090451580110128
Ferrum College,1137,1118,Virginia,Rural,NA,99.97,90.92,100.0,5,2,11,3,1,7,8,3,18,7.615749865806615,0.59577750281381
Finlandia University,399,336,Michigan,Town,NA,77.26,39.86,98.88,1,0,3,1,0,2,2,0,5,1.0841912483150673,0.3927794755842164
Fisk University,663,639,Tennessee,Large City,NA,86.85,50.6,99.66,1,0,4,1,0,2,2,0,6,0.5044956710366378,1.5188954225977138
Fitchburg State University,4119,3386,Massachusetts,Suburb,public,100.0,99.95,100.0,11,5,23,6,3,13,17,8,36,15.952938876616198,0.2705417987174487
Five Towns College,626,591,New York,Suburb,NA,80.83,56.77,96.92,1,1,2,1,0,1,2,1,3,1.3619314626114056,0.28732498770819437
Flagler College - St Augustine,2681,2591,Florida,Suburb,NA,100.0,100.0,100.0,18,7,41,9,4,23,27,11,64,22.86879402623738,4.135194426297504
Florida Agricultural and Mechanical University,8027,6875,Florida,Midsize City,NA,100.0,100.0,100.0,67,28,154,35,14,85,102,42,239,96.43181283743705,5.576482897816014
Florida Atlantic University,25033,16325,Florida,Small City,public,100.0,100.0,100.0,227,97,520,121,50,288,348,147,808,340.92459777076664,7.025955417958736
Florida Gulf Coast University,13857,10973,Florida,Suburb,NA,100.0,100.0,100.0,125,53,287,67,27,159,192,80,446,188.60447974007195,3.412179993424327
Florida Institute of Technology,3634,3269,Florida,Small City,private,100.0,100.0,100.0,21,9,47,11,4,26,32,13,73,24.990946878769467,6.5397716763367955
Florida InterNAtioNAl University,47621,26655,Florida,Suburb,public,100.0,100.0,100.0,447,190,1025,239,98,568,686,288,1593,679.1334334994817,6.353540132348952
Florida Memorial University,1173,1129,Florida,Suburb,private,100.0,99.84,100.0,10,4,23,5,2,13,15,6,36,14.691827440606753,0.5574354475208994
Florida Southern College,2615,2356,Florida,Midsize City,NA,100.0,100.0,100.0,17,7,40,9,4,22,26,11,62,23.714687121302617,2.604523837543359
Florida State University,33009,29286,Florida,Midsize City,NA,100.0,100.0,100.0,299,127,688,160,65,381,459,192,1069,449.4511978446628,9.489335218773311
Fontbonne University,892,765,Missouri,Suburb,NA,71.81,34.49,97.82,1,0,3,0,0,1,1,0,4,0.861110337102178,0.40329205742601026
Fordham University,9595,9132,New York,Large City,NA,100.0,100.0,100.0,21,10,48,11,5,25,32,15,73,10.197152296425033,21.858062063374483
Fort Hays State University,12499,5889,Kansas,Town,NA,100.0,99.42,100.0,9,3,19,4,2,10,13,5,29,5.5996799972049525,7.368769615956096
Fort Lewis College,3303,2921,Colorado,Town,public,99.85,88.77,100.0,4,1,13,2,1,7,6,2,20,1.6554443374537053,4.800298719772461
Fort Valley State University,2345,2115,Georgia,Town,NA,99.85,72.14,100.0,4,1,17,2,0,10,6,1,27,5.289798933185395,1.1757059598253181
Framingham State University,4128,3558,Massachusetts,Small City,public,100.0,99.96,100.0,11,5,24,6,3,13,17,8,37,16.693761367984127,0.16938674144627994
Francis Marion University,3462,3006,South CaroliNA,Suburb,public,100.0,100.0,100.0,44,18,101,21,8,50,65,26,151,64.8238616183503,0.5278571233887198
Franciscan University of Steubenville,2201,2011,Ohio,Small City,NA,99.95,95.35,100.0,5,2,12,3,1,6,8,3,18,0.7512144269692645,6.926779245819421
Franklin and Marshall College,2281,2263,Pennsylvania,Small City,NA,99.91,95.95,100.0,5,2,10,2,1,6,7,3,16,1.1549136248289287,5.790255634926505
Franklin College,1017,962,IndiaNA,Suburb,private,94.08,75.53,99.79,2,1,4,1,0,2,3,1,6,2.598786701422697,0.22431793197885827
Franklin Pierce University,1712,1563,New Hampshire,Rural,NA,98.62,85.4,99.99,3,1,6,1,1,3,4,2,9,0.16356564018722752,4.10968518601386
Welch College,344,222,Tennessee,Rural,private,64.27,28.98,94.58,1,0,2,0,0,1,1,0,3,0.31951392498987063,0.7053573627275789
Freed - Hardeman University,1469,1261,Tennessee,Town,NA,99.32,81.25,100.0,3,1,9,2,1,5,5,2,14,1.8414091992837283,3.1311505186385626
Fresno Pacific University,2803,2342,California,Large City,private,100.0,99.94,100.0,11,5,26,6,2,14,17,7,40,16.21705203147394,0.21806341966349793
Friends University,1149,906,Kansas,Large City,NA,80.62,46.21,97.89,1,0,3,1,0,1,2,0,4,0.5143672542645604,1.1224212322563625
Frostburg State University,4726,3849,Maryland,Suburb,public,100.0,99.49,100.0,8,4,18,4,2,10,12,6,28,11.0988744775606,0.9717170727366592
Full Sail University,16908,16908,Florida,Suburb,NA,100.0,100.0,100.0,73,30,174,38,15,93,111,45,267,62.18056260216394,48.079300800671994
Furman University,2732,2658,South CaroliNA,Suburb,NA,100.0,99.99,100.0,16,6,38,8,3,19,24,9,57,14.972902819455914,8.350006199519159
Gallaudet University,1125,1074,District of Columbia,Large City,NA,99.17,85.49,100.0,3,1,7,2,1,4,5,2,11,0.05894414164575966,4.712965430874699
Gannon University,3074,2530,Pennsylvania,Small City,private,99.8,95.49,100.0,4,2,9,2,1,5,6,3,14,4.063047775889528,2.1514903052465733
Gardner - Webb University,2218,1781,North CaroliNA,Town,NA,99.98,96.17,100.0,6,2,14,3,1,7,9,3,21,1.5070068371535301,6.8555208186884125
Geneva College,1412,1247,Pennsylvania,Suburb,NA,96.8,80.36,99.96,2,1,5,1,1,3,3,2,8,1.7894815505591093,1.6448550837588598
George Fox University,2700,2494,Oregon,Town,private,99.99,98.75,100.0,6,3,15,3,2,8,9,5,23,2.9004137700464376,6.033825941436814
George Mason University,25006,20221,Virginia,Suburb,NA,100.0,100.0,100.0,117,36,254,67,19,151,184,55,405,165.1084517111672,18.760617921152527
George Washington University,11996,10893,District of Columbia,Large City,NA,100.0,100.0,100.0,31,14,73,16,7,39,47,21,112,0.33647280856121137,47.200100656762835
Georgetown College,1059,976,Kentucky,Town,private,92.63,59.52,99.94,2,1,5,1,0,3,3,1,8,2.1626382638242854,0.4414666054138431
Georgetown University,7465,6987,District of Columbia,Large City,private,100.0,100.0,100.0,19,8,46,10,4,24,29,12,70,0.2726166551116384,29.10958491322509
Georgia College & State University,5987,5442,Georgia,Town,NA,100.0,89.25,100.0,10,2,43,5,1,24,15,3,67,14.611785027281767,0.06333726453977957
Georgia Gwinnett College,12290,8289,Georgia,Suburb,public,100.0,99.25,100.0,20,3,89,10,2,50,30,5,139,29.75450732029028,0.9816544326876385
Georgia Institute of Technology - Main Campus,15576,13974,Georgia,Large City,NA,100.0,100.0,100.0,38,11,127,20,5,70,58,16,197,26.380486631639652,31.525587418548465
Georgia Southern University,17763,15755,Georgia,Town,NA,100.0,99.98,100.0,31,6,131,16,3,74,47,9,205,41.7947943462872,5.569240902846851
Georgia Southwestern State University,2604,1779,Georgia,Town,public,99.86,65.55,100.0,4,1,19,2,0,11,6,1,30,6.256251559738693,0.28855939919381035
Georgia State University,25771,19882,Georgia,Large City,NA,100.0,100.0,100.0,43,7,185,22,3,105,65,10,290,60.793540283467856,4.243749764407726
Georgian Court University,1612,1343,New Jersey,Small City,private,99.98,97.57,100.0,6,2,13,3,1,7,9,3,20,7.951406116669317,0.40300793139094643
Gettysburg College,2411,2404,Pennsylvania,Small City,NA,99.9,95.62,100.0,5,2,10,2,1,5,7,3,15,1.2038660076709713,5.649311770327193
Glenville State College,1655,1037,West Virginia,Town,NA,69.21,30.75,93.12,1,0,2,0,0,1,1,0,3,0.23935260506883796,0.9350642846550302
Goddard College,189,173,Vermont,Rural,NA,49.83,23.55,79.68,0,0,1,0,0,1,0,0,2,0.0,0.6877927789050156
Gonzaga University,5194,5106,Washington,Midsize City,private,100.0,100.0,100.0,18,8,60,9,4,27,27,12,87,14.141234559647787,12.944522730583683
Gordon College,1593,1528,Massachusetts,Suburb,NA,99.09,87.81,100.0,3,1,7,2,1,4,5,2,11,2.163538412290429,2.5285838587280796
Goshen College,888,816,IndiaNA,Small City,private,90.89,66.98,99.58,2,1,4,1,0,2,3,1,6,1.4394970735153203,0.9525531388838758
Goucher College,1534,1447,Maryland,Small City,NA,99.39,89.17,100.0,3,1,8,2,1,4,5,2,12,0.7184145414728074,4.362910354263882
Grace Bible College,873,822,Michigan,Small City,NA,94.71,65.16,99.97,2,1,5,1,0,3,3,1,8,2.404373651626159,0.5290460941350068
Grace College and Theological SemiNAry,1761,1439,IndiaNA,Town,private,99.22,89.3,100.0,3,1,7,2,1,4,5,2,11,2.5823039105045824,2.267666578559608
Graceland University - Lamoni,1405,1061,Iowa,Rural,private,99.99,97.23,100.0,6,2,15,3,1,8,9,3,23,1.0079855456452913,8.03456636499231
Grambling State University,4075,3734,LouisiaNA,Town,NA,100.0,99.97,100.0,14,6,37,7,3,19,21,9,56,12.984107762200004,8.715325704186993
Grand Canyon University,49564,15998,ArizoNA,Large City,NA,100.0,100.0,100.0,166,72,410,83,35,206,249,107,616,77.43204647663401,171.52963544187637
Grand Valley State University,21935,19373,Michigan,Suburb,NA,100.0,100.0,100.0,48,17,135,25,8,76,73,25,211,71.6147651371268,1.7766467162517885
Grand View University,1787,1574,Iowa,Midsize City,NA,99.56,70.93,100.0,4,1,13,2,0,7,6,1,20,4.071141620467372,1.337816820963171
Granite State College,1758,807,New Hampshire,Town,NA,56.27,0.0,93.49,1,0,2,0,0,1,1,0,3,0.8269151809465392,6.608089771889387e-05
Grantham University,7817,3296,Kansas,Suburb,NA,100.0,100.0,100.0,24,9,61,12,4,31,36,13,92,0.11900821900670586,36.0385487784074
Greensboro College,944,772,North CaroliNA,Large City,NA,97.61,75.47,99.99,2,1,6,1,0,3,3,1,9,0.5206204956943367,3.1957359291450387
Greenville University,988,887,Illinois,Town,NA,80.99,52.63,98.48,1,0,3,1,0,1,2,0,4,0.7071241748732547,0.9501730585229252
Grinnell College,1717,1662,Iowa,Town,private,99.53,87.4,100.0,4,1,10,2,1,5,6,2,15,0.8091883963652478,4.536141517679536
Grove City College,2376,2315,Pennsylvania,Town,NA,99.85,93.71,100.0,4,2,10,2,1,5,6,3,15,1.8529383431321274,4.657169163996169
Guilford College,1669,1429,North CaroliNA,Large City,NA,99.15,83.49,100.0,3,1,7,2,1,4,5,2,11,0.8078593898705224,3.948854923097533
Gustavus Adolphus College,2184,2150,Minnesota,Town,private,86.07,49.24,99.9,1,0,5,1,0,2,2,0,7,0.6035315146919413,1.360840369341873
Gwynedd Mercy University,2081,1934,Pennsylvania,Suburb,private,99.18,90.68,100.0,3,2,7,2,1,4,5,3,11,3.0985045287796535,1.7022054065817982
Hamilton College,1894,1886,New York,Suburb,private,99.85,94.76,100.0,4,2,10,2,1,5,6,3,15,1.4807909357120375,5.000744569322999
Hamline University,2166,2082,Minnesota,Large City,NA,88.03,57.33,99.6,1,1,4,1,0,2,2,1,6,0.5745059526254963,1.5412748452167595
Hampden - Sydney College,1044,1039,Virginia,Rural,NA,99.92,87.84,100.0,5,1,10,3,1,6,8,2,16,5.973629982750404,1.11430676594193
Hampshire College,1264,1268,Massachusetts,Suburb,private,98.67,84.48,100.0,3,1,7,1,1,4,4,2,11,0.9470742077146819,3.3598909042538834
Hampton University,3796,3651,Virginia,Midsize City,NA,100.0,99.88,100.0,12,4,28,7,2,16,19,6,44,7.875472908534894,10.707791256167022
Hannibal - LaGrange University,913,706,Missouri,Town,NA,76.43,40.78,98.46,1,0,3,0,0,1,1,0,4,0.6893493729412349,0.7535989115255908
Hanover College,1096,1081,IndiaNA,Town,NA,95.49,75.42,99.93,2,1,5,1,0,3,3,1,8,1.8268426600910077,1.2660499231244844
Hardin - Simmons University,1741,1585,Texas,Midsize City,NA,99.99,97.58,100.0,7,3,16,3,1,7,10,4,23,9.441695136925839,0.3399320381613643
Harding University,4187,3945,Arkansas,Town,NA,100.0,99.4,100.0,10,3,25,5,2,12,15,5,37,1.2648207870064665,13.00389543772994
Harris - Stowe State University,1441,1163,Missouri,Large City,NA,81.78,42.11,99.53,1,0,4,1,0,2,2,0,6,1.4697666396322315,0.23203376311507676
Harrisburg University of Science and Technology,509,463,Pennsylvania,Small City,NA,62.89,39.61,88.47,1,0,1,0,0,1,1,0,2,0.8122469449346312,0.17789742429853506
Hartwick College,1198,1180,New York,Town,private,95.53,78.77,99.86,2,1,4,1,1,2,3,2,6,2.2731874230495825,0.8295341071708657
Harvard University,9964,7147,Massachusetts,Midsize City,NA,100.0,100.0,100.0,27,11,67,14,6,34,41,17,101,6.2506897709169005,34.23474957243075
Harvey Mudd College,867,844,California,Suburb,NA,97.67,80.79,99.99,2,1,6,1,1,3,3,2,9,2.1638501799195997,1.5863269055282365
Hastings College,1156,1073,Nebraska,Town,NA,49.72,24.6,84.01,0,0,1,0,0,1,0,0,2,0.10176599745075778,0.5844803171171097
Haverford College,1293,1294,Pennsylvania,Suburb,private,98.74,85.68,100.0,3,1,7,1,1,4,4,2,11,0.31909701408146224,4.042793958784968
Hawaii Pacific University,3565,2411,Hawaii,Large City,NA,99.95,95.68,100.0,5,2,13,3,1,7,8,3,20,0.00016611590111502078,7.575532545546457
Heidelberg University,1049,1031,Ohio,Town,NA,94.71,68.83,99.91,2,1,5,1,0,2,3,1,7,1.601940375433159,1.3285582002813865
Henderson State University,2838,2565,Arkansas,Town,public,99.27,78.16,100.0,3,1,9,2,0,4,5,1,13,2.848455246264792,2.06892699351839
Hendrix College,1240,1228,Arkansas,Small City,NA,97.02,72.08,99.99,2,1,6,1,0,3,3,1,9,0.6921154993976723,2.8131479684338316
Heritage University,812,734,Washington,Rural,private,99.08,92.48,99.99,3,2,6,2,1,4,5,3,10,4.673456435667075,0.0
Herzing University - Atlanta,593,365,Georgia,Large City,NA,76.61,19.68,99.88,1,0,4,0,0,2,1,0,6,1.4509022975850783,0.0
High Point University,4467,4418,North CaroliNA,Midsize City,NA,100.0,99.63,100.0,9,4,21,5,2,11,14,6,32,1.0552039931889046,12.563721209189781
Hilbert College,744,680,New York,Suburb,private,84.1,61.34,97.72,1,1,2,1,0,1,2,1,3,1.7828920965094766,0.05368908732163814
Hiram College,1209,853,Ohio,Town,NA,94.97,69.74,99.92,2,1,5,1,0,2,3,1,7,2.011693699234576,0.9710675213097923
Hobart and William Smith Colleges,2239,2220,New York,Town,private,99.83,95.03,100.0,4,2,9,2,1,5,6,3,14,2.3128072474164596,4.028536413218373
Hodges University,1076,573,Florida,Suburb,NA,100.0,99.83,100.0,10,4,23,5,2,13,15,6,36,14.914430886676552,0.21895710905241278
Hofstra University,6863,6494,New York,Suburb,NA,100.0,99.99,100.0,14,7,30,7,3,16,21,10,46,9.174465579955015,11.534307745571397
Hollins University,647,632,Virginia,Suburb,NA,98.31,71.58,100.0,3,1,7,1,0,4,4,1,11,2.6726338913006713,1.3928742476786473
Holy Cross College,555,526,IndiaNA,Suburb,NA,81.62,53.8,98.09,1,1,3,1,0,1,2,1,4,0.8268866777254035,0.8621580429329231
Holy Family University,2095,1630,Pennsylvania,Large City,private,99.24,90.94,100.0,3,2,7,2,1,4,5,3,11,3.073121811750446,1.7953253720823907
Holy Names University,591,543,California,Large City,private,95.68,75.3,99.96,2,1,5,1,0,3,3,1,8,3.0684105010335307,0.06387428255441363
Hood College,1132,1048,Maryland,Small City,NA,96.88,76.1,99.99,2,1,6,1,0,3,3,1,9,2.0594550188887144,1.3994949292656242
Hope College,3150,3019,Michigan,Small City,private,99.99,97.17,100.0,6,2,17,3,1,10,9,3,27,7.288364511543876,2.49454070667889
Hope InterNAtioNAl University,866,579,California,Suburb,NA,98.94,86.95,100.0,3,1,7,2,1,4,5,2,11,4.203545021647091,0.3312295206481227
Houghton College,1036,971,New York,Rural,private,93.25,72.54,99.72,2,1,4,1,0,2,3,1,6,1.5055533259413356,1.1855935066060517
Houston Baptist University,2320,2098,Texas,Large City,NA,100.0,99.33,100.0,9,4,22,4,1,9,13,5,31,12.891106705669879,0.2520036154363515
Howard Payne University,980,860,Texas,Town,private,99.61,87.78,100.0,4,1,9,2,1,4,6,2,13,5.3651178284101535,0.16992928759342654
Howard University,6354,6090,District of Columbia,Large City,NA,100.0,100.0,100.0,18,7,44,9,4,23,27,11,67,0.16946440723155903,27.399114938223253
Humboldt State University,7860,7270,California,Town,NA,100.0,100.0,100.0,29,13,74,15,6,38,44,19,112,41.361464094856615,2.7937891924579525
Humphreys University - Stockton and Modesto Campuses,324,208,California,Large City,NA,85.36,57.64,99.09,1,1,3,1,0,2,2,1,5,1.9155395035353835,0.0
Huntingdon College,1101,878,Alabama,Midsize City,private,99.84,91.1,100.0,4,2,10,2,1,5,6,3,15,3.5796606786467278,2.8004805690186023
Huntington University,1075,859,IndiaNA,Town,NA,94.53,74.44,99.87,2,1,4,1,0,2,3,1,6,1.922992273780008,0.9788131778444892
Huston - Tillotson University,1052,1003,Texas,Large City,NA,99.75,89.75,100.0,4,2,10,2,1,4,6,3,14,5.815536859700697,0.14703765320043455
Idaho State University,10565,6279,Idaho,Small City,public,100.0,100.0,100.0,48,7,186,28,4,109,76,11,295,72.50316574069006,3.997822433191066
Illinois College,956,950,Illinois,Town,NA,76.38,47.92,97.65,1,0,2,0,0,1,1,0,3,0.9340882245503155,0.5069613912937001
Illinois Institute of Technology,2895,2631,Illinois,Large City,NA,99.28,89.38,100.0,3,1,8,2,1,4,5,2,12,2.412205854607958,2.5170741073808345
Illinois State University,18336,17165,Illinois,Suburb,NA,100.0,100.0,100.0,14,7,35,7,4,18,21,11,53,20.676538977866507,0.7161040491127353
Illinois Wesleyan University,1650,1646,Illinois,Small City,NA,86.62,62.37,99.36,1,1,3,1,0,2,2,1,5,1.6377908308354738,0.3717387168968879
Immaculata University,1481,885,Pennsylvania,Suburb,NA,97.63,83.6,99.98,2,1,6,1,1,3,3,2,9,1.8166773188046885,1.9181004831029813
IndiaNA State University,11578,9369,IndiaNA,Small City,public,100.0,100.0,100.0,20,10,42,10,5,23,30,15,65,27.897123628908545,2.3563190160457546
IndiaNA University - Bloomington,33427,32212,IndiaNA,Small City,public,100.0,100.0,100.0,59,29,130,31,15,70,90,44,200,63.178537589132326,26.501400412135357
IndiaNA University - East,3292,1887,IndiaNA,Rural,public,99.98,98.59,100.0,6,3,12,3,1,7,9,4,19,7.604060876890089,1.0303602505028502
IndiaNA University - Kokomo,2877,2215,IndiaNA,Small City,NA,99.96,98.17,100.0,5,3,11,3,1,6,8,4,17,7.859544136120862,0.011891082391361473
IndiaNA University - Northwest,3700,2608,IndiaNA,Small City,NA,100.0,99.42,100.0,7,3,14,4,2,8,11,5,22,10.120433623722214,0.018248365803180767
IndiaNA University of Pennsylvania - Main Campus,10255,9526,Pennsylvania,Town,NA,100.0,100.0,100.0,14,7,30,7,4,16,21,11,46,16.981037692539633,4.096029025186308
IndiaNA University - Purdue University - Fort Wayne,9952,5913,IndiaNA,Large City,public,100.0,100.0,100.0,18,9,38,9,5,21,27,14,59,26.49883353268851,0.804988554758021
IndiaNA University - Purdue University - IndiaNApolis,21615,17521,IndiaNA,Large City,NA,100.0,100.0,100.0,39,20,83,21,10,45,60,30,128,57.25846851770958,2.3565719709429356
IndiaNA University - South Bend,4877,3767,IndiaNA,Midsize City,NA,100.0,99.88,100.0,9,4,19,5,2,10,14,6,29,13.125795834458398,0.29999716386505665
IndiaNA University - Southeast,4824,3218,IndiaNA,Suburb,NA,100.0,99.78,100.0,8,4,19,4,2,10,12,6,29,10.244054555608072,2.6393972940568378
IndiaNA Wesleyan University,2803,2634,IndiaNA,Town,private,99.93,96.43,100.0,5,2,11,2,1,6,7,3,17,4.475077734268047,2.7700006382889426
Institute of American Indian and Alaska Native Culture and Arts Development,612,264,New Mexico,Rural,NA,93.74,49.91,100.0,2,0,10,1,0,4,3,0,14,1.0317261236673811,1.7276677727231367
IoNA College,3177,2949,New York,Suburb,private,99.98,98.62,100.0,6,3,12,3,1,6,9,4,18,5.903353830664711,2.72390892974176
Iowa State University,30573,28743,Iowa,Small City,public,100.0,100.0,100.0,46,11,171,24,5,94,70,16,265,57.55597465634614,12.558329797911435
Iowa Wesleyan University,625,550,Iowa,Town,private,75.89,34.82,99.08,1,0,3,0,0,2,1,0,5,0.5739917690480132,0.8453574427526955
Ithaca College,6062,5936,New York,Suburb,NA,100.0,99.98,100.0,12,6,26,6,3,14,18,9,40,6.292123357264694,11.455313303825656
Jackson State University,6498,5935,Mississippi,Midsize City,NA,100.0,100.0,100.0,43,19,96,22,9,50,65,28,146,57.72799011348904,7.626582147876748
Jacksonville State University,7492,5523,Alabama,Small City,NA,100.0,100.0,100.0,20,7,53,10,3,28,30,10,81,25.027900403254822,5.160486802233582
Jacksonville University,2878,2180,Florida,Large City,NA,100.0,100.0,100.0,20,9,48,11,4,26,31,13,74,28.255797421126523,3.1258463263881873
James Madison University,19972,18905,Virginia,Small City,NA,100.0,100.0,100.0,87,27,190,50,15,113,137,42,303,117.64616019324147,19.565857179238062
University of Jamestown,916,871,North Dakota,Town,NA,99.98,78.36,100.0,6,1,25,3,1,12,9,2,37,6.414065384863739,2.0852172747545534
Jarvis Christian College,908,835,Texas,Rural,NA,99.33,85.22,100.0,3,1,8,2,1,4,5,2,12,4.663832501210951,0.3349965526836438
John Brown University,1972,1489,Arkansas,Town,NA,99.52,84.61,100.0,4,1,9,2,1,5,6,2,14,0.7489222991807308,4.567103539677627
John Carroll University,3079,2987,Ohio,Suburb,private,99.88,94.07,100.0,4,2,10,2,1,5,6,3,15,3.9980217165195406,2.7025026917138115
Johns Hopkins University,6106,5668,Maryland,Large City,NA,100.0,100.0,100.0,16,7,38,8,3,20,24,10,58,1.8174627522873477,22.147171018083668
Johnson & Wales University - Providence,7717,7267,Rhode Island,Midsize City,private,100.0,100.0,100.0,15,7,34,8,3,18,23,10,52,0.43422021732818794,22.092915468874423
Johnson C Smith University,1395,1329,North CaroliNA,Large City,NA,99.93,93.95,100.0,5,2,11,2,1,6,7,3,17,0.5605147865521403,6.647133219077171
Johnson State College,1377,882,Vermont,Rural,NA,68.19,40.22,92.45,1,0,2,0,0,1,1,0,3,0.002057622435867626,1.140304501678872
Judson College,313,230,Alabama,Rural,NA,80.13,44.62,98.92,1,0,3,1,0,1,2,0,4,1.0488448251788158,0.5613699679134123
Judson University,1078,761,Illinois,Midsize City,private,76.99,49.81,97.58,1,0,2,0,0,1,1,0,3,0.9854117533717615,0.4821673605599744
Juniata College,1487,1400,Pennsylvania,Town,NA,97.49,82.36,99.97,2,1,5,1,1,3,3,2,8,1.6770723751440488,2.0021705400994514
Kalamazoo College,1434,1427,Michigan,Small City,NA,99.02,81.33,100.0,3,1,8,2,1,5,5,2,13,3.392800373276173,1.2248207202092902
Kansas State University,18484,16770,Kansas,Small City,NA,100.0,99.86,100.0,11,4,26,6,2,13,17,6,39,8.802603122202738,8.277927738860717
Kansas Wesleyan University,693,631,Kansas,Town,NA,81.87,48.32,98.28,1,0,3,1,0,1,2,0,4,0.22485687533478557,1.478721832012568
Kaplan University - Davenport Campus,25486,3127,Iowa,Midsize City,NA,100.0,100.0,100.0,78,30,205,39,15,103,117,45,308,2.0803701678179207,114.80530727738906
Kean University,11985,9516,New Jersey,Suburb,NA,100.0,100.0,100.0,43,19,105,22,9,55,65,28,160,63.84381095069445,1.2470543709352941
Keene State College,3778,3624,New Hampshire,Town,NA,99.57,89.0,100.0,4,1,8,2,1,4,6,2,12,0.821176035676812,4.610868849935842
Kent State University at Kent,23179,19108,Ohio,Suburb,public,100.0,100.0,100.0,31,13,73,16,6,39,47,19,112,39.05729658349031,8.2452973464396
Kentucky Christian University,589,439,Kentucky,Town,NA,83.75,49.41,99.13,1,0,3,1,0,2,2,0,5,0.7249066806114922,1.0865870819760963
Kentucky State University,1762,1122,Kentucky,Town,public,98.92,82.42,100.0,3,1,8,2,1,4,5,2,12,1.476393272845406,3.039899928436989
Kentucky Wesleyan College,716,673,Kentucky,Small City,private,86.11,52.47,99.51,1,0,3,1,0,2,2,0,5,1.1767651781926558,0.7934106406613114
Kenyon College,1678,1661,Ohio,Town,NA,99.28,87.98,100.0,3,1,8,2,1,4,5,2,12,0.49170398856170044,4.43138006549045
Kettering University,1891,1807,Michigan,Small City,NA,99.82,89.84,100.0,4,2,11,2,1,6,6,3,17,4.340185154926878,1.967038214361428
Keuka College,1645,1312,New York,Town,private,98.18,87.21,99.97,3,1,5,1,1,3,4,2,8,3.726739729509392,0.27676204128840226
Keystone College,1454,1065,Pennsylvania,Suburb,private,95.22,78.16,99.87,2,1,4,1,1,2,3,2,6,2.191978920593681,0.8447240587690285
King University,1798,1608,Tennessee,Small City,NA,99.93,88.29,100.0,5,1,12,3,1,7,8,2,19,2.2450057361130384,4.987560956515586
King's College,2198,2025,Pennsylvania,Small City,NA,99.62,93.4,100.0,4,2,8,2,1,4,6,3,12,2.585411034546393,2.9796706484982263
Knox College,1354,1334,Illinois,Town,private,92.55,65.86,99.9,2,1,4,1,0,2,3,1,6,0.8565326698867973,1.7353845669886987
