 ,Abilene Christian University,Adams State University,Adelphi University,Adrian College,Agnes Scott College,Alabama A & M University,Alabama State University,Alaska Pacific University,Albany State University,Albertus Magnus College,Albion College,Albright College,Alcorn State University,Alderson Broaddus University,Alfred University,Alice Lloyd College,Allegheny College,Allen University,Alma College,Alvernia University,Alverno College,American InterContinental University - Atlanta,American International College,American Jewish University,American Public University System,American University,Amherst College,Amridge University,Anderson University Indiana,Anderson University South Carolina,Andrews University,Angelo State University,Anna Maria College,Antioch University - Seattle,Appalachian State University,Aquinas College Michigan,Arcadia University,Arizona Christian University,Arizona State University - Tempe,Arkansas Baptist College,Arkansas State University - Main Campus,Arkansas Tech University,Armstrong State University,Asbury University,Ashford University,Ashland University,Assumption College,Point University,Auburn University,Auburn University at Montgomery,Augsburg University,Augustana College,Augustana University,Aurora University,Austin College,Austin Peay State University,Ave Maria University,Averett University,Averett University - Non - Traditional Programs,Avila University,Azusa Pacific University,Bacone College,Baker University,Baldwin Wallace University,Ball State University,Bard College,Barnard College,Barry University,Barton College,Bates College,Bay Path University,Baylor University,Beacon College,Becker College,Belhaven University,Bellarmine University,Bellevue University,Belmont Abbey College,Belmont University,Beloit College,Bemidji State University,Benedict College,Benedictine College,Benedictine University,Bennett College,Bennington College,Bentley University,Berea College,Berry College,Bethany College Kansas,Bethany College West Virginia,Bethany Lutheran College,Bethel College - Mishawaka,Bethel College - North Newton,Bethel University Minnesota,Bethel University Tennessee,Bethune - Cookman University,Biola University,Birmingham Southern College,Black Hills State University,Blackburn College,Bloomfield College,Bloomsburg University of Pennsylvania,Blue Mountain College,Bluefield College,Bluefield State College,Bluffton University,Boise State University,Boston College,Boston University,Bowdoin College,Bowie State University,Bowling Green State University - Main Campus,Bradley University,Brandeis University,Brenau University,Brescia University,Brevard College,Brewton - Parker College,Briar Cliff University,Bridgewater College,Bridgewater State University,Brigham Young University - Hawaii,Brigham Young University - Idaho,Brigham Young University - Provo,Brown University,Bryan College - Dayton,Bryant University,Bryn Athyn College of the New Church,Bryn Mawr College,Bucknell University,Buena Vista University,Butler University,Cabrini University,Caldwell University,California Baptist University,California Institute of Technology,California Lutheran University,California State University Maritime Academy,California Polytechnic State University - San Luis Obispo,California State Polytechnic University - Pomona,California State University - Bakersfield,California State University - Channel Islands,California State University - Chico,California State University - Dominguez Hills,California State University - East Bay,California State University - Fresno,California State University - Fullerton,California State University - Long Beach,California State University - Los Angeles,California State University - Monterey Bay,California State University - Northridge,California State University - Sacramento,California State University - San Bernardino,California State University - San Marcos,California State University - Stanislaus,California University of Pennsylvania,Calumet College of Saint Joseph,Calvin College,Cambridge College,Cameron University,Campbell University,Campbellsville University,Canisius College,Capella University,Capital University,Cardinal Stritch University,Carleton College,Carlos Albizu University - Miami,Carlow University,Carnegie Mellon University,Carroll College,Carroll University,Carson - Newman University,Carthage College,Case Western Reserve University,Castleton University,Catawba College,Catholic University of America,Cazenovia College,Cedar Crest College,Cedarville University,Centenary University,Centenary College of Louisiana,Central Baptist College,Central Christian College of Kansas,Central College,Central Connecticut State University,Central Methodist University - College of Liberal Arts & Sciences,Central Michigan University,Central Penn College,Central State University,Central Washington University,Centre College,Chadron State College,Chaminade University of Honolulu,Champlain College,Chapman University,Charleston Southern University,Chatham University,Chestnut Hill College,Cheyney University of Pennsylvania,Chicago State University,Chowan University,Christian Brothers University,Christopher Newport University,Citadel Military College of South Carolina,City University of Seattle,Claflin University,Claremont McKenna College,Clarion University of Pennsylvania,Clark Atlanta University,Clark University,Clarke University,Clarkson University,Clayton State University,Clemson University,Cleveland State University,Coastal Carolina University,Coe College,Cogswell College,Coker College,Colby College,Colby - Sawyer College,Colgate University,College of Charleston,College of Mount Saint Vincent,Mount St. Joseph University,Notre Dame of Maryland University,College of Our Lady of the Elms,College of Saint Benedict,College of Saint Elizabeth,College of Saint Mary,Northeast Catholic College,College of the Atlantic,College of the Holy Cross,College of the Ozarks,College of William and Mary,Colorado Christian University,Colorado College,Colorado School of Mines,Colorado State University - Fort Collins,Colorado State University - Pueblo,Colorado Technical University - Colorado Springs,Columbia College Chicago,Columbia College Missouri,Columbia College South Carolina,Columbia International University,Columbia Southern University,Columbia University in the City of New York,Columbus State University,Concord University,Concordia College at Moorhead,Concordia College - New York,Concordia University - Ann Arbor,Concordia University - Chicago,Concordia University - Irvine,Concordia University - Portland,Concordia University - Saint Paul,Concordia University - Nebraska,Concordia University - Texas,Concordia University - Wisconsin,Connecticut College,Converse College,Cooper Union for the Advancement of Science and Art,Coppin State University,Corban University,Cornell College,Cornell University,Cornerstone University,Covenant College,Creighton University,Crown College,Culver - Stockton College,Cumberland University,CUNY Bernard M Baruch College,CUNY Brooklyn College,CUNY City College,College of Staten Island CUNY,CUNY Graduate School and University Center,CUNY Hunter College,CUNY John Jay College of Criminal Justice,
Georgia,8.0,0,0,0,623.0,454.0,565.0,0,5973.0,7.0,0,0,48.0,0,3.0,0,0,40.0,4.0,0,0,1694.0,0,0,3899.0,64.0,37.0,0,0,132.0,49.0,6.0,4.0,0,339.0,4.0,0,0,110.0,5.0,12.0,0,6023.0,57.0,2147.0,0,0,1736.0,3633.0,104.0,0,4.0,0,0,0,52.0,13.0,12.0,0,61.0,14.0,4.0,0,5.0,13.0,78.0,14.0,103.0,8.0,4.0,0,89.0,0,5.0,132.0,9.0,93.0,56.0,294.0,0,11.0,318.0,5.0,0,14.0,0,10.0,62.0,1431.0,0,0,0,0,4.0,0,26.0,315.0,14.0,176.0,6.0,0,0,0,0,9.0,0,0,42.0,69.0,233.0,19.0,25.0,11.0,8.0,6.0,1609.0,0,52.0,628.0,8.0,3.0,7.0,22.0,810.0,517.0,113.0,121.0,5.0,0,5.0,16.0,0,4.0,0,0,0,9.0,0,0,0,0,0,0,9.0,0,0,0,0,0,13.0,0,0,0,10.0,0,0,8.0,0,4.0,0,0,32.0,38.0,0,604.0,8.0,0,31.0,0,0,77.0,0,0,136.0,0,22.0,0,5.0,14.0,0,16.0,4.0,0,6.0,0,0,0,7.0,0,13.0,0,14.0,0,37.0,11.0,15.0,6.0,32.0,106.0,0,13.0,0,0,15.0,13.0,0,188.0,0,143.0,10.0,0,860.0,4.0,0,0,6351.0,835.0,0,80.0,0,0,11.0,9.0,0,30.0,517.0,0,0,0,0,0,0,0,0,10.0,24.0,0,24.0,38.0,21.0,0,51.0,5.0,0,30.0,929.0,46.0,14.0,1107.0,149.0,6146.0,3.0,6.0,0,0,5.0,12.0,0,0,0,0,7.0,4.0,85.0,0,14.0,0,6.0,124.0,10.0,255.0,4.0,0,0,126.0,0,0,0,0,0,19.0,0,
Hawaii,0,3.0,0,0,0,0,0,0,0,0,0,0,5.0,0,0,0,0,0,0,0,0,0,4.0,0,721.0,35.0,4.0,0,0,0,0,0,0,3.0,0,0,4.0,0,119.0,0,6.0,0,0,6.0,87.0,0,0,0,12.0,0,0,0,0,8.0,0,0,0,0,0,0,82.0,0,0,0,0,9.0,10.0,0,0,0,0,4.0,0,0,0,0,0,0,13.0,0,0,0,0,0,0,0,5.0,4.0,0,5.0,0,0,0,0,0,0,0,89.0,0,6.0,0,0,0,0,0,0,0,193.0,42.0,112.0,0,0,8.0,4.0,12.0,0,0,0,0,0,0,0,385.0,74.0,227.0,16.0,5.0,0,0,5.0,0,21.0,0,0,0,19.0,0,28.0,57.0,118.0,12.0,17.0,0,9.0,13.0,60.0,0,0,40.0,0,8.0,28.0,10.0,10.0,0,0,4.0,0,0,0,0,5.0,0,0,30.0,0,7.0,4.0,0,0,20.0,0,0,0,0,16.0,0,0,0,0,0,0,0,0,10.0,0,0,0,0,0,0,0,66.0,0,0,1014.0,6.0,151.0,5.0,0,0,0,0,0,0,0,0,0,0,30.0,0,8.0,0,0,0,11.0,0,0,0,0,18.0,0,9.0,3.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,28.0,103.0,9.0,0,0,0,0,0,252.0,52.0,0,0,0,0,0,0,18.0,67.0,0,0,0,0,8.0,0,0,0,29.0,9.0,52.0,20.0,4.0,356.0,0,0,0,0,13.0,0,0,0,0,0,
Idaho,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0,3.0,0,0,0,0,0,0,0,227.0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.0,0,0,0,0,6.0,185.0,0,0,0,6.0,0,6.0,0,9.0,0,0,0,13.0,0,0,0,0,0,9.0,0,4.0,5.0,10.0,0,0,0,0,9.0,0,0,0,0,0,0,0,0,0,0,5.0,0,0,0,0,0,0,0,0,0,0,4.0,0,0,0,14.0,0,0,0,0,0,0,0,0,0,14519.0,0,19.0,0,0,0,4.0,0,0,0,0,0,4.0,0,0,133.0,10234.0,1817.0,16.0,0,0,0,0,0,0,0,0,0,19.0,0,6.0,0,68.0,0,0,0,18.0,0,12.0,0,0,0,0,0,0,10.0,0,0,18.0,0,0,4.0,0,0,0,0,0,0,0,7.0,0,0,0,5.0,154.0,0,0,3.0,11.0,0,0,0,0,0,13.0,0,0,0,11.0,0,7.0,0,0,0,0,22.0,8.0,0,0,0,44.0,0,0,0,0,0,0,0,0,0,0,0,5.0,0,0,0,0,0,0,13.0,0,0,4.0,0,0,4.0,0,0,5.0,0,0,0,0,4.0,0,9.0,0,0,0,0,0,0,17.0,34.0,51.0,9.0,0,0,13.0,0,0,50.0,6.0,0,0,3.0,0,0,0,6.0,37.0,0,6.0,7.0,0,4.0,0,0,0,58.0,0,16.0,0,0,17.0,0,0,0,0,0,0,0,0,0,0,
Illinois,23.0,0,6.0,29.0,4.0,364.0,200.0,6.0,14.0,0,75.0,0,161.0,0,7.0,0,12.0,4.0,16.0,0,50.0,14.0,0,0,534.0,244.0,92.0,0,48.0,6.0,92.0,6.0,0,0,18.0,54.0,0,0,832.0,14.0,24.0,30.0,10.0,44.0,2430.0,22.0,4.0,0,323.0,9.0,30.0,2320.0,4.0,3438.0,0,34.0,27.0,4.0,0,0,101.0,4.0,0,32.0,446.0,64.0,24.0,61.0,4.0,35.0,0,177.0,33.0,0,41.0,102.0,46.0,10.0,333.0,392.0,34.0,45.0,120.0,2693.0,12.0,36.0,21.0,8.0,0,0,4.0,8.0,67.0,0,98.0,39.0,44.0,61.0,0,17.0,510.0,0,4.0,7.0,0,0,10.0,92.0,291.0,410.0,38.0,0,253.0,3965.0,48.0,0,0,0,0,40.0,0,0,22.0,712.0,341.0,257.0,16.0,9.0,0,32.0,66.0,91.0,958.0,0,0,0,56.0,11.0,0,87.0,12.0,0,0,0,0,0,0,0,32.0,0,8.0,28.0,0,0,0,0,4.0,144.0,358.0,0,9.0,5.0,23.0,0,30.0,0,100.0,220.0,0,0,133.0,12.0,710.0,4.0,1527.0,325.0,0,0,31.0,0,0,143.0,0,0,0,0,55.0,7.0,20.0,390.0,0,250.0,0,8.0,11.0,45.0,18.0,139.0,19.0,0,6.0,1.0,1954.0,3.0,13.0,4.0,18.0,0,30.0,44.0,3.0,145.0,34.0,231.0,0,11.0,176.0,20.0,35.0,228.0,0,0,52.0,14.0,112.0,55.0,4.0,3.0,7.0,0,15.0,0,0,0,0,68.0,6.0,104.0,188.0,171.0,45.0,382.0,23.0,0,3796.0,660.0,0,0,302.0,253.0,0,3.0,0,0,15.0,996.0,6.0,0,159.0,31.0,21.0,387.0,68.0,0,8.0,5.0,5.0,214.0,280.0,148.0,16.0,257.0,7.0,364.0,0,0,26.0,0,0,0,0,0,
Indiana,19.0,10.0,0,50.0,0,72.0,12.0,0,0,0,25.0,0,5.0,0,0,0,9.0,0,4.0,0,5.0,0,0,0,427.0,93.0,8.0,0,1158.0,6.0,70.0,0,0,3.0,6.0,7.0,4.0,10.0,105.0,2.0,6.0,6.0,0,76.0,1013.0,44.0,0,0,35.0,0,0,4.0,0,47.0,0,17.0,13.0,0,0,0,29.0,0,0,9.0,15039.0,5.0,14.0,30.0,0,0,0,22.0,0,0,0,258.0,0,5.0,218.0,19.0,6.0,5.0,5.0,26.0,2.0,0,0,21.0,6.0,0,0,4.0,973.0,4.0,5.0,0,4.0,14.0,7.0,6.0,4.0,0,0,0,0,0,31.0,8.0,23.0,47.0,8.0,0,65.0,62.0,6.0,0,131.0,0,0,0,0,0,0,515.0,202.0,43.0,11.0,0,0,5.0,0,7.0,2272.0,0,0,10.0,9.0,0,0,12.0,0,0,0,0,0,0,0,0,0,0,8.0,0,0,0,0,0,8.0,468.0,125.0,0,4.0,0,75.0,0,181.0,34.0,0,40.0,0,0,41.0,0,11.0,8.0,39.0,54.0,0,0,10.0,0,0,273.0,5.0,0,0,11.0,6.0,0,0,30.0,0,91.0,7.0,8.0,5.0,5.0,6.0,13.0,0,9.0,0,0,15.0,0,0,0,27.0,0,10.0,5.0,0,39.0,0,13.0,0,0,26.0,0,35.0,0,0,11.0,9.0,0,7.0,20.0,0,91.0,0,0,4.0,0,0,0,0,12.0,11.0,38.0,57.0,13.0,11.0,46.0,0,75.0,318.0,0,7.0,9.0,101.0,39.0,0,0,6.0,10.0,31.0,53.0,0,0,0,6.0,0,117.0,8.0,6.0,4.0,0,0,19.0,62.0,54.0,12.0,26.0,7.0,5.0,0,0,0,0,0,0,0,0,
Iowa,11.0,3.0,0,0,0,0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0,0,0,134.0,46.0,8.0,0,0,0,0,0,0,3.0,6.0,0,0,0,87.0,0,6.0,0,0,0,1242.0,7.0,0,0,0,0,24.0,117.0,142.0,16.0,0,0,0,0,0,8.0,19.0,0,0,0,4.0,5.0,0,0,0,0,0,40.0,0,0,10.0,0,185.0,0,45.0,24.0,11.0,0,44.0,0,0,0,0,4.0,0,0,0,24.0,5.0,0,83.0,0,0,5.0,0,33.0,4.0,0,0,0,0,0,0,8.0,5.0,14.0,15.0,0,8.0,54.0,0,0,0,0,0,390.0,0,0,7.0,172.0,82.0,11.0,5.0,0,0,0,4.0,1315.0,25.0,0,0,10.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.0,0,0,0,0,0,151.0,0,7.0,27.0,0,0,5.0,0,8.0,0,32.0,5.0,0,0,3.0,0,0,63.0,0,0,0,0,997.0,0,0,0,0,0,0,4.0,11.0,0,0,0,5.0,0,0,0,0,0,0,0,5.0,0,0,0,0,8.0,4.0,364.0,0,0,0,0,5.0,733.0,0,0,0,0,4.0,0,0,0,0,0,34.0,0,158.0,0,0,4.0,0,0,75.0,4.0,11.0,40.0,9.0,0,69.0,13.0,0,0,151.0,13.0,0,0,12.0,0,0,14.0,12.0,0,40.0,49.0,0,14.0,0,0,4.0,0,0,139.0,16.0,5.0,4.0,441.0,36.0,38.0,0,0,0,0,0,0,0,0,
Kansas,11.0,3.0,0,4.0,4.0,4.0,0,0,0,0,0,0,0,0,3.0,0,0,0,0,0,5.0,0,0,6.0,307.0,17.0,4.0,0,7.0,0,11.0,0,0,0,18.0,0,0,0,87.0,0,12.0,6.0,0,6.0,33.0,7.0,0,0,35.0,0,0,4.0,4.0,0,8.0,6.0,13.0,0,0,168.0,14.0,7.0,1146.0,0,0,0,5.0,0,0,0,0,106.0,0,0,31.0,4.0,0,5.0,51.0,5.0,0,5.0,599.0,0,2.0,0,5.0,0,0,523.0,0,0,0,362.0,5.0,13.0,0,9.0,0,6.0,4.0,0,0,0,0,0,3.0,0,28.0,51.0,15.0,0,11.0,12.0,12.0,0,0,3.0,0,12.0,0,0,0,172.0,158.0,11.0,0,0,0,5.0,4.0,21.0,8.0,0,0,0,5.0,0,0,6.0,0,0,0,0,0,0,0,9.0,8.0,0,0,0,0,0,0,0,0,0,4.0,0,13.0,0,0,0,0,8.0,7.0,9.0,0,0,10.0,0,4.0,4.0,3.0,16.0,0,0,3.0,0,0,17.0,0,0,0,306.0,6.0,0,14.0,0,0,0,7.0,0,11.0,0,0,19.0,5.0,9.0,0,0,0,0,0,0,5.0,0,5.0,10.0,0,4.0,4.0,0,0,0,7.0,0,5.0,24.0,0,0,0,0,11.0,15.0,0,0,0,0,4.0,0,0,0,5.0,4.0,11.0,0,226.0,4.0,68.0,86.0,18.0,75.0,43.0,40.0,0,0,503.0,19.0,0,0,0,0,0,0,0,0,13.0,129.0,0,14.0,0,0,0,0,0,15.0,26.0,0,4.0,244.0,7.0,0,0,0,13.0,0,0,0,0,0,
Kentucky,4.0,0,0,4.0,8.0,4.0,4.0,0,0,0,0,0,0,7.0,0,494.0,0,0,0,0,0,5.0,0,0,654.0,35.0,0,0,14.0,0,0,6.0,0,0,12.0,0,4.0,0,23.0,2.0,6.0,0,5.0,870.0,578.0,7.0,0,0,112.0,0,0,0,0,8.0,0,201.0,7.0,4.0,0,0,0,0,9.0,5.0,31.0,0,10.0,0,0,4.0,0,0,0,0,20.0,1683.0,0,10.0,250.0,5.0,0,0,5.0,0,0,0,0,783.0,6.0,0,0,0,5.0,0,0,39.0,4.0,9.0,11.0,0,0,0,0,0,0,0,3.0,0,9.0,37.0,0,0,4.0,8.0,6.0,0,936.0,3.0,0,4.0,3.0,0,0,172.0,95.0,21.0,5.0,0,0,0,0,0,84.0,0,0,0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0,9.0,0,3168.0,0,60.0,19.0,0,0,0,0,31.0,0,0,8.0,0,33.0,0,11.0,3.0,0,0,46.0,0,3.0,5.0,0,0,0,0,8.0,0,4.0,0,791.0,0,5.0,0,6.0,5.0,0,0,0,0,0,0,0,14.0,0,0,5.0,0,16.0,0,0,0,0,39.0,0,35.0,0,0,0,0,0,11.0,50.0,0,95.0,0,0,0,0,0,0,0,0,0,5.0,19.0,4.0,0,17.0,0,0,30.0,0,0,0,453.0,6.0,0,10.0,0,0,0,0,0,0,0,0,0,7.0,0,0,0,0,0,0,26.0,15.0,4.0,0,0,0,13.0,0,0,0,0,0,0,0,
Louisiana,8.0,0,0,0,0,0,38.0,0,0,0,0,5.0,151.0,0,3.0,0,0,0,0,0,0,5.0,0,0,427.0,46.0,0,0,0,0,0,0,0,0,18.0,0,0,0,5.0,86.0,12.0,102.0,0,0,730.0,0,0,0,170.0,5.0,0,0,0,0,4.0,0,0,0,0,0,5.0,7.0,9.0,0,4.0,0,5.0,0,4.0,4.0,0,160.0,0,0,173.0,0,0,26.0,64.0,5.0,0,0,0,0,0,10.0,5.0,0,0,0,0,0,0,0,0,0,0,5.0,36.0,0,0,0,0,0,0,0,0,0,19.0,47.0,4.0,0,0,0,0,0,0,0,0,4.0,0,0,0,74.0,50.0,11.0,0,0,0,5.0,0,0,4.0,10.0,0,0,5.0,0,0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0,0,0,242.0,4.0,0,4.0,0,0,0,0,0,8.0,0,0,0,0,3.0,0,0,0,0,350.0,10.0,0,0,0,0,0,0,0,0,8.0,0,15.0,0,13.0,0,0,0,0,0,0,13.0,0,14.0,0,0,0,0,51.0,0,0,0,11.0,46.0,10.0,10.0,4.0,0,6.0,0,0,4.0,40.0,0,0,0,0,0,0,0,0,0,4.0,0,0,38.0,4.0,23.0,6.0,0,0,7.0,40.0,0,0,403.0,39.0,0,0,0,0,15.0,0,0,0,0,12.0,0,7.0,0,0,4.0,0,0,6.0,16.0,0,4.0,0,0,0,0,0,0,0,0,0,0,0,
Maine,4.0,0,12.0,0,0,0,0,6.0,0,0,4.0,0,0,0,10.0,0,12.0,0,0,0,0,14.0,4.0,0,134.0,46.0,17.0,0,0,0,11.0,0,23.0,0,18.0,0,9.0,0,18.0,0,0,0,0,0,153.0,7.0,43.0,0,0,0,0,0,0,0,0,0,7.0,0,0,8.0,5.0,0,0,0,0,32.0,19.0,24.0,0,186.0,18.0,0,0,57.0,10.0,0,0,0,13.0,5.0,0,0,0,0,0,31.0,124.0,4.0,3.0,0,2.0,0,0,0,5.0,13.0,0,14.0,0,6.0,0,0,0,0,0,0,0,8.0,120.0,210.0,203.0,0,4.0,0,42.0,0,0,0,0,0,3.0,7.0,0,147.0,19.0,70.0,0,106.0,0,0,16.0,0,4.0,0,0,0,0,0,0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0,4.0,0,0,5.0,0,0,30.0,4.0,0,13.0,0,0,10.0,0,0,0,0,5.0,60.0,0,21.0,4.0,16.0,63.0,0,0,0,11.0,0,14.0,0,4.0,0,0,7.0,4.0,0,0,211.0,6.0,0,0,0,0,0,0,0,9.0,14.0,0,0,5.0,3.0,4.0,153.0,0,58.0,0,72.0,10.0,30.0,0,0,0,211.0,94.0,15.0,45.0,13.0,0,0,24.0,0,0,0,0,82.0,60.0,0,9.0,19.0,46.0,0,29.0,0,0,10.0,0,0,9.0,50.0,26.0,0,3.0,0,0,0,0,0,0,0,0,0,0,76.0,0,8.0,0,0,3.0,52.0,0,0,9.0,0,0,0,0,0,0,0,0,10.0,0,
Maryland,4.0,0,24.0,0,0,31.0,12.0,0,21.0,0,0,95.0,11.0,29.0,13.0,0,70.0,0,0,99.0,0,5.0,4.0,0,1095.0,638.0,104.0,0,0,6.0,92.0,6.0,8.0,6.0,91.0,0,52.0,10.0,192.0,6.0,6.0,0,0,13.0,479.0,7.0,4.0,0,182.0,0,0,0,0,0,0,6.0,13.0,20.0,0,0,5.0,7.0,0,36.0,22.0,37.0,81.0,134.0,20.0,39.0,0,35.0,17.0,0,41.0,0,0,41.0,77.0,14.0,11.0,48.0,0,5.0,60.0,0,5.0,8.0,9.0,0,36.0,0,0,0,0,0,35.0,5.0,0,6.0,0,0,20.0,7.0,9.0,0,3.0,8.0,222.0,303.0,34.0,4580.0,27.0,4.0,61.0,0,0,7.0,0,0,216.0,0,52.0,442.0,259.0,241.0,11.0,32.0,27.0,55.0,230.0,0,17.0,75.0,12.0,0,33.0,6.0,0,31.0,0,0,0,0,0,0,8.0,0,0,0,0,7.0,0,0,0,0,45.0,0,36.0,0,0,38.0,0,7.0,30.0,15.0,0,45.0,0,0,408.0,0,4.0,12.0,0,168.0,4.0,5.0,633.0,4.0,31.0,71.0,10.0,3.0,0,11.0,0,35.0,0,21.0,62.0,4.0,0,4.0,0,5.0,18.0,13.0,19.0,46.0,75.0,37.0,0,82.0,6.0,83.0,73.0,0,59.0,20.0,35.0,199.0,26.0,0,13.0,0,718.0,10.0,686.0,0,0,0,52.0,3.0,105.0,398.0,4.0,0,677.0,0,0,7.0,0,0,5.0,36.0,0,240.0,19.0,59.0,17.0,91.0,0,0,46.0,40.0,0,0,403.0,240.0,0,46.0,0,20.0,0,0,6.0,0,0,6.0,0,0,20.0,0,8.0,2069.0,0,9.0,482.0,5.0,48.0,17.0,0,5.0,0,0,13.0,10.0,0,0,10.0,0,
Massachusetts,4.0,3.0,88.0,7.0,12.0,4.0,8.0,6.0,7.0,14.0,0,14.0,0,0,66.0,3.0,46.0,0,0,6.0,0,0,769.0,0,280.0,562.0,221.0,0,0,6.0,81.0,0,887.0,0,24.0,0,39.0,0,215.0,2.0,6.0,0,0,6.0,153.0,0,1235.0,0,59.0,0,0,0,0,8.0,0,0,7.0,12.0,0,0,10.0,0,0,14.0,13.0,160.0,133.0,85.0,0,480.0,1228.0,22.0,0,1233.0,20.0,0,46.0,5.0,70.0,38.0,0,2.0,0,0,0,83.0,1875.0,4.0,3.0,0,7.0,4.0,0,0,0,0,18.0,9.0,4.0,6.0,4.0,0,12.0,0,0,0,0,0,2585.0,4032.0,324.0,8.0,38.0,8.0,860.0,0,0,0,0,0,10.0,9242.0,0,270.0,183.0,900.0,16.0,1466.0,0,174.0,226.0,0,21.0,0,6.0,0,23.0,0,0,19.0,0,9.0,0,0,0,12.0,0,0,8.0,0,0,0,10.0,0,12.0,0,4.0,0,49.0,746.0,0,0,0,20.0,0,0,0,130.0,0,0,347.0,0,0,0,3.0,125.0,101.0,5.0,234.0,40.0,31.0,46.0,10.0,0,0,0,0,35.0,0,0,14.0,0,0,50.0,0,10.0,926.0,76.0,19.0,9.0,13.0,4.0,0,3.0,0,4.0,23.0,0,0,34.0,3.0,20.0,856.0,0,116.0,0,405.0,20.0,378.0,0,18.0,17.0,486.0,307.0,255.0,363.0,27.0,3.0,0,885.0,0,0,0,0,29.0,1084.0,0,203.0,0,96.0,28.0,46.0,0,0,75.0,0,0,0,101.0,325.0,0,0,3.0,50.0,0,0,0,0,0,0,0,0,445.0,6.0,25.0,5.0,0,9.0,730.0,0,4.0,9.0,0,0,0,0,0,10.0,0,0,0,0,
Michigan,8.0,10.0,6.0,1322.0,0,130.0,146.0,0,28.0,0,1359.0,0,48.0,0,0,0,28.0,0,1359.0,0,0,0,4.0,0,574.0,52.0,29.0,0,62.0,6.0,448.0,0,0,0,0,1425.0,0,0,302.0,3.0,6.0,0,5.0,63.0,1046.0,51.0,7.0,0,71.0,0,12.0,11.0,4.0,94.0,4.0,17.0,74.0,0,0,0,14.0,7.0,0,23.0,177.0,14.0,19.0,24.0,4.0,4.0,0,27.0,0,5.0,20.0,22.0,46.0,5.0,77.0,52.0,6.0,14.0,16.0,52.0,7.0,10.0,10.0,29.0,0,0,2.0,8.0,173.0,0,16.0,0,49.0,0,0,6.0,0,0,4.0,0,0,0,65.0,0,65.0,70.0,15.0,0,895.0,21.0,36.0,0,0,7.0,0,12.0,0,0,22.0,540.0,259.0,54.0,11.0,0,22.0,32.0,4.0,0,134.0,0,6.0,10.0,23.0,11.0,0,19.0,0,0,0,0,0,0,0,0,0,0,8.0,7.0,0,0,0,0,8.0,0,2128.0,0,4.0,16.0,30.0,7.0,393.0,38.0,0,13.0,0,0,51.0,0,8.0,0,68.0,157.0,0,0,3.0,4.0,16.0,315.0,0,3.0,0,0,9.0,0,7.0,17057.0,0,387.0,0,17.0,0,25.0,12.0,13.0,10.0,0,0,0,8.0,9.0,0,0,14.0,0,30.0,5.0,3.0,102.0,17.0,4.0,4.0,0,39.0,20.0,30.0,8.0,18.0,0,17.0,0,0,35.0,4.0,10.0,7.0,0,8.0,0,0,13.0,0,0,0,14.0,75.0,13.0,23.0,40.0,0,0,482.0,13.0,7.0,5.0,453.0,71.0,0,0,3.0,0,751.0,77.0,6.0,6.0,13.0,31.0,7.0,166.0,0,0,4.0,0,0,12.0,166.0,1361.0,16.0,4.0,14.0,5.0,0,0,0,0,0,0,0,0,
