 ,Lincoln Memorial University,Lincoln University California,Lincoln University Missouri,Lincoln University of Pennsylvania,Lindenwood University,Lindsey Wilson College,Linfield College - McMinnville Campus,Lipscomb University,Livingstone College,Lock Haven University,LIU Brooklyn,LIU Post,Longwood University,Loras College,Louisiana College,Louisiana State University - Alexandria,Louisiana State University and Agricultural & Mechanical College,Louisiana State University - Shreveport,Louisiana Tech University,Lourdes University,Loyola Marymount University,Loyola University Maryland,Loyola University Chicago,Loyola University New Orleans,Lubbock Christian University,Luther College,Lycoming College,University of Lynchburg,Lyndon State College,Lynn University,Lyon College,Macalester College,Madonna University,Maharishi University of Management,Maine Maritime Academy,Malone University,Manchester University,Manhattan College,Manhattanville College,Mansfield University of Pennsylvania,Maranatha Baptist University,Marian University Indiana,Marian University Wisconsin,Marietta College,Marist College,Marquette University,Mars Hill University,Marshall University,Martin Luther College,Martin Methodist College,Martin University,Mary Baldwin University,Marymount Manhattan College,Marymount University,Maryville College,Maryville University of Saint Louis,Marywood University,Massachusetts College of Liberal Arts,Massachusetts Institute of Technology,Massachusetts Maritime Academy,Mayville State University,McDaniel College,McKendree University,McMurry University,McNeese State University,McPherson College,Medaille College,Menlo College,Mercer University,Mercy College,Mercyhurst University,Meredith College,Merrimack College,Colorado Mesa University,Messiah College,Methodist University,Metropolitan College of New York,Metropolitan State University of Denver,Metropolitan State University,Miami University - Oxford,Michigan State University,Michigan Technological University,Mid - America Christian University,Mid - Atlantic Christian University,MidAmerica Nazarene University,Middle Tennessee State University,Middlebury College,Midland University,Midway University,Midwestern State University,Miles College,Millersville University of Pennsylvania,Millikin University,Mills College,Millsaps College,Milwaukee School of Engineering,Minnesota State University - Mankato,Minnesota State University - Moorhead,Minot State University,Misericordia University,Mississippi College,Mississippi State University,Mississippi University for Women,Mississippi Valley State University,Missouri Baptist University,Missouri Southern State University,Missouri State University - Springfield,Missouri Valley College,Missouri Western State University,Mitchell College,Molloy College,Monmouth College,Monmouth University,Montana State University,Montana State University - Billings,Montana State University - Northern,Montana Tech of the University of Montana,Montclair State University,Montreat College,Moravian College,Morehead State University,Morehouse College,Morgan State University,Morningside College,Morris College,Mount Aloysius College,Mount Holyoke College,Mount Marty College,Mount Mary University,Mount Mercy University,University of Mount Olive,Mount Saint Mary College,Mount Saint Mary's University,Mount St Mary's University,Mount Vernon Nazarene University,Muhlenberg College,Murray State University,Muskingum University,Naropa University,National Louis University,National University,Nazareth College,Nebraska Wesleyan University,Neumann University,Nevada State College,New College of Florida,New England College,New Jersey City University,New Jersey Institute of Technology,New Mexico Highlands University,New Mexico Institute of Mining and Technology,New Mexico State University - Main Campus,New York Institute of Technology,New York University,Newberry College,Newman University,Niagara University,Nicholls State University,Nichols College,Norfolk State University,North Carolina A & T State University,North Carolina Central University,North Carolina State University,North Carolina Wesleyan College,North Central College,North Central University,North Dakota State University - Main Campus,North Greenville University,North Park University,Northcentral University,Northeastern Illinois University,Northeastern State University,Northeastern University,Northern Arizona University,Northern Illinois University,Northern Kentucky University,Northern Michigan University,Northern State University,Northland College,Northwest Christian University,Northwest Missouri State University,Northwest Nazarene University,Northwest University,Northwestern College - 2,University of Northwestern - St Paul,Northwestern Oklahoma State University,Northwestern State University of Louisiana,Northwestern University,Norwich University,Notre Dame College,Notre Dame de Namur University,Nova Southeastern University,Nyack College,Oakland City University,Oakland University,Oakwood University,Oberlin College,Occidental College,Oglethorpe University,Ohio Christian University,Ohio Dominican University,Ohio Northern University,Ohio State University - Lima Campus,Ohio State University - Main Campus,Ohio State University - Newark Campus,Ohio University - Main Campus,Ohio Valley University,Ohio Wesleyan University,Oklahoma Baptist University,Oklahoma Christian University,Oklahoma City University,Oklahoma Panhandle State University,Oklahoma State University - Main Campus,Oklahoma Wesleyan University,Old Dominion University,Olivet College,Olivet Nazarene University,Oral Roberts University,Oregon Institute of Technology,Oregon State University,Ottawa University - Online,Ottawa University - Ottawa,Otterbein University,Ouachita Baptist University,University of Holy Cross,Our Lady of the Lake University,Pace University - New York,Pacific Lutheran University,Pacific Union College,Pacific University,Paine College,Palm Beach Atlantic University,Park University,Paul Quinn College,Paul Smiths College of Arts and Science,William Peace University,Peirce College,Pennsylvania State University - Brandywine,Pennsylvania State University - University Park,Pennsylvania State University - Abington,Pennsylvania State University - Altoona,Pennsylvania State University - Beaver,Pennsylvania State University - Berks,Pennsylvania State University - Erie - Behrend College,Pennsylvania State University - Greater Allegheny,Pennsylvania State University - Harrisburg,Pennsylvania State University - Lehigh Valley,Pennsylvania State University - New Kensington,Pennsylvania State University - Schuylkill,Pennsylvania State University - Shenango,Pennsylvania State University - Wilkes - Barre,Pennsylvania State University - Worthington Scranton,Pennsylvania State University - York,Pepperdine University,Peru State College,Pfeiffer University,Cairn University,Thomas Jefferson University,Philander Smith College,Piedmont College,University of Pikeville,Pine Manor College,Pittsburg State University,Pitzer College,Platt College - Aurora,Plymouth State University,Point Loma Nazarene University,Point Park University,Pomona College,Portland State University,Post University,University of the Potomac - VA Campus,Prairie View A & M University,Pratt Institute - Main,Presbyterian College,Prescott College,Presentation College,Princeton University,Principia College,Providence Christian College,Providence College,Purdue University - Main Campus,Queens University of Charlotte,Quincy University,Quinnipiac University,Radford University,Ramapo College of New Jersey,Randolph College,Randolph - Macon College,Reed College,Regent University,Regis University,Reinhardt University,
Georgia,22.0,0,17.0,26.0,45.0,28.0,0,81.0,12.0,0,9.0,0,0,0,3.0,0,444.0,0,21.0,0,15.0,4.0,11.0,75.0,0,3.0,0,4.0,0,16.0,0,19.0,0,8.0,11.0,4.0,0,0,5.0,0,18.0,0,0,3.0,21.0,22.0,84.0,44.0,5.0,0,0,0,22.0,0,86.0,0,0,0,79.0,12.0,9.0,0,6.0,0,0,0,0,0,3951.0,0,0,5.0,0,5.0,0,8.0,0,8.0,0,49.0,64.0,0,27.0,0,12.0,193.0,31.0,15.0,2.0,0,226.0,0,0,0,35.0,0,5.0,0,0,0,33.0,658.0,0,10.0,71.0,0,0,18.0,0,0,0,0,0,23.0,0,0,0,8.0,36.0,6.0,82.0,661.0,21.0,0,30.0,0,17.0,0,0,0,18.0,5.0,0,0,5.0,0,19.0,0,0,0,12.0,0,4.0,0,0,5.0,7.0,0,9.0,0,4.0,0,4.0,276.0,54.0,0,0,14.0,0,56.0,132.0,68.0,0,21.0,5.0,7.0,0,123.0,6.0,39.0,0,6.0,79.0,7.0,25.0,0,13.0,0,5.0,0,4.0,0,0,0,0,9.0,0,88.0,28.0,10.0,6.0,41.0,0,0,0,172.0,39.0,0,900.0,41.0,4.0,8.0,0,193.0,2.0,12.0,0,22.0,5.0,19.0,22.0,0,48.0,0,39.0,0,27.0,43.0,0,15.0,0,0,8.0,3.0,0,9.0,40.0,0,0,0,313.0,62.0,102.0,13.0,0,0,0,0,49.0,15.0,12.0,2.0,0,0,0,18.0,0,0,0,0,0,0,0,62.0,0,8.0,0,12.0,0,1225.0,56.0,3.0,0,12.0,0,0,5.0,43.0,32.0,15.0,305.0,0,28.0,55.0,149.0,0,0,122.0,4.0,0,0,46.0,66.0,11.0,5.0,9.0,6.0,0,13.0,13.0,211.0,0,1362.0,
Hawaii,0,0,0,0,23.0,0,74.0,5.0,3.0,0,0,15.0,0,0,0,0,0,0,0,0,140.0,0,17.0,0,0,3.0,0,0,0,8.0,0,19.0,0,0,0,4.0,0,0,18.0,3.0,0,0,0,0,42.0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.0,0,9.0,0,0,0,0,0,0,50.0,0,0,0,0,0,133.0,0,4.0,0,0,0,0,0,0,5.0,0,0,0,5.0,15.0,0,0,0,0,0,23.0,0,0,5.0,4.0,7.0,0,0,0,0,0,47.0,7.0,0,9.0,0,0,0,0,0,23.0,7.0,6.0,0,0,0,0,0,0,0,0,0,0,11.0,0,0,0,0,0,30.0,0,0,0,0,0,9.0,0,12.0,0,0,0,0,9.0,0,0,0,0,9.0,30.0,0,131.0,4.0,0,0,0,0,5.0,5.0,0,10.0,0,0,0,0,0,6.0,0,0,0,23.0,385.0,0,0,4.0,16.0,0,8.0,4.0,0,5.0,0,0,0,0,9.0,9.0,0,45.0,0,0,0,0,0,12.0,50.0,0,0,0,0,0,7.0,0,0,0,0,0,0,4.0,0,0,0,23.0,0,0,17.0,126.0,613.0,0,0,0,3.0,0,0,5.0,29.0,4.0,401.0,0,0,0,0,0,0,0,0,31.0,0,0,0,3.0,0,0,9.0,0,0,0,0,0,0,0,49.0,17.0,0,0,0,0,0,0,0,0,20.0,0,0,48.0,0,9.0,522.0,7.0,0,0,6.0,3.0,5.0,0,14.0,4.0,0,7.0,57.0,0,0,0,0,0,0,0,4.0,0,41.0,0,
Idaho,0,0,0,0,0,4.0,39.0,0,0,0,4.0,8.0,0,0,0,10.0,5.0,0,0,0,29.0,0,6.0,0,0,0,0,0,0,0,0,5.0,0,8.0,0,0,0,0,0,0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.0,0,0,0,0,0,15.0,12.0,0,0,0,0,0,15.0,15.0,0,0,0,0,0,0,0,0,0,8.0,7.0,0,0,14.0,0,0,0,0,0,4.0,0,0,0,0,0,307.0,22.0,3.0,81.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0,4.0,0,0,6.0,0,0,0,0,0,0,0,0,88.0,0,0,4.0,0,0,0,0,0,0,0,88.0,0,0,0,0,5.0,8.0,0,687.0,43.0,3.0,7.0,0,0,4.0,0,0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0,0,0,0,11.0,5.0,0,4.0,6.0,6.0,0,0,5.0,0,18.0,168.0,0,0,0,0,0,0,5.0,45.0,7.0,56.0,0,7.0,0,0,0,0,0,0,12.0,0,0,0,0,0,0,0,0,3.0,0,0,0,0,0,25.0,0,0,0,0,0,0,0,0,0,0,0,0,21.0,0,0,138.0,15.0,0,0,12.0,0,5.0,0,5.0,0,10.0,0,34.0,0,0,0,0,0,0,0,13.0,35.0,17.0,0,
Illinois,22.0,0,234.0,0,923.0,7.0,0,86.0,3.0,0,13.0,0,0,756.0,3.0,0,146.0,0,0,14.0,77.0,8.0,6738.0,96.0,4.0,108.0,0,0,0,39.0,0,177.0,12.0,8.0,7.0,7.0,6.0,6.0,0,0,122.0,64.0,148.0,0,16.0,3255.0,0,5.0,27.0,0,0,4.0,17.0,13.0,0,488.0,0,0,207.0,6.0,9.0,0,1846.0,0,0,9.0,0,0,39.0,0,27.0,5.0,7.0,43.0,8.0,4.0,0,24.0,0,1305.0,1450.0,175.0,22.0,0,0,25.0,77.0,0,5.0,7.0,220.0,0,1695.0,4.0,8.0,532.0,85.0,21.0,0,0,7.0,89.0,13.0,105.0,332.0,48.0,461.0,72.0,30.0,0,0,972.0,0,142.0,0,6.0,0,0,0,0,16.0,125.0,32.0,12.0,0,5.0,50.0,0,17.0,52.0,9.0,0,0,9.0,0,8.0,770.0,15.0,9.0,1883.0,12.0,0,12.0,0,16.0,5.0,7.0,0,9.0,6.0,9.0,15.0,0,532.0,4.0,0,9.0,0,4.0,25.0,25.0,10.0,26.0,0,2543.0,19.0,20.0,5.0,1266.0,3.0,7106.0,6.0,125.0,115.0,13056.0,11.0,550.0,32.0,77.0,0,53.0,17.0,5.0,12.0,30.0,5.0,8.0,2461.0,61.0,0,0,24.0,4.0,26.0,21.0,40.0,216.0,61.0,6.0,41.0,26.0,50.0,2.0,912.0,2.0,184.0,0,62.0,5.0,19.0,26.0,8.0,96.0,6.0,23.0,5.0,2027.0,154.0,0,44.0,0,9.0,8.0,3.0,0,5.0,15.0,0,0,4.0,4.0,89.0,0,26.0,0,0,0,4.0,296.0,5.0,5.0,0,6.0,17.0,2.0,18.0,0,0,0,0,0,0,3.0,87.0,33.0,4.0,0,4.0,206.0,0,8.0,3.0,22.0,102.0,0,0,27.0,19.0,132.0,61.0,102.0,0,18.0,43.0,7.0,16.0,0,202.0,36.0,21.0,56.0,3187.0,5.0,628.0,9.0,32.0,0,0,0,50.0,35.0,157.0,6.0,
Indiana,17.0,0,9.0,5.0,68.0,21.0,0,36.0,6.0,0,0,8.0,0,0,0,10.0,33.0,8.0,0,7.0,5.0,4.0,352.0,7.0,4.0,7.0,0,0,0,0,0,24.0,0,8.0,0,0,1140.0,0,0,0,36.0,2039.0,5.0,16.0,0,111.0,0,20.0,5.0,0,263.0,0,4.0,6.0,0,26.0,4.0,0,64.0,6.0,0,0,13.0,0,0,0,0,0,0,0,11.0,5.0,0,5.0,8.0,0,0,0,0,342.0,134.0,5.0,22.0,0,0,15.0,5.0,0,9.0,0,12.0,0,35.0,0,0,16.0,5.0,0,0,0,0,14.0,0,10.0,0,0,31.0,4.0,0,0,0,0,0,23.0,0,3.0,0,0,0,0,131.0,22.0,11.0,0,0,0,0,0,0,0,0,0,0,4.0,23.0,0,344.0,18.0,0,0,0,0,0,0,0,9.0,0,0,0,0,0,0,0,88.0,8.0,0,0,5.0,0,30.0,15.0,0,21.0,0,29.0,19.0,0,5.0,61.0,0,7.0,0,11.0,20.0,35.0,467.0,43.0,0,10.0,0,0,6.0,0,3.0,0,0,0,132.0,14.0,5.0,0,0,0,1022.0,35.0,8.0,27.0,0,0,51.0,9.0,97.0,0,245.0,0,47.0,6.0,12.0,5.0,9.0,9.0,0,30.0,0,8.0,0,396.0,60.0,0,7.0,0,0,11.0,7.0,0,0,15.0,0,0,0,2.0,34.0,0,0,0,0,0,0,25.0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,25.0,0,0,0,4.0,6.0,0,8.0,3.0,0,4.0,0,0,16.0,19.0,14.0,31.0,73.0,0,32.0,31.0,0,5.0,0,19.0,12.0,0,4.0,22243.0,0,4.0,0,0,0,10.0,0,13.0,18.0,8.0,0,
Iowa,0,0,4.0,0,15.0,0,0,5.0,0,0,9.0,0,0,470.0,0,0,14.0,0,7.0,0,15.0,0,129.0,0,4.0,611.0,0,0,0,0,0,48.0,0,108.0,0,0,0,0,0,0,9.0,0,5.0,0,0,107.0,0,0,0,0,0,4.0,4.0,0,0,35.0,0,0,15.0,0,0,0,0,0,0,4.0,0,0,0,0,3.0,5.0,0,0,4.0,0,0,8.0,0,20.0,6.0,11.0,0,0,58.0,0,15.0,102.0,0,0,0,0,27.0,0,0,11.0,201.0,17.0,7.0,0,0,14.0,0,0,0,7.0,38.0,18.0,42.0,0,0,18.0,0,28.0,0,0,0,0,0,0,0,0,0,772.0,0,0,11.0,57.0,0,1426.0,9.0,0,0,0,0,0,0,0,0,0,0,0,54.0,0,0,0,0,0,0,0,0,5.0,0,56.0,0,0,0,0,4.0,0,0,0,0,10.0,34.0,37.0,20.0,0,44.0,0,0,0,17.0,14.0,5.0,0,9.0,8.0,5.0,0,696.0,0,0,501.0,276.0,0,0,110.0,0,0,0,0,0,0,0,0,15.0,4.0,0,10.0,0,0,0,15.0,0,0,0,0,0,19.0,13.0,0,18.0,12.0,0,0,23.0,34.0,0,7.0,0,4.0,0,0,0,0,5.0,0,0,0,0,7.0,0,0,2.0,0,0,0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0,91.0,0,0,4.0,0,0,0,0,6.0,0,0,0,5.0,0,9.0,0,7.0,0,0,18.0,0,0,0,23.0,0,0,0,23.0,0,18.0,0,0,0,0,0,8.0,0,25.0,0,
Kansas,0,0,77.0,5.0,53.0,0,0,9.0,0,0,4.0,0,4.0,3.0,0,10.0,5.0,8.0,0,0,19.0,0,112.0,4.0,0,10.0,0,0,0,0,0,43.0,0,0,0,0,3.0,0,0,0,32.0,0,0,0,0,27.0,0,0,5.0,0,0,4.0,9.0,0,0,17.0,0,0,15.0,0,0,0,0,0,5.0,352.0,0,0,15.0,0,0,0,0,14.0,0,4.0,0,0,0,59.0,0,0,22.0,0,599.0,5.0,5.0,36.0,2.0,22.0,6.0,0,4.0,0,0,0,11.0,8.0,7.0,0,0,21.0,0,5.0,0,287.0,261.0,45.0,149.0,0,0,0,0,6.0,0,0,0,0,0,0,8.0,0,5.0,12.0,0,5.0,0,0,0,0,0,0,0,0,0,0,13.0,0,9.0,0,0,0,33.0,0,0,0,0,0,0,0,9.0,10.0,0,63.0,0,2251.0,0,0,0,10.0,0,0,0,0,0,0,5.0,0,6.0,0,0,0,0,27.0,15.0,0,0,8.0,10.0,0,140.0,0,0,9.0,7.0,129.0,0,66.0,14.0,0,0,6.0,0,0,0,4.0,0,0,0,10.0,0,0,0,30.0,0,0,11.0,3.0,54.0,117.0,82.0,108.0,468.0,67.0,15.0,0,41.0,34.0,0,29.0,52.0,456.0,0,0,0,0,10.0,4.0,0,0,2.0,7.0,1017.0,0,0,0,0,0,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.0,75.0,0,0,0,28.0,0,0,0,4182.0,0,0,0,5.0,19.0,9.0,0,51.0,0,5.0,18.0,0,0,0,0,4.0,0,0,46.0,0,0,0,0,0,0,0,4.0,18.0,58.0,0,
Kentucky,190.0,0,4.0,0,45.0,1829.0,0,95.0,0,0,0,0,0,0,0,0,76.0,8.0,0,0,5.0,4.0,28.0,4.0,0,0,0,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.0,0,3.0,0,4.0,5.0,322.0,0,8.0,0,0,0,0,0,0,0,0,20.0,0,0,0,0,0,0,0,0,0,23.0,0,0,0,0,0,4.0,0,0,0,0,195.0,35.0,0,27.0,0,6.0,91.0,5.0,0,907.0,0,0,0,4.0,0,8.0,0,0,0,7.0,0,0,55.0,0,0,0,0,0,4.0,0,0,0,0,0,0,0,0,0,0,7.0,0,7788.0,9.0,5.0,4.0,0,0,11.0,0,0,0,9.0,0,0,4.0,19.0,0,5748.0,4.0,0,0,0,0,0,0,0,0,0,0,0,6.0,0,0,0,50.0,0,0,0,0,0,0,5.0,5.0,0,0,0,4.0,0,5.0,11.0,0,0,0,17.0,14.0,0,8281.0,0,0,0,0,4.0,0,0,0,0,0,0,35.0,5.0,0,0,6.0,0,26.0,0,8.0,23.0,4.0,11.0,62.0,0,4.0,0,126.0,0,59.0,6.0,12.0,0,0,0,0,6.0,0,0,0,14.0,17.0,0,7.0,0,0,11.0,0,0,0,5.0,0,4.0,0,0,14.0,0,0,0,0,0,0,19.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0,4.0,0,0,0,4.0,1190.0,0,0,0,0,0,0,25.0,5.0,15.0,65.0,0,0,0,0,5.0,0,19.0,4.0,0,11.0,114.0,5.0,4.0,0,18.0,0,0,0,0,35.0,8.0,0,
Louisiana,6.0,0,0,0,0,0,0,9.0,0,0,0,8.0,0,0,918.0,3252.0,18644.0,2387.0,10118.0,0,5.0,4.0,28.0,1120.0,4.0,0,0,4.0,0,24.0,3.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0,0,0,4.0,0,0,0,0,5.0,0,0,0,20.0,0,0,0,6.0,4.0,6467.0,4.0,0,0,0,0,0,0,0,0,0,0,0,8.0,0,10.0,6.0,0,22.0,0,0,15.0,15.0,0,0,0,46.0,0,0,0,196.0,0,0,0,7.0,0,364.0,199.0,0,10.0,0,0,0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,16.0,30.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0,0,0,0,0,4.0,0,0,0,0,0,9.0,0,0,0,0,75.0,0,0,0,5486.0,0,25.0,0,0,0,0,0,0,0,5.0,0,6.0,0,0,11.0,7.0,5.0,0,0,0,0,0,0,0,0,3.0,0,5.0,8464.0,13.0,0,0,0,0,0,0,0,0,15.0,4.0,11.0,21.0,0,0,0,15.0,0,0,0,3.0,0,0,13.0,4.0,18.0,0,0,0,5.0,34.0,0,15.0,0,0,0,31.0,894.0,0,0,0,0,0,0,7.0,0,26.0,2.0,0,0,0,6.0,0,0,0,0,0,0,9.0,0,0,0,0,0,0,0,0,0,0,0,4.0,11.0,4.0,0,0,0,0,0,0,0,0,0,0,36.0,0,28.0,6.0,3.0,0,0,23.0,0,0,0,6.0,0,0,0,0,0,5.0,0,8.0,0,8.0,0,
Maine,0,0,0,0,0,4.0,0,0,0,0,9.0,8.0,0,0,0,0,0,0,0,0,0,20.0,0,11.0,0,0,11.0,4.0,29.0,31.0,0,5.0,0,0,786.0,0,0,6.0,27.0,3.0,5.0,0,0,3.0,5.0,4.0,0,0,0,0,0,4.0,22.0,19.0,0,0,0,0,5.0,6.0,0,0,0,0,0,4.0,0,0,0,0,11.0,5.0,60.0,0,12.0,11.0,0,0,0,24.0,6.0,0,0,0,0,5.0,57.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,4.0,0,6.0,0,0,5.0,17.0,0,0,0,0,0,17.0,0,0,0,0,0,0,100.0,0,0,0,0,0,0,0,0,20.0,0,0,9.0,0,12.0,14.0,0,0,0,0,43.0,0,0,0,0,0,0,94.0,0,0,9.0,0,30.0,0,0,5.0,36.0,0,0,4.0,0,0,6.0,0,0,0,261.0,20.0,0,0,0,0,5.0,0,0,0,0,0,0,0,0,9.0,141.0,0,0,12.0,13.0,0,0,0,35.0,0,0,0,0,0,0,7.0,2.0,6.0,0,12.0,0,0,0,0,0,0,23.0,0,0,17.0,0,0,0,0,0,0,0,0,15.0,0,0,0,0,7.0,0,0,5.0,0,0,0,19.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0,0,0,0,0,0,0,4.0,0,189.0,0,6.0,0,0,65.0,0,0,37.0,0,10.0,0,14.0,12.0,0,64.0,6.0,0,0,95.0,5.0,0,5.0,4.0,13.0,35.0,0,0,
Maryland,11.0,0,0,221.0,8.0,7.0,0,9.0,61.0,17.0,38.0,8.0,54.0,0,0,0,90.0,0,21.0,0,29.0,663.0,67.0,57.0,0,7.0,114.0,155.0,0,125.0,0,48.0,12.0,15.0,7.0,14.0,3.0,51.0,5.0,0,5.0,0,0,19.0,47.0,58.0,14.0,147.0,0,0,0,163.0,82.0,485.0,0,0,4.0,0,227.0,12.0,0,1512.0,0,0,0,0,9.0,0,23.0,6.0,32.0,30.0,30.0,9.0,256.0,65.0,0,0,0,200.0,87.0,5.0,22.0,15.0,0,46.0,72.0,0,0,0,0,124.0,8.0,0,0,0,5.0,8.0,7.0,11.0,7.0,27.0,13.0,0,0,0,15.0,0,0,6.0,0,0,68.0,51.0,0,0,0,15.0,7.0,22.0,16.0,186.0,4486.0,0,5.0,37.0,44.0,0,0,0,9.0,0,0,870.0,5.0,95.0,6.0,0,0,0,0,5.0,0,47.0,0,0,22.0,0,18.0,6.0,0,5.0,22.0,682.0,0,0,14.0,0,0,202.0,334.0,345.0,317.0,167.0,0,0,5.0,5.0,0,0,0,0,244.0,0,5.0,0,4.0,0,0,0,0,0,0,0,0,0,0,212.0,94.0,0,0,12.0,18.0,4.0,0,144.0,154.0,32.0,6.0,10.0,0,4.0,0,452.0,2.0,137.0,6.0,34.0,5.0,0,9.0,0,24.0,0,316.0,0,23.0,26.0,0,22.0,0,0,4.0,0,0,0,121.0,0,4.0,0,0,55.0,102.0,0,0,6.0,0,8.0,1962.0,15.0,52.0,12.0,25.0,57.0,13.0,220.0,3.0,0,19.0,0,0,0,59.0,68.0,0,30.0,16.0,149.0,0,0,4.0,0,6.0,24.0,0,8.0,0,86.0,36.0,0,65.0,0,14.0,92.0,7.0,26.0,0,277.0,4.0,0,64.0,166.0,76.0,4.0,54.0,157.0,6.0,48.0,189.0,29.0,194.0,0,0,
Massachusetts,6.0,0,0,5.0,8.0,0,0,9.0,3.0,3.0,47.0,108.0,4.0,0,0,0,43.0,0,7.0,0,58.0,277.0,61.0,50.0,0,3.0,11.0,72.0,96.0,173.0,0,105.0,0,0,26.0,7.0,0,51.0,95.0,3.0,14.0,0,0,6.0,279.0,80.0,0,24.0,0,0,0,4.0,104.0,19.0,0,0,13.0,1104.0,488.0,1261.0,0,0,0,0,0,0,0,0,8.0,18.0,19.0,0,2491.0,5.0,138.0,38.0,0,8.0,0,191.0,93.0,0,0,0,0,10.0,350.0,0,0,0,0,10.0,0,8.0,4.0,0,5.0,0,0,0,0,27.0,0,0,0,0,0,0,0,102.0,0,0,15.0,85.0,0,0,0,15.0,0,6.0,0,26.0,27.0,0,0,0,466.0,0,0,0,0,9.0,0,4.0,9.0,114.0,0,0,9.0,0,0,24.0,0,0,0,9.0,528.0,0,0,0,4.0,10.0,13.0,1152.0,0,0,27.0,0,831.0,0,10.0,5.0,83.0,0,0,0,5.0,5.0,6.0,0,0,0,4365.0,41.0,5.0,0,13.0,0,5.0,0,0,0,0,0,0,0,0,304.0,525.0,0,0,35.0,18.0,0,7.0,24.0,185.0,82.0,0,21.0,0,4.0,0,133.0,0,30.0,0,65.0,0,5.0,9.0,0,30.0,0,39.0,0,9.0,9.0,0,7.0,0,0,4.0,3.0,0,0,292.0,0,11.0,0,2.0,89.0,0,0,38.0,0,0,0,524.0,5.0,10.0,2.0,0,22.0,0,18.0,0,0,0,0,2.0,0,0,31.0,0,0,11.0,51.0,0,8.0,0,326.0,0,45.0,0,1065.0,11.0,12.0,41.0,15.0,181.0,0,0,129.0,3.0,26.0,0,249.0,8.0,0,1383.0,286.0,36.0,0,1715.0,18.0,6.0,5.0,4.0,75.0,35.0,17.0,0,
Michigan,0,0,72.0,5.0,61.0,4.0,0,41.0,41.0,0,13.0,0,0,0,0,0,33.0,0,0,89.0,19.0,12.0,687.0,11.0,4.0,0,7.0,0,0,24.0,3.0,14.0,2419.0,0,0,7.0,28.0,0,14.0,0,108.0,14.0,5.0,3.0,16.0,204.0,14.0,24.0,71.0,4.0,0,0,9.0,6.0,0,0,0,0,118.0,6.0,9.0,0,0,0,0,4.0,4.0,0,15.0,6.0,13.0,0,0,5.0,0,4.0,0,8.0,0,479.0,34733.0,4576.0,11.0,0,0,20.0,21.0,0,2.0,0,35.0,0,20.0,0,0,48.0,11.0,4.0,7.0,0,0,41.0,0,10.0,0,0,8.0,0,4.0,0,0,0,0,23.0,7.0,0,0,8.0,7.0,0,74.0,104.0,27.0,0,2.0,0,22.0,0,0,0,0,0,0,9.0,37.0,4.0,25.0,11.0,9.0,0,0,0,0,0,0,14.0,14.0,0,0,0,0,5.0,13.0,219.0,0,0,23.0,0,0,61.0,20.0,16.0,16.0,0,29.0,59.0,31.0,0,160.0,6.0,0,6.0,45.0,54.0,55.0,0,5488.0,0,10.0,0,4.0,0,0,15.0,15.0,5.0,8.0,357.0,33.0,5.0,0,0,4.0,0,15727.0,32.0,85.0,18.0,6.0,72.0,13.0,101.0,0,341.0,0,83.0,6.0,40.0,0,14.0,4.0,0,18.0,0,23.0,1158.0,369.0,146.0,0,15.0,0,0,15.0,0,18.0,5.0,40.0,8.0,15.0,0,2.0,55.0,0,0,0,0,0,0,167.0,10.0,0,0,3.0,0,0,0,0,0,0,0,0,0,0,49.0,0,0,16.0,8.0,11.0,0,4.0,0,6.0,0,0,0,5.0,19.0,18.0,46.0,102.0,0,37.0,49.0,0,5.0,0,84.0,12.0,0,0,395.0,0,4.0,18.0,14.0,6.0,5.0,0,8.0,53.0,8.0,0,
